floor,normalization,aggregation,weights,components,repeat,spearman_vs_baseline,top20_overlap
0.01,percentile,additive,entropy,HEVD,34,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,35,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,36,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,37,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,38,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,39,0.8297953859321308,10
0.01,percentile,additive,entropy,HEV,0,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,1,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,2,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,3,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,4,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,5,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,6,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,7,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,8,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,9,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,10,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,11,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,12,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,13,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,14,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,15,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,16,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,17,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,18,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,19,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,20,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,21,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,22,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,23,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,24,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,25,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,26,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,27,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,28,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,29,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,30,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,31,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,32,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,33,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,34,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,35,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,36,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,37,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,38,0.78964647711481,2
0.01,percentile,additive,entropy,HEV,39,0.78964647711481,2
0.01,percentile,additive,dirichlet,HEVD,0,0.8779590517365781,13
0.01,percentile,additive,dirichlet,HEVD,1,0.5968143596467254,6
0.01,percentile,additive,dirichlet,HEVD,2,0.5776256648158796,4
0.01,percentile,additive,dirichlet,HEVD,3,0.7048581421983261,7
0.01,percentile,additive,dirichlet,HEVD,4,0.8768800836813857,12
0.01,percentile,additive,dirichlet,HEVD,5,0.5362845296349807,4
0.01,percentile,additive,dirichlet,HEVD,6,0.6446433429231241,2
0.01,percentile,additive,dirichlet,HEVD,7,0.807197960398665,4
0.01,percentile,additive,dirichlet,HEVD,8,0.6832311230739881,4
0.01,percentile,additive,dirichlet,HEVD,9,0.8993883231358974,8
0.01,percentile,additive,dirichlet,HEVD,10,0.7086516498793,6
0.01,percentile,additive,dirichlet,HEVD,11,0.7550317372119996,3
0.01,percentile,additive,dirichlet,HEVD,12,0.8118372703102207,2
0.01,percentile,additive,dirichlet,HEVD,13,0.8171366201108834,3
0.01,percentile,additive,dirichlet,HEVD,14,0.47331988279868886,2
0.01,percentile,additive,dirichlet,HEVD,15,0.829943046925577,5
0.01,percentile,additive,dirichlet,HEVD,16,0.7465003287338347,2
0.01,percentile,additive,dirichlet,HEVD,17,0.7541691972318442,4
0.01,percentile,additive,dirichlet,HEVD,18,0.6869274354003605,4
0.01,percentile,additive,dirichlet,HEVD,19,0.5641358428093816,5
0.01,percentile,additive,dirichlet,HEVD,20,0.8226930141835849,9
0.01,percentile,additive,dirichlet,HEVD,21,0.11746898347452252,2
0.01,percentile,additive,dirichlet,HEVD,22,0.8258662495526143,2
0.01,percentile,additive,dirichlet,HEVD,23,0.5093451513003768,3
0.01,percentile,additive,dirichlet,HEVD,24,0.4112307903698968,3
0.01,percentile,additive,dirichlet,HEVD,25,0.9176478340989224,12
0.01,percentile,additive,dirichlet,HEVD,26,0.8854965950515583,9
0.01,percentile,additive,dirichlet,HEVD,27,0.28103432790500144,3
0.01,percentile,additive,dirichlet,HEVD,28,-0.0032007260194504322,0
0.01,percentile,additive,dirichlet,HEVD,29,0.9423369638071439,13
0.01,percentile,additive,dirichlet,HEVD,30,0.34583400234047323,2
0.01,percentile,additive,dirichlet,HEVD,31,0.8729288949393178,11
0.01,percentile,additive,dirichlet,HEVD,32,0.847035472284716,7
0.01,percentile,additive,dirichlet,HEVD,33,0.7125687225239213,2
0.01,percentile,additive,dirichlet,HEVD,34,0.9122614679403498,10
0.01,percentile,additive,dirichlet,HEVD,35,0.6736503145415822,4
0.01,percentile,additive,dirichlet,HEVD,36,0.35201885105633335,3
0.01,percentile,additive,dirichlet,HEVD,37,0.6197108591266012,5
0.01,percentile,additive,dirichlet,HEVD,38,0.6685443520487874,3
0.01,percentile,additive,dirichlet,HEVD,39,0.6233999836629385,6
0.01,percentile,additive,dirichlet,HEV,0,0.7410421523579133,2
0.01,percentile,additive,dirichlet,HEV,1,0.7239550580550264,2
0.01,percentile,additive,dirichlet,HEV,2,0.7732587487056606,2
0.01,percentile,additive,dirichlet,HEV,3,0.7401965791465351,3
0.01,percentile,additive,dirichlet,HEV,4,0.33784622768058553,3
0.01,percentile,additive,dirichlet,HEV,5,0.8088745112744237,4
0.01,percentile,additive,dirichlet,HEV,6,0.648744010278902,1
0.01,percentile,additive,dirichlet,HEV,7,0.8111935488276534,2
0.01,percentile,additive,dirichlet,HEV,8,0.22857267420583738,2
0.01,percentile,additive,dirichlet,HEV,9,0.823264452424979,6
0.01,percentile,additive,dirichlet,HEV,10,0.664888709803629,1
0.01,percentile,additive,dirichlet,HEV,11,0.7971113945469568,2
0.01,percentile,additive,dirichlet,HEV,12,0.21934687982911877,3
0.01,percentile,additive,dirichlet,HEV,13,0.7072738829493693,4
0.01,percentile,additive,dirichlet,HEV,14,0.7255603176315111,5
0.01,percentile,additive,dirichlet,HEV,15,0.7692739270158625,2
0.01,percentile,additive,dirichlet,HEV,16,0.7763126966111498,3
0.01,percentile,additive,dirichlet,HEV,17,0.7659690646308451,5
0.01,percentile,additive,dirichlet,HEV,18,0.40714585485348626,3
0.01,percentile,additive,dirichlet,HEV,19,0.8362683872658352,4
0.01,percentile,additive,dirichlet,HEV,20,0.8360092026785243,2
0.01,percentile,additive,dirichlet,HEV,21,0.7813468626175768,2
0.01,percentile,additive,dirichlet,HEV,22,0.7250526947521742,2
0.01,percentile,additive,dirichlet,HEV,23,0.789858731853076,6
0.01,percentile,additive,dirichlet,HEV,24,0.8122768980603361,7
0.01,percentile,additive,dirichlet,HEV,25,0.477012935446645,2
0.01,percentile,additive,dirichlet,HEV,26,0.8309385278353495,3
0.01,percentile,additive,dirichlet,HEV,27,0.8376870600204094,3
0.01,percentile,additive,dirichlet,HEV,28,0.2963052670794505,2
0.01,percentile,additive,dirichlet,HEV,29,0.6210846349745205,1
0.01,percentile,additive,dirichlet,HEV,30,0.8280472537226123,4
0.01,percentile,additive,dirichlet,HEV,31,0.6950510853400891,1
0.01,percentile,additive,dirichlet,HEV,32,0.09786015553031557,2
0.01,percentile,additive,dirichlet,HEV,33,0.37751633686918556,2
0.01,percentile,additive,dirichlet,HEV,34,0.7385728872704888,5
0.01,percentile,additive,dirichlet,HEV,35,0.6844014545009958,1
0.01,percentile,additive,dirichlet,HEV,36,0.8350311079370688,3
0.01,percentile,additive,dirichlet,HEV,37,0.8331284100509074,4
0.01,percentile,additive,dirichlet,HEV,38,0.7608506482172664,2
0.01,percentile,additive,dirichlet,HEV,39,0.7210667276047172,4
0.05,minmax,geometric,equal,HEVD,0,1.0,20
0.05,minmax,geometric,equal,HEVD,1,1.0,20
0.05,minmax,geometric,equal,HEVD,2,1.0,20
0.05,minmax,geometric,equal,HEVD,3,1.0,20
0.05,minmax,geometric,equal,HEVD,4,1.0,20
0.05,minmax,geometric,equal,HEVD,5,1.0,20
0.05,minmax,geometric,equal,HEVD,6,1.0,20
0.05,minmax,geometric,equal,HEVD,7,1.0,20
0.05,minmax,geometric,equal,HEVD,8,1.0,20
0.05,minmax,geometric,equal,HEVD,9,1.0,20
0.05,minmax,geometric,equal,HEVD,10,1.0,20
0.05,minmax,geometric,equal,HEVD,11,1.0,20
0.05,minmax,geometric,equal,HEVD,12,1.0,20
0.05,minmax,geometric,equal,HEVD,13,1.0,20
0.05,minmax,geometric,equal,HEVD,14,1.0,20
0.05,minmax,geometric,equal,HEVD,15,1.0,20
0.05,minmax,geometric,equal,HEVD,16,1.0,20
0.05,minmax,geometric,equal,HEVD,17,1.0,20
0.05,minmax,geometric,equal,HEVD,18,1.0,20
0.05,minmax,geometric,equal,HEVD,19,1.0,20
0.05,minmax,geometric,equal,HEVD,20,1.0,20
0.05,minmax,geometric,equal,HEVD,21,1.0,20
0.05,minmax,geometric,equal,HEVD,22,1.0,20
0.05,minmax,geometric,equal,HEVD,23,1.0,20
0.05,minmax,geometric,equal,HEVD,24,1.0,20
0.05,minmax,geometric,equal,HEVD,25,1.0,20
0.05,minmax,geometric,equal,HEVD,26,1.0,20
0.05,minmax,geometric,equal,HEVD,27,1.0,20
0.05,minmax,geometric,equal,HEVD,28,1.0,20
0.05,minmax,geometric,equal,HEVD,29,1.0,20
0.05,minmax,geometric,equal,HEVD,30,1.0,20
0.05,minmax,geometric,equal,HEVD,31,1.0,20
0.05,minmax,geometric,equal,HEVD,32,1.0,20
0.05,minmax,geometric,equal,HEVD,33,1.0,20
0.05,minmax,geometric,equal,HEVD,34,1.0,20
0.05,minmax,geometric,equal,HEVD,35,1.0,20
0.05,minmax,geometric,equal,HEVD,36,1.0,20
0.05,minmax,geometric,equal,HEVD,37,1.0,20
0.05,minmax,geometric,equal,HEVD,38,1.0,20
0.05,minmax,geometric,equal,HEVD,39,1.0,20
0.05,minmax,geometric,equal,HEV,0,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,1,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,2,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,3,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,4,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,5,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,6,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,7,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,8,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,9,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,10,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,11,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,12,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,13,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,14,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,15,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,16,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,17,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,18,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,19,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,20,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,21,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,22,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,23,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,24,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,25,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,26,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,27,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,28,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,29,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,30,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,31,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,32,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,33,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,34,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,35,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,36,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,37,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,38,0.8786862337501944,8
0.05,minmax,geometric,equal,HEV,39,0.8786862337501944,8
0.05,minmax,geometric,entropy,HEVD,0,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,1,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,2,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,3,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,4,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,5,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,6,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,7,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,8,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,9,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,10,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,11,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,12,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,13,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,14,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,15,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,16,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,17,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,18,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,19,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,20,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,21,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,22,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,23,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,24,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,25,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,26,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,27,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,28,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,29,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,30,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,31,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,32,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,33,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,34,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,35,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,36,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,37,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,38,0.847729125886878,12
0.05,minmax,geometric,entropy,HEVD,39,0.847729125886878,12
0.05,minmax,geometric,entropy,HEV,0,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,1,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,2,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,3,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,4,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,5,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,6,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,7,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,8,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,9,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,10,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,11,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,12,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,13,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,14,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,15,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,16,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,17,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,18,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,19,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,20,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,21,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,22,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,23,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,24,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,25,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,26,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,27,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,28,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,29,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,30,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,31,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,32,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,33,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,34,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,35,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,36,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,37,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,38,0.7801412265213133,7
0.05,minmax,geometric,entropy,HEV,39,0.7801412265213133,7
0.05,minmax,geometric,dirichlet,HEVD,0,0.9243022129124142,7
0.05,minmax,geometric,dirichlet,HEVD,1,0.9439224934554942,5
0.05,minmax,geometric,dirichlet,HEVD,2,0.8761367920738545,6
0.05,minmax,geometric,dirichlet,HEVD,3,0.9198945468450952,13
0.05,minmax,geometric,dirichlet,HEVD,4,0.941751663705194,7
0.05,minmax,geometric,dirichlet,HEVD,5,0.9282621962292384,14
0.05,minmax,geometric,dirichlet,HEVD,6,0.901677992618042,4
0.05,minmax,geometric,dirichlet,HEVD,7,0.9669518404039057,12
0.05,minmax,geometric,dirichlet,HEVD,8,0.7468607563090587,6
0.05,minmax,geometric,dirichlet,HEVD,9,0.9783694403958564,14
0.05,minmax,geometric,dirichlet,HEVD,10,0.929128867200497,9
0.05,minmax,geometric,dirichlet,HEVD,11,0.916876238893429,10
0.05,minmax,geometric,dirichlet,HEVD,12,0.9116364085676332,1
0.05,minmax,geometric,dirichlet,HEVD,13,0.7410109411710143,8
0.05,minmax,geometric,dirichlet,HEVD,14,0.6236459838864742,10
0.05,minmax,geometric,dirichlet,HEVD,15,0.8732873093944897,8
0.05,minmax,geometric,dirichlet,HEVD,16,0.6437536784350932,1
0.05,minmax,geometric,dirichlet,HEVD,17,0.5845765739991101,4
0.05,minmax,geometric,dirichlet,HEVD,18,0.8202080575343378,2
0.05,minmax,geometric,dirichlet,HEVD,19,0.9702154934474397,10
0.05,minmax,geometric,dirichlet,HEVD,20,0.9898651056942817,17
0.05,minmax,geometric,dirichlet,HEVD,21,0.8972751337841713,4
0.05,minmax,geometric,dirichlet,HEVD,22,0.9503579891397266,11
0.05,minmax,geometric,dirichlet,HEVD,23,0.9002207712922976,7
0.05,minmax,geometric,dirichlet,HEVD,24,0.6913355273993241,1
0.05,minmax,geometric,dirichlet,HEVD,25,0.705269274500985,5
0.05,minmax,geometric,dirichlet,HEVD,26,0.9553359720849801,12
0.05,minmax,geometric,dirichlet,HEVD,27,0.7219074035119313,6
0.05,minmax,geometric,dirichlet,HEVD,28,0.9882610428377852,15
0.05,minmax,geometric,dirichlet,HEVD,29,0.9654998532264603,12
0.05,minmax,geometric,dirichlet,HEVD,30,0.8593589723106986,14
0.05,minmax,geometric,dirichlet,HEVD,31,0.6057452292291962,1
0.05,minmax,geometric,dirichlet,HEVD,32,0.9028762012819209,12
0.05,minmax,geometric,dirichlet,HEVD,33,0.8934412287317001,14
0.05,minmax,geometric,dirichlet,HEVD,34,0.9380223821516858,10
0.05,minmax,geometric,dirichlet,HEVD,35,0.9449348154757893,12
0.05,minmax,geometric,dirichlet,HEVD,36,0.8909254176185332,5
0.05,minmax,geometric,dirichlet,HEVD,37,0.9070546272290889,9
0.05,minmax,geometric,dirichlet,HEVD,38,0.9190240293683207,14
0.05,minmax,geometric,dirichlet,HEVD,39,0.8370865064822964,12
0.05,minmax,geometric,dirichlet,HEV,0,0.8287920292932164,7
0.05,minmax,geometric,dirichlet,HEV,1,0.7976510352264007,3
0.05,minmax,geometric,dirichlet,HEV,2,0.6530354351827798,4
0.05,minmax,geometric,dirichlet,HEV,3,0.8649595497649879,9
0.05,minmax,geometric,dirichlet,HEV,4,0.7956116557523235,6
0.05,minmax,geometric,dirichlet,HEV,5,0.8303202785772287,8
0.05,minmax,geometric,dirichlet,HEV,6,0.8658722869122284,7
0.05,minmax,geometric,dirichlet,HEV,7,0.863568647394259,8
0.05,minmax,geometric,dirichlet,HEV,8,0.8018822820316669,8
0.05,minmax,geometric,dirichlet,HEV,9,0.8608043882361142,7
0.05,minmax,geometric,dirichlet,HEV,10,0.8341697358248894,6
0.05,minmax,geometric,dirichlet,HEV,11,0.8009076890407395,8
0.05,minmax,geometric,dirichlet,HEV,12,0.8380406928506955,6
0.05,minmax,geometric,dirichlet,HEV,13,0.7979914372675035,2
0.05,minmax,geometric,dirichlet,HEV,14,0.8442849827465769,5
0.05,minmax,geometric,dirichlet,HEV,15,0.8697303360811853,9
0.05,minmax,geometric,dirichlet,HEV,16,0.7981715217974227,3
0.05,minmax,geometric,dirichlet,HEV,17,0.7018124849462363,2
0.05,minmax,geometric,dirichlet,HEV,18,0.8258864141934408,7
0.05,minmax,geometric,dirichlet,HEV,19,0.8139143937538772,8
0.05,minmax,geometric,dirichlet,HEV,20,0.8586382634206275,9
0.05,minmax,geometric,dirichlet,HEV,21,0.821969653711092,8
0.05,minmax,geometric,dirichlet,HEV,22,0.6126914964706082,3
0.05,minmax,geometric,dirichlet,HEV,23,0.8112642551419261,8
0.05,minmax,geometric,dirichlet,HEV,24,0.8626187361301084,7
0.05,minmax,geometric,dirichlet,HEV,25,0.8275624889262388,5
0.05,minmax,geometric,dirichlet,HEV,26,0.8272437417725127,7
0.05,minmax,geometric,dirichlet,HEV,27,0.23932315208333324,3
0.05,minmax,geometric,dirichlet,HEV,28,0.8638226348899685,9
0.05,minmax,geometric,dirichlet,HEV,29,0.8334443116593893,6
0.05,minmax,geometric,dirichlet,HEV,30,0.7865317093370824,8
0.05,minmax,geometric,dirichlet,HEV,31,0.8725536845898003,9
0.05,minmax,geometric,dirichlet,HEV,32,0.8426506038388383,6
0.05,minmax,geometric,dirichlet,HEV,33,0.8257347457425168,7
0.05,minmax,geometric,dirichlet,HEV,34,0.8781672327131144,8
0.05,minmax,geometric,dirichlet,HEV,35,0.8516322435488984,6
0.05,minmax,geometric,dirichlet,HEV,36,0.8324286414608317,7
0.05,minmax,geometric,dirichlet,HEV,37,0.863586135397861,7
0.05,minmax,geometric,dirichlet,HEV,38,0.8520222706328723,8
0.05,minmax,geometric,dirichlet,HEV,39,0.8267649816980586,6
0.05,minmax,additive,equal,HEVD,0,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,1,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,2,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,3,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,4,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,5,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,6,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,7,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,8,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,9,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,10,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,11,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,12,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,13,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,14,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,15,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,16,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,17,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,18,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,19,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,20,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,21,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,22,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,23,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,24,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,25,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,26,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,27,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,28,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,29,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,30,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,31,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,32,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,33,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,34,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,35,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,36,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,37,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,38,0.8781279084488712,9
0.05,minmax,additive,equal,HEVD,39,0.8781279084488712,9
0.05,minmax,additive,equal,HEV,0,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,1,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,2,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,3,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,4,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,5,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,6,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,7,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,8,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,9,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,10,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,11,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,12,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,13,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,14,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,15,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,16,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,17,0.8351443852767073,7
0.05,minmax,additive,equal,HEV,18,0.8351443852767073,7
