floor,normalization,aggregation,weights,components,repeat,spearman_vs_baseline,top20_overlap
0.01,minmax,additive,dirichlet,HEVD,16,0.8999975348317514,6
0.01,minmax,additive,dirichlet,HEVD,17,0.773357050054064,8
0.01,minmax,additive,dirichlet,HEVD,18,0.8399130451216256,9
0.01,minmax,additive,dirichlet,HEVD,19,0.5341033367798298,1
0.01,minmax,additive,dirichlet,HEVD,20,0.7079461070895711,9
0.01,minmax,additive,dirichlet,HEVD,21,0.669411418856544,2
0.01,minmax,additive,dirichlet,HEVD,22,0.8469567104841114,9
0.01,minmax,additive,dirichlet,HEVD,23,0.6920188359107786,0
0.01,minmax,additive,dirichlet,HEVD,24,0.9118086407732351,6
0.01,minmax,additive,dirichlet,HEVD,25,0.6779135885834734,8
0.01,minmax,additive,dirichlet,HEVD,26,0.8327080307630917,9
0.01,minmax,additive,dirichlet,HEVD,27,0.33996239561550645,1
0.01,minmax,additive,dirichlet,HEVD,28,0.30642604603826973,2
0.01,minmax,additive,dirichlet,HEVD,29,0.7200479670426071,6
0.01,minmax,additive,dirichlet,HEVD,30,0.9250256659192888,6
0.01,minmax,additive,dirichlet,HEVD,31,0.825691486258188,1
0.01,minmax,additive,dirichlet,HEVD,32,0.30939757287623504,2
0.01,minmax,additive,dirichlet,HEVD,33,0.8337946663337663,9
0.01,minmax,additive,dirichlet,HEVD,34,0.6112114938197799,2
0.01,minmax,additive,dirichlet,HEVD,35,0.7783470617908433,8
0.01,minmax,additive,dirichlet,HEVD,36,0.07028477416322057,1
0.01,minmax,additive,dirichlet,HEVD,37,0.6909525911635283,0
0.01,minmax,additive,dirichlet,HEVD,38,0.9052346996859272,6
0.01,minmax,additive,dirichlet,HEVD,39,0.8702985935153711,4
0.01,minmax,additive,dirichlet,HEV,0,0.48165708272069924,2
0.01,minmax,additive,dirichlet,HEV,1,0.6684914732606403,5
0.01,minmax,additive,dirichlet,HEV,2,0.8622516689756842,7
0.01,minmax,additive,dirichlet,HEV,3,0.43495504041715166,2
0.01,minmax,additive,dirichlet,HEV,4,0.8650667838229478,7
0.01,minmax,additive,dirichlet,HEV,5,0.7431697971780267,7
0.01,minmax,additive,dirichlet,HEV,6,0.8565870353755646,7
0.01,minmax,additive,dirichlet,HEV,7,0.6479744963059076,3
0.01,minmax,additive,dirichlet,HEV,8,0.8551150470294261,7
0.01,minmax,additive,dirichlet,HEV,9,0.132631282007386,1
0.01,minmax,additive,dirichlet,HEV,10,0.3383874798912627,2
0.01,minmax,additive,dirichlet,HEV,11,0.6850224017556449,4
0.01,minmax,additive,dirichlet,HEV,12,0.7913609893277951,8
0.01,minmax,additive,dirichlet,HEV,13,0.8078917955436097,8
0.01,minmax,additive,dirichlet,HEV,14,0.8344373452110696,7
0.01,minmax,additive,dirichlet,HEV,15,0.8655464725524745,7
0.01,minmax,additive,dirichlet,HEV,16,0.8524800634878273,6
0.01,minmax,additive,dirichlet,HEV,17,0.7932183631890292,8
0.01,minmax,additive,dirichlet,HEV,18,0.48841211439504817,2
0.01,minmax,additive,dirichlet,HEV,19,0.8398722987006769,8
0.01,minmax,additive,dirichlet,HEV,20,0.8119963179825291,8
0.01,minmax,additive,dirichlet,HEV,21,0.7804388394574265,2
0.01,minmax,additive,dirichlet,HEV,22,0.6618708584777182,4
0.01,minmax,additive,dirichlet,HEV,23,0.8207747959151656,7
0.01,minmax,additive,dirichlet,HEV,24,0.7309148894263786,7
0.01,minmax,additive,dirichlet,HEV,25,0.7443932044977427,8
0.01,minmax,additive,dirichlet,HEV,26,0.8296006780768178,7
0.01,minmax,additive,dirichlet,HEV,27,0.8196482393645814,7
0.01,minmax,additive,dirichlet,HEV,28,0.46327001294321685,2
0.01,minmax,additive,dirichlet,HEV,29,0.791006120675303,3
0.01,minmax,additive,dirichlet,HEV,30,0.824389379226765,5
0.01,minmax,additive,dirichlet,HEV,31,0.7072879032191125,6
0.01,minmax,additive,dirichlet,HEV,32,0.819612072344505,7
0.01,minmax,additive,dirichlet,HEV,33,0.14931738452365464,1
0.01,minmax,additive,dirichlet,HEV,34,0.7665716394145864,7
0.01,minmax,additive,dirichlet,HEV,35,0.40060283960859744,2
0.01,minmax,additive,dirichlet,HEV,36,0.7136382223160879,6
0.01,minmax,additive,dirichlet,HEV,37,0.7197469696513185,7
0.01,minmax,additive,dirichlet,HEV,38,0.7996294705035285,6
0.01,minmax,additive,dirichlet,HEV,39,0.6279752273253745,3
0.01,percentile,geometric,equal,HEVD,0,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,1,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,2,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,3,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,4,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,5,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,6,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,7,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,8,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,9,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,10,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,11,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,12,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,13,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,14,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,15,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,16,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,17,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,18,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,19,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,20,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,21,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,22,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,23,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,24,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,25,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,26,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,27,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,28,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,29,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,30,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,31,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,32,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,33,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,34,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,35,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,36,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,37,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,38,0.7736409345744156,8
0.01,percentile,geometric,equal,HEVD,39,0.7736409345744156,8
0.01,percentile,geometric,equal,HEV,0,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,1,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,2,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,3,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,4,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,5,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,6,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,7,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,8,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,9,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,10,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,11,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,12,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,13,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,14,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,15,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,16,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,17,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,18,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,19,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,20,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,21,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,22,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,23,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,24,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,25,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,26,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,27,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,28,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,29,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,30,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,31,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,32,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,33,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,34,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,35,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,36,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,37,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,38,0.6947880837434436,2
0.01,percentile,geometric,equal,HEV,39,0.6947880837434436,2
0.01,percentile,geometric,entropy,HEVD,0,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,1,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,2,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,3,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,4,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,5,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,6,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,7,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,8,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,9,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,10,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,11,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,12,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,13,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,14,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,15,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,16,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,17,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,18,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,19,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,20,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,21,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,22,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,23,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,24,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,25,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,26,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,27,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,28,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,29,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,30,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,31,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,32,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,33,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,34,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,35,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,36,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,37,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,38,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEVD,39,0.7680363143350378,8
0.01,percentile,geometric,entropy,HEV,0,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,1,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,2,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,3,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,4,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,5,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,6,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,7,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,8,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,9,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,10,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,11,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,12,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,13,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,14,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,15,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,16,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,17,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,18,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,19,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,20,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,21,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,22,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,23,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,24,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,25,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,26,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,27,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,28,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,29,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,30,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,31,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,32,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,33,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,34,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,35,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,36,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,37,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,38,0.6904083881254505,2
0.01,percentile,geometric,entropy,HEV,39,0.6904083881254505,2
0.01,percentile,geometric,dirichlet,HEVD,0,0.8299357100272579,10
0.01,percentile,geometric,dirichlet,HEVD,1,0.6378438425227075,5
0.01,percentile,geometric,dirichlet,HEVD,2,0.6532868797911922,4
0.01,percentile,geometric,dirichlet,HEVD,3,0.6826093153558223,1
0.01,percentile,geometric,dirichlet,HEVD,4,0.7512212960669411,11
0.01,percentile,geometric,dirichlet,HEVD,5,0.39905297879998586,2
0.01,percentile,geometric,dirichlet,HEVD,6,0.5887121749825205,3
0.01,percentile,geometric,dirichlet,HEVD,7,0.7631767645602736,3
0.01,percentile,geometric,dirichlet,HEVD,8,0.6486463290283878,7
0.01,percentile,geometric,dirichlet,HEVD,9,0.4976904896145749,5
0.01,percentile,geometric,dirichlet,HEVD,10,0.8378438452112675,7
0.01,percentile,geometric,dirichlet,HEVD,11,0.5726971093681881,5
0.01,percentile,geometric,dirichlet,HEVD,12,0.15256283288547987,1
0.01,percentile,geometric,dirichlet,HEVD,13,0.720405109703793,4
0.01,percentile,geometric,dirichlet,HEVD,14,0.34296252200775823,3
0.01,percentile,geometric,dirichlet,HEVD,15,0.37103082094975354,4
0.01,percentile,geometric,dirichlet,HEVD,16,0.2698184026534703,3
0.01,percentile,geometric,dirichlet,HEVD,17,0.860859838221112,11
0.01,percentile,geometric,dirichlet,HEVD,18,0.6996300362544201,8
0.01,percentile,geometric,dirichlet,HEVD,19,0.4740022465847373,4
0.01,percentile,geometric,dirichlet,HEVD,20,0.6440407954770317,4
0.01,percentile,geometric,dirichlet,HEVD,21,0.2109322533794374,2
0.01,percentile,geometric,dirichlet,HEVD,22,0.6663816691438738,7
0.01,percentile,geometric,dirichlet,HEVD,23,0.4731669596864267,4
0.01,percentile,geometric,dirichlet,HEVD,24,0.8029158409524514,6
0.01,percentile,geometric,dirichlet,HEVD,25,0.8163159817622877,11
0.01,percentile,geometric,dirichlet,HEVD,26,0.6826533223366822,7
0.01,percentile,geometric,dirichlet,HEVD,27,0.8297274016407782,10
0.01,percentile,geometric,dirichlet,HEVD,28,0.6459901609674499,4
0.01,percentile,geometric,dirichlet,HEVD,29,0.25326380493050527,3
0.01,percentile,geometric,dirichlet,HEVD,30,0.8543984241629077,9
0.01,percentile,geometric,dirichlet,HEVD,31,0.8386082136375203,9
0.01,percentile,geometric,dirichlet,HEVD,32,0.8674831630702645,12
0.01,percentile,geometric,dirichlet,HEVD,33,0.8418206135732668,10
0.01,percentile,geometric,dirichlet,HEVD,34,0.4866304735173054,2
0.01,percentile,geometric,dirichlet,HEVD,35,0.10503259255408644,1
0.01,percentile,geometric,dirichlet,HEVD,36,0.8625293510366869,11
0.01,percentile,geometric,dirichlet,HEVD,37,0.7333568223234251,4
0.01,percentile,geometric,dirichlet,HEVD,38,0.6307074378423857,1
0.01,percentile,geometric,dirichlet,HEVD,39,0.4416355189100728,1
0.01,percentile,geometric,dirichlet,HEV,0,0.7571816577745605,6
0.01,percentile,geometric,dirichlet,HEV,1,0.44622863563124593,2
0.01,percentile,geometric,dirichlet,HEV,2,0.6750081085671689,3
0.01,percentile,geometric,dirichlet,HEV,3,0.7620385918708757,4
0.01,percentile,geometric,dirichlet,HEV,4,0.5668622322266805,2
0.01,percentile,geometric,dirichlet,HEV,5,0.7592780145594855,2
0.01,percentile,geometric,dirichlet,HEV,6,0.36764509915616617,3
0.01,percentile,geometric,dirichlet,HEV,7,0.6613514962423763,3
0.01,percentile,geometric,dirichlet,HEV,8,0.800622644099915,5
0.01,percentile,geometric,dirichlet,HEV,9,0.3267901934435326,2
0.01,percentile,geometric,dirichlet,HEV,10,0.7707197319179362,3
0.01,percentile,geometric,dirichlet,HEV,11,0.751835662158391,2
0.01,percentile,geometric,dirichlet,HEV,12,0.6247907446328148,1
0.01,percentile,geometric,dirichlet,HEV,13,0.7858597817521696,4
0.01,percentile,geometric,dirichlet,HEV,14,0.5069909736462427,2
0.01,percentile,geometric,dirichlet,HEV,15,0.611419561897138,1
0.01,percentile,geometric,dirichlet,HEV,16,0.7328526044448799,1
0.01,percentile,geometric,dirichlet,HEV,17,0.7460323809876884,2
0.01,percentile,geometric,dirichlet,HEV,18,0.5179889967708332,2
0.01,percentile,geometric,dirichlet,HEV,19,0.5950066059575368,2
0.01,percentile,geometric,dirichlet,HEV,20,0.4370541666901168,2
0.01,percentile,geometric,dirichlet,HEV,21,0.5049945675774353,3
0.01,percentile,geometric,dirichlet,HEV,22,0.7455355413473216,2
0.01,percentile,geometric,dirichlet,HEV,23,0.764330857672481,4
0.01,percentile,geometric,dirichlet,HEV,24,0.8019770969765976,6
0.01,percentile,geometric,dirichlet,HEV,25,0.4667530233264628,2
0.01,percentile,geometric,dirichlet,HEV,26,0.791592721762288,7
0.01,percentile,geometric,dirichlet,HEV,27,0.7348319516738783,2
0.01,percentile,geometric,dirichlet,HEV,28,0.6653244536750968,2
0.01,percentile,geometric,dirichlet,HEV,29,0.3316012664131844,3
0.01,percentile,geometric,dirichlet,HEV,30,0.6138752431226937,1
0.01,percentile,geometric,dirichlet,HEV,31,0.7287509894592826,6
0.01,percentile,geometric,dirichlet,HEV,32,0.4576314049882405,1
0.01,percentile,geometric,dirichlet,HEV,33,0.7751196746530523,3
0.01,percentile,geometric,dirichlet,HEV,34,0.6604792236523807,2
0.01,percentile,geometric,dirichlet,HEV,35,0.8000436946501993,6
0.01,percentile,geometric,dirichlet,HEV,36,0.6563136814565614,3
0.01,percentile,geometric,dirichlet,HEV,37,0.6956427748461534,2
0.01,percentile,geometric,dirichlet,HEV,38,0.6432352416000728,3
0.01,percentile,geometric,dirichlet,HEV,39,0.7679495919783412,4
0.01,percentile,additive,equal,HEVD,0,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,1,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,2,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,3,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,4,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,5,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,6,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,7,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,8,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,9,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,10,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,11,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,12,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,13,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,14,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,15,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,16,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,17,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,18,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,19,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,20,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,21,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,22,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,23,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,24,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,25,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,26,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,27,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,28,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,29,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,30,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,31,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,32,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,33,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,34,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,35,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,36,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,37,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,38,0.8379386902205509,10
0.01,percentile,additive,equal,HEVD,39,0.8379386902205509,10
0.01,percentile,additive,equal,HEV,0,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,1,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,2,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,3,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,4,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,5,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,6,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,7,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,8,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,9,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,10,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,11,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,12,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,13,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,14,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,15,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,16,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,17,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,18,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,19,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,20,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,21,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,22,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,23,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,24,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,25,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,26,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,27,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,28,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,29,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,30,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,31,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,32,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,33,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,34,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,35,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,36,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,37,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,38,0.7941450331712224,2
0.01,percentile,additive,equal,HEV,39,0.7941450331712224,2
0.01,percentile,additive,entropy,HEVD,0,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,1,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,2,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,3,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,4,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,5,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,6,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,7,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,8,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,9,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,10,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,11,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,12,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,13,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,14,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,15,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,16,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,17,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,18,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,19,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,20,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,21,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,22,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,23,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,24,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,25,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,26,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,27,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,28,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,29,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,30,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,31,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,32,0.8297953859321308,10
0.01,percentile,additive,entropy,HEVD,33,0.8297953859321308,10
