score,unit,stratum,set,variant,k,mu,se,ci_lo,ci_hi,pi_lo,pi_hi,tau2,tau2_lo,tau2_hi,q,q_p,i2,i2_lo,i2_hi,tau,tau2_outside_qprofile,auc_mu,auc_ci_lo,auc_ci_hi,auc_pi_lo,auc_pi_hi,fe_max_share,fe_max_event,k_eff_fe,re_max_share,re_max_event,k_eff_re,mean_equal,mean_unit_weighted,median,events,n_units_total,n_pos_cells_total,n_clusters_total,flag,run_id
hand_neg,object,ALL,holdout,main,4,1.3136454771912036,0.21319729145106123,0.63515654471628,1.9921344096661273,-0.47608991697603376,3.103380871358441,0.12757040309558143,0.02120191109708339,1.457629826379994,25.977102133247232,9.643272855935561e-06,0.8845136772911864,0.43018999035257405,0.9810979074517823,0.35716999187443144,False,0.7881225367431081,0.6536577717989794,0.8799687647592528,0.38317585851175484,0.9570319874677802,0.8169669473858585,2024-09-20,1.4552316232020293,0.3465605208080421,2024-09-20,3.623311033261261,0.7813811187116254,0.8403992014722296,0.7807163413880116,2022-09-06;2023-08-10;2024-07-24;2024-09-20,196,1272,55,,m2_20260926T165115Z_1ffdde7
hand_neg,object,FLAT,holdout,main,4,-0.15075648920288612,0.3961087293432701,-1.4113512513920003,1.1098382729862282,-3.575159033656124,3.2736460552503517,0.4765255458287178,0.08601025294644446,6.299018604674714,26.470787251764612,7.600273248192892e-06,0.8866675187455934,0.5192212004245483,0.9875142794677431,0.6903082976675841,False,0.46238209752570825,0.19602101602673902,0.752098959295612,0.02724773521913247,0.9635135662758548,0.8835316243825673,2024-09-20,1.2711735482893043,0.32489263325401885,2024-09-20,3.7160168495399586,0.466308122068061,0.5965668396022397,0.5044778551688944,2022-09-06;2023-08-10;2024-07-24;2024-09-20,175,1234,50,,m2_20260926T165115Z_1ffdde7
hand_neg,object,URBAN,holdout,main,4,0.0615074254999021,0.30774676872656975,-0.9178801415969695,1.0408949925967736,-2.3783017582012347,2.501316609201039,0.22683498071789004,0.0,3.9880737139918923,8.93354313812073,0.030187640936614957,0.6641869912511461,0.0,0.9744344546159011,0.47627196087728074,False,0.5153720104449188,0.2853900268899605,0.7390226585902766,0.0848423312725341,0.9242340676498842,0.7863600279293348,2024-09-20,1.562974765468389,0.39004904372225757,2024-09-20,3.3284840276755983,0.5310271909807198,0.5624167753439255,0.588132452895227,2022-09-06;2023-08-10;2024-07-24;2024-09-20,81,36,14,,m2_20260926T165115Z_1ffdde7
hand_neg,object,UNIVERSE,holdout,main,4,0.6396855732288428,0.32482841964177134,-0.39406343071125816,1.6734345771689436,-2.103343608440677,3.3827147548983625,0.30091884484030335,0.023601096861283817,4.725284110610052,11.964222204910874,0.007506730414271896,0.7492524003132766,0.25864428702988773,0.9858858527319946,0.5485607029675962,False,0.6546823805469841,0.4027394963832436,0.8420332024128904,0.10877226466682396,0.9671599395745856,0.8622448411378641,2024-09-20,1.329939391119587,0.34323739621769883,2024-09-20,3.591824336034947,0.6378309225251284,0.680894417375611,0.6530170339791617,2022-09-06;2023-08-10;2024-07-24;2024-09-20,145,107,65,,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,ALL,holdout,main,2,1.8462199583406333,0.699601314462803,-7.043057576920676,10.735497493601942,,,0.8895076294762473,0.10094298455253893,1002.4164450352284,10.360486491734312,0.0012874127283241032,0.9034794359514093,0.5150916714846773,0.9999052101348755,0.9431371212481499,False,0.8636826716146883,0.0008726895767798234,0.9999782417867724,,,0.8924809444485449,2024-09-20,1.2374972811019336,0.5378824821529001,2024-09-20,1.988584866995822,0.83621077059272,0.9212899812106023,0.83621077059272,2023-08-10;2024-09-20,1272,1272,55,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,ALL,holdout,main,2,1.7490051509989775,0.3629088056963001,-2.8621884347388526,6.360198736736807,,,0.1979552319712473,0.0,291.54939726144994,3.237963360376178,0.07195002723212461,0.6911638926378022,0.0,0.999696701596691,0.4449216020505717,False,0.8518272784942109,0.054054690458859564,0.9982739613033945,,,0.9588180391770544,2024-09-20,1.0857433379214476,0.6416995772272674,2024-09-20,1.851311747513293,0.83125,0.8772654545454546,0.83125,2023-08-10;2024-09-20,55,1272,55,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,FLAT,holdout,main,2,0.6485792969877423,0.9097990326097815,-10.911513480125818,12.208672074101303,,,1.3863682582740393,0.02080623326315043,1735.7364961613982,5.352015533378201,0.02069833061933338,0.8131545034270858,0.061309490605345324,0.9998165048081324,1.1774414033292864,False,0.656690239119664,1.8246601273034865e-05,0.999995013005135,,,0.9557751492428181,2024-09-20,1.0923446621790731,0.5851595361179209,2024-09-20,1.9436183784050094,0.5990751533798293,0.7985000592313649,0.5990751533798293,2023-08-10;2024-09-20,1234,1234,50,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,FLAT,holdout,main,2,0.6343090191687463,0.3767136424412485,-4.152291648599865,5.4209096869373585,,,0.1587008822918746,0.0,479.15446148728824,1.5083821201544494,0.21938612654799491,0.3370380179940041,0.0,0.9993489255116106,0.3983727931120229,False,0.6534658761138484,0.01548478156958175,0.995596356686329,,,0.9753373418199563,2024-09-20,1.0505402551285534,0.8151305841883961,2024-09-20,1.4314044434253836,0.5769,0.6789799999999999,0.5769,2023-08-10;2024-09-20,50,1234,50,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,URBAN,holdout,main,2,0.7310984165608402,0.5170282420415769,-5.838368281203921,7.300565114325601,,,0.2769539508963674,0.0,800.9959549119518,1.542854864451598,0.21419336405766637,0.35185089470133263,0.0,0.9993634727803614,0.5262641455546515,False,0.6750462662386516,0.002905128551552204,0.999325298403189,,,0.9369176724184564,2024-09-20,1.1340515823299833,0.783187798471314,2024-09-20,1.514255217379412,0.584556008766545,0.6090756741394815,0.584556008766545,2023-08-10;2024-09-20,36,36,14,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,URBAN,holdout,main,2,0.8543736671886935,0.30361266978643026,-3.00339107561429,4.712138409991677,,,0.0,0.0,137.77578015081374,0.25675490822478914,0.6123583932272754,0.0,0.0,0.9961750716900981,0.0,False,0.7014838134020799,0.04727291060865562,0.9910944786880809,,,0.9035761375841075,2024-09-20,1.2110241011238063,0.9035761375841075,2024-09-20,1.2110241011238063,0.6533,0.6867857142857143,0.6533,2023-08-10;2024-09-20,14,36,14,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
