score,unit,stratum,test_event,role,auc,ci_lo,ci_hi,n_units,n_pos_cells,n_clusters,included,reason,y,se,run_id
z_sensitivity,object,URBAN,2014,development,0.4908745932358374,0.3400594834494531,0.6280716942867759,24,30,9,True,,-0.036505680669169704,0.30280718777503474,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,URBAN,2014,development,0.4655355348185612,0.3310429939926226,0.5952537126645604,24,30,9,True,,-0.13807681521480963,0.27786195184126616,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,URBAN,2014,development,0.4224371860056745,0.3133993496035422,0.5331663856215543,24,30,9,True,,-0.3127764417338854,0.23396736277843458,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,AGRI,2014,development,0.5459573006075803,0.3737,0.6314,64,64,10,True,,0.18434952352745682,0.2690364956312148,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,AGRI,2014,development,0.4818,0.3532,0.6237,10,64,10,True,,-0.07283217794723851,0.283241287509266,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,AGRI,2014,development,0.686874638345067,0.608,0.8675,64,64,10,True,,0.7855481718112756,0.36738425695025906,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,AGRI,2014,development,0.7521,0.6354,0.8651,10,64,10,True,,1.1098438547912126,0.3323677104932893,m2_20260926T165115Z_1ffdde7
twi,cell_gate,AGRI,2014,development,0.6057162575947536,0.534,0.694,64,64,10,True,,0.4293408461311652,0.17415540772808602,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,AGRI,2014,development,0.6214,0.5068,0.7448,10,64,10,True,,0.49549475818372435,0.2662973670866694,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,AGRI,2014,development,0.5092515852541228,0.4756,0.6107,64,64,10,True,,0.03701056513816425,0.13978143909980592,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,AGRI,2014,development,0.6084,0.4963,0.7274,10,64,10,True,,0.4405916497287827,0.25415550778155294,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,AGRI,2014,development,0.6492474563603048,0.6201,0.7226,64,64,10,True,,0.615732961764535,0.11924265429301924,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,AGRI,2014,development,0.6863,0.6178,0.7585,10,64,10,True,,0.7828777347179565,0.16945530179564272,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,AGRI,2014,development,0.6296864451731121,0.5782,0.6762,64,64,10,True,,0.5308718971772081,0.1073933732490165,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,AGRI,2014,development,0.6485,0.5716,0.726,10,64,10,True,,0.6124522925057789,0.17501336921647584,m2_20260926T165115Z_1ffdde7
L1,cell_gate,AGRI,2014,development,0.7557337375831806,0.6286,0.902,64,64,10,True,,1.1294302454414007,0.432005786663623,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,AGRI,2014,development,0.7773,0.6127,0.905,10,64,10,True,,1.2500008019728521,0.45801408420007444,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,AGRI,2014,development,0.7481856977529173,0.6431,0.8683,64,64,10,True,,1.088959286165954,0.33091579128610044,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,AGRI,2014,development,0.7888,0.6473,0.8877,10,64,10,True,,1.3177072514563188,0.3725241814489515,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,AGRI,2014,development,0.6704547509403028,0.4701,0.762,64,64,10,True,,0.7102425439496121,0.3274087594484507,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,AGRI,2014,development,0.6007,0.4577,0.7517,10,64,10,True,,0.40838262778694023,0.3258491053743692,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,AGRI,2014,development,0.6417280475455686,0.4973,0.7101,64,64,10,True,,0.5828722702464629,0.23129758541227566,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,AGRI,2014,development,0.5783,0.4649,0.6979,10,64,10,True,,0.31579860441165863,0.24948138383285023,m2_20260926T165115Z_1ffdde7
slope_neg,object,AGRI,2014,development,0.5171569775186928,0.4332033160725411,0.5981903743206295,29,64,10,True,,0.06865486437365032,0.1700858125761587,m2_20260926T165115Z_1ffdde7
relelev_neg,object,AGRI,2014,development,0.655284026551591,0.5618799011194495,0.7508828138655759,29,64,10,True,,0.642347957373312,0.21799664090008442,m2_20260926T165115Z_1ffdde7
twi,object,AGRI,2014,development,0.600830715335532,0.501746458448201,0.7020788969641465,29,64,10,True,,0.4089276239497798,0.2168997069623314,m2_20260926T165115Z_1ffdde7
impervious,object,AGRI,2014,development,0.6181918232963722,0.5438304381090836,0.6979966523018315,29,64,10,True,,0.4818804757206769,0.16888149284090093,m2_20260926T165115Z_1ffdde7
hand_neg,object,AGRI,2014,development,0.665389446271384,0.5923282425509878,0.7300106395995721,29,64,10,True,,0.6874051733461808,0.15844116294695096,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,AGRI,2014,development,0.6339423427320343,0.5559530026980511,0.7076304648729616,29,64,10,True,,0.5491671537254121,0.1681536320058955,m2_20260926T165115Z_1ffdde7
L1,object,AGRI,2014,development,0.7007833686567472,0.5911156362147462,0.8063623186815718,29,64,10,True,,0.8510309768052426,0.26989401658588835,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,AGRI,2014,development,0.7223577344317621,0.624862212270577,0.8092128249914657,29,64,10,True,,0.9561870227057526,0.23843949405750703,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,AGRI,2014,development,0.596554020088018,0.5063197858339565,0.6838659991100245,29,64,10,True,,0.3911271992277223,0.19039006067941952,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,AGRI,2014,development,0.6064268404201202,0.5190928444585424,0.6895752477583583,29,64,10,True,,0.4323171245265426,0.18411709909677912,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,UNIVERSE,2014,development,0.6451135066050683,0.4232,0.7696,47,47,14,True,,0.5976282791129233,0.3866664611982912,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,UNIVERSE,2014,development,0.5601,0.3975,0.7167,14,47,14,True,,0.24156791086111273,0.3428745829095512,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,UNIVERSE,2014,development,0.5311585321139362,0.3857,0.6483,47,47,14,True,,0.12479584083126394,0.2747495780922354,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,UNIVERSE,2014,development,0.5199,0.3928,0.6538,14,47,14,True,,0.07964206985277555,0.27330668053079654,m2_20260926T165115Z_1ffdde7
twi,cell_gate,UNIVERSE,2014,development,0.590225965618027,0.3725,0.7142,47,47,14,True,,0.3648995840362086,0.36668464680697077,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,UNIVERSE,2014,development,0.4958,0.347,0.6387,14,47,14,True,,-0.01680039515272924,0.30663282111931006,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,UNIVERSE,2014,development,0.5483516138156448,0.37,0.6558,47,47,14,True,,0.19401274180721828,0.3002223009359504,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,UNIVERSE,2014,development,0.4731,0.3436,0.6041,14,47,14,True,,-0.10770399457813762,0.2729311024532711,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,UNIVERSE,2014,development,0.7879663094377574,0.7324,0.8559,47,47,14,True,,1.3127101546309135,0.19765989718367982,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,UNIVERSE,2014,development,0.7666,0.6633,0.8429,14,47,14,True,,1.1892114330939987,0.2555992710275498,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,UNIVERSE,2014,development,0.7270561614129922,0.6106,0.8022,47,47,14,True,,0.9797376709014788,0.24241938991742804,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,UNIVERSE,2014,development,0.6759,0.5706,0.7666,14,47,14,True,,0.7349930259588064,0.23084910919208446,m2_20260926T165115Z_1ffdde7
L1,cell_gate,UNIVERSE,2014,development,0.5623034455304483,0.4114,0.6676,47,47,14,True,,0.2505157705792552,0.26927305698288245,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,UNIVERSE,2014,development,0.5607,0.4363,0.6968,14,47,14,True,,0.24400345214789287,0.27763211347565475,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,UNIVERSE,2014,development,0.6447196119718827,0.4801,0.7411,47,47,14,True,,0.5959082090020575,0.28861136249860414,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,UNIVERSE,2014,development,0.6086,0.4737,0.7431,14,47,14,True,,0.441431182500895,0.29782202955927706,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,UNIVERSE,2014,development,0.7060697486826529,0.5552,0.7982,47,47,14,True,,0.8763715280059481,0.29423459500700133,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,UNIVERSE,2014,development,0.6708,0.5359,0.7981,14,47,14,True,,0.7118055611461388,0.31393787258756334,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,UNIVERSE,2014,development,0.6364394439381083,0.4696,0.732,47,47,14,True,,0.5599433995917791,0.2873888787483479,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,UNIVERSE,2014,development,0.5803,0.4286,0.7137,14,47,14,True,,0.32400504085701765,0.3063800942525955,m2_20260926T165115Z_1ffdde7
slope_neg,object,UNIVERSE,2014,development,0.5365006149932228,0.4399716478975401,0.6341365310079949,38,47,14,True,,0.14626265021738627,0.2018611517315132,m2_20260926T165115Z_1ffdde7
relelev_neg,object,UNIVERSE,2014,development,0.5086518490519139,0.4145663550273005,0.6052793783814912,38,47,14,True,,0.03461085085372406,0.1971035468471023,m2_20260926T165115Z_1ffdde7
twi,object,UNIVERSE,2014,development,0.4792962745395471,0.3835592640158272,0.5828542260139706,38,47,14,True,,-0.08286228143470475,0.20637354217792225,m2_20260926T165115Z_1ffdde7
impervious,object,UNIVERSE,2014,development,0.4580351796750351,0.3900104830441523,0.5312555950633804,38,47,14,True,,-0.16825509950169948,0.14603680701355196,m2_20260926T165115Z_1ffdde7
hand_neg,object,UNIVERSE,2014,development,0.7873897993042702,0.7390032123788306,0.8287811894049074,38,47,14,True,,1.3092629780645522,0.13679324673040308,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,UNIVERSE,2014,development,0.6811212537429189,0.6144962086559658,0.7428113001820227,38,47,14,True,,0.7589294180368233,0.15163040230355135,m2_20260926T165115Z_1ffdde7
L1,object,UNIVERSE,2014,development,0.5169854048014861,0.4372406039245342,0.5965645501710248,38,47,14,True,,0.06796777255355535,0.16417125724648074,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,UNIVERSE,2014,development,0.5677037606402937,0.4870965052714617,0.646032737136187,38,47,14,True,,0.2724886420081446,0.16665387605890475,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,UNIVERSE,2014,development,0.6148815628181067,0.5238341441223451,0.7032894191668009,38,47,14,True,,0.4678787524533407,0.19582054344144126,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,UNIVERSE,2014,development,0.5583846117074515,0.4683931778277986,0.648954777487098,38,47,14,True,,0.23460865220522253,0.18904532911118538,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,ALL,2016,development,0.8710982008116287,0.7752,0.9201,170,170,6,True,,1.9107038475369802,0.3076068167502658,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,ALL,2016,development,0.8573,0.7814,0.9209,6,170,6,True,,1.7930433912019192,0.30122874205575767,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,ALL,2016,development,0.5531201570087028,0.5007,0.6377,170,170,6,True,,0.2132855091807918,0.14352186010267007,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,ALL,2016,development,0.5658,0.5037,0.6261,6,170,6,True,,0.26473540142327523,0.12773741113602435,m2_20260926T165115Z_1ffdde7
twi,cell_gate,ALL,2016,development,0.8332331047532665,0.7486,0.8707,170,170,6,True,,1.6087164401754526,0.20816777940286194,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,ALL,2016,development,0.8319,0.7628,0.8857,6,170,6,True,,1.599153200875272,0.2243560397918389,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,ALL,2016,development,0.9371092571017507,0.9217,0.9485,170,170,6,True,,2.7014008973910353,0.11419286202025881,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,ALL,2016,development,0.9336,0.9195,0.9479,6,170,6,True,,2.643351024489958,0.11875504008025396,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,ALL,2016,development,0.8618256953186698,0.8189,0.8824,170,170,6,True,,1.8305370750625207,0.1291972263477174,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,ALL,2016,development,0.8495,0.821,0.8747,6,170,6,True,,1.7306848569230566,0.10715319470798423,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,ALL,2016,development,0.8657460259126912,0.8421,0.8791,170,170,6,True,,1.8638582578405298,0.07908258797285593,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,ALL,2016,development,0.8637,0.8383,0.8852,6,170,6,True,,1.8463671475837533,0.10127452911432937,m2_20260926T165115Z_1ffdde7
L1,cell_gate,ALL,2016,development,0.9196080255842868,0.8634,0.957,170,170,6,True,,2.437033169604166,0.32112379352473225,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,ALL,2016,development,0.9243,0.8725,0.9687,6,170,6,True,,2.5022585338273293,0.3849791606661256,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,ALL,2016,development,0.9540419576045226,0.9304,0.9685,170,170,6,True,,3.0329787927832927,0.2124811756035515,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,ALL,2016,development,0.9542,0.9311,0.9763,6,170,6,True,,3.0365892019618683,0.2843379704952146,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,ALL,2016,development,0.9009228561822176,0.8667,0.9155,170,170,6,True,,2.207520856548411,0.1302646795613518,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,ALL,2016,development,0.9049,0.8593,0.9457,6,170,6,True,,2.2528954708057434,0.267329664001111,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,ALL,2016,development,0.8311109460399871,0.7916,0.8502,170,170,6,True,,1.593521281118857,0.10244413779026897,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,ALL,2016,development,0.8359,0.7797,0.8857,6,170,6,True,,1.6280329906090651,0.19990998602237373,m2_20260926T165115Z_1ffdde7
slope_neg,object,ALL,2016,development,0.855174793438586,0.7890361433773839,0.9072882093659966,21,170,6,True,,1.7757783415481654,0.24537165143677797,m2_20260926T165115Z_1ffdde7
relelev_neg,object,ALL,2016,development,0.565062113922899,0.5277970928138656,0.5992295817416369,21,170,6,True,,0.26173243098485155,0.07422404877946079,m2_20260926T165115Z_1ffdde7
twi,object,ALL,2016,development,0.8197152754231677,0.7510162433821029,0.8738528967319321,21,170,6,True,,1.5144196505061505,0.21210178472280142,m2_20260926T165115Z_1ffdde7
impervious,object,ALL,2016,development,0.9333740514340808,0.9117211437381992,0.9491559263544558,21,170,6,True,,2.6397119133082785,0.15101705222063447,m2_20260926T165115Z_1ffdde7
hand_neg,object,ALL,2016,development,0.8676084568356411,0.8435883961379171,0.8883375914601549,21,170,6,True,,1.8799767582133615,0.09915948964760592,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,ALL,2016,development,0.876868645168931,0.8511203803932114,0.8982237025070849,21,170,6,True,,1.9631054926944347,0.11077407310457689,m2_20260926T165115Z_1ffdde7
L1,object,ALL,2016,development,0.910918916461999,0.8656112421977461,0.9481020113297132,21,170,6,True,,2.324906882351587,0.26594441470008806,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,ALL,2016,development,0.9545869503642536,0.9353268684573416,0.9715666672001928,21,170,6,True,,3.0454792335566006,0.21934013244958023,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,ALL,2016,development,0.907361802580625,0.872050413708203,0.9390096495539904,21,170,6,True,,2.281839715157883,0.2078862654791278,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,ALL,2016,development,0.8445551422331852,0.7933976966272394,0.8913472364988665,21,170,6,True,,1.6925189735360204,0.19363825876816237,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,FLAT,2016,development,0.7064701321505535,0.5855,0.7624,154,154,6,True,,0.8783015269516902,0.2093124064679241,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,FLAT,2016,development,0.6697,0.5826,0.7536,6,154,6,True,,0.7068285185192603,0.20011838174277527,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,FLAT,2016,development,0.5371848739495798,0.4407,0.6959,154,154,6,True,,0.1490146284888434,0.2719873976146774,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,FLAT,2016,development,0.5692,0.4499,0.6779,6,154,6,True,,0.27858792093346396,0.24113006146790647,m2_20260926T165115Z_1ffdde7
twi,cell_gate,FLAT,2016,development,0.6302861646693956,0.5796,0.6478,154,154,6,True,,0.5334446575176355,0.07353483061553202,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,FLAT,2016,development,0.6326,0.5815,0.6827,6,154,6,True,,0.5433871380905233,0.11155147422479571,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,FLAT,2016,development,0.8404122435948599,0.8079,0.8699,154,154,6,True,,1.6612985698158669,0.11828091279766283,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,FLAT,2016,development,0.8364,0.7944,0.8776,6,154,6,True,,1.6316825433858322,0.15771768374558315,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,FLAT,2016,development,0.6670540061343397,0.5992,0.7005,154,154,6,True,,0.694890715110837,0.11417226778639743,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,FLAT,2016,development,0.6333,0.5907,0.674,6,154,6,True,,0.5464001684451041,0.09170393985967171,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,FLAT,2016,development,0.6348507177633604,0.6102,0.6599,154,154,6,True,,0.5530836187211985,0.054770300082197756,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,FLAT,2016,development,0.6393,0.6024,0.6722,6,154,6,True,,0.5723272398631877,0.07721495131173049,m2_20260926T165115Z_1ffdde7
L1,cell_gate,FLAT,2016,development,0.8330248110098857,0.787,0.8946,154,154,6,True,,1.6072181943913593,0.21216664661791665,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,FLAT,2016,development,0.855,0.7886,0.9266,6,154,6,True,,1.7743677265161857,0.3109982884815032,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,FLAT,2016,development,0.8910704308860586,0.8468,0.9299,154,154,6,True,,2.101721952893811,0.22332909798208,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,FLAT,2016,development,0.9068,0.8711,0.9461,6,154,6,True,,2.2751741969418293,0.2434988424391217,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,FLAT,2016,development,0.7386189754056304,0.6655,0.8127,154,154,6,True,,1.0388029860302361,0.19891913223732455,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,FLAT,2016,development,0.7707,0.6575,0.8772,6,154,6,True,,1.212268002920089,0.33521148981454607,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,FLAT,2016,development,0.5624257437031801,0.4583,0.6939,154,154,6,True,,0.251012694096152,0.25143430462937905,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,FLAT,2016,development,0.6045,0.4484,0.765,6,154,6,True,,0.42425088284713897,0.35394216050584915,m2_20260926T165115Z_1ffdde7
slope_neg,object,FLAT,2016,development,0.6353762602438633,0.541172626595695,0.7266432705923904,21,154,6,True,,0.5553513873217342,0.2072981350284713,m2_20260926T165115Z_1ffdde7
relelev_neg,object,FLAT,2016,development,0.5712497147029796,0.4964437709065031,0.638258887761382,21,154,6,True,,0.2869517788867142,0.14848240724091727,m2_20260926T165115Z_1ffdde7
twi,object,FLAT,2016,development,0.6101449045581846,0.5447233606589372,0.6707319521736391,21,154,6,True,,0.4479213574805882,0.1357485632893028,m2_20260926T165115Z_1ffdde7
impervious,object,FLAT,2016,development,0.8205230228064921,0.7786878832575634,0.8581689631211199,21,154,6,True,,1.5198950306785104,0.13830056036093158,m2_20260926T165115Z_1ffdde7
hand_neg,object,FLAT,2016,development,0.6782885750316322,0.6434807937115808,0.7127737372581607,21,154,6,True,,0.7459178763067842,0.08122335140592823,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,FLAT,2016,development,0.6670838782598695,0.6354010177855142,0.6984677582535062,21,154,6,True,,0.6950252209363412,0.07259159356220679,m2_20260926T165115Z_1ffdde7
L1,object,FLAT,2016,development,0.8130329649751111,0.7631272612382007,0.8627159506868517,21,154,6,True,,1.469839338025153,0.17044486278101936,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,FLAT,2016,development,0.8931350694061829,0.8654195867451105,0.9207410248224892,21,154,6,True,,2.12317211682098,0.1508715420836397,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,FLAT,2016,development,0.7502028469189442,0.6681403139114757,0.8280407123601168,21,154,6,True,,1.0996944316872221,0.2224578169850174,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,FLAT,2016,development,0.6241658530311245,0.5204620057387112,0.7337636143487284,21,154,6,True,,0.5072681755771682,0.23773614962568954,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,URBAN,2016,development,0.7337565547981122,0.5649,0.8177,160,160,6,True,,1.0137662066271989,0.3162734148836081,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,URBAN,2016,development,0.6979,0.5709,0.823,6,160,6,True,,0.8373177376304796,0.3192105587144616,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,URBAN,2016,development,0.4837513109596224,0.3654,0.6778,160,160,6,True,,-0.06501765054854802,0.33053720217704,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,URBAN,2016,development,0.5123,0.3636,0.6491,6,160,6,True,,0.0492099282291496,0.29971429293540475,m2_20260926T165115Z_1ffdde7
twi,cell_gate,URBAN,2016,development,0.6671542343995805,0.5482,0.7196,160,160,6,True,,0.6953420388454202,0.19109477852393983,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,URBAN,2016,development,0.6586,0.5509,0.7524,6,160,6,True,,0.6570615595819235,0.23141900549880168,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,URBAN,2016,development,0.5790095700052439,0.5106,0.6296,160,160,6,True,,0.3187089041227573,0.12451627794755078,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,URBAN,2016,development,0.5502,0.4434,0.6358,6,160,6,True,,0.20147880896525905,0.20014536983364173,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,URBAN,2016,development,0.8061916622968013,0.7043,0.8527,160,160,6,True,,1.425451787915358,0.2265545424282099,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,URBAN,2016,development,0.7707,0.7043,0.8287,6,160,6,True,,1.212268002920089,0.1807642470017817,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,URBAN,2016,development,0.772975878342947,0.7159,0.8022,160,160,6,True,,1.2251915682097652,0.1214020600273991,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,URBAN,2016,development,0.7647,0.7024,0.8132,6,160,6,True,,1.1786223043168629,0.156172720883221,m2_20260926T165115Z_1ffdde7
L1,cell_gate,URBAN,2016,development,0.6355191400104877,0.522,0.7563,160,160,6,True,,0.5559681684566229,0.26644451507223493,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,URBAN,2016,development,0.676,0.5291,0.8361,6,160,6,True,,0.7354495602506349,0.3859662873092788,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,URBAN,2016,development,0.7570470634504457,0.6664,0.8218,160,160,6,True,,1.1365576746774846,0.21343328950018808,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,URBAN,2016,development,0.7712,0.6787,0.8634,6,160,6,True,,1.215099483790693,0.27960136182144957,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,URBAN,2016,development,0.7366229680125852,0.6399,0.7888,160,160,6,True,,1.0284895973625536,0.18948743798984694,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,URBAN,2016,development,0.7511,0.6336,0.8567,6,160,6,True,,1.1044875893184196,0.31644848227319067,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,URBAN,2016,development,0.6084281594126901,0.5036,0.6618,160,160,6,True,,0.4407098442290898,0.16758616876765034,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,URBAN,2016,development,0.6198,0.5005,0.7221,6,160,6,True,,0.48869941529931915,0.2430917872875172,m2_20260926T165115Z_1ffdde7
slope_neg,object,URBAN,2016,development,0.6857883149412167,0.5705948579782187,0.7827972460906851,20,160,6,True,,0.7805020862975787,0.25453628010014306,m2_20260926T165115Z_1ffdde7
relelev_neg,object,URBAN,2016,development,0.5090409632661783,0.4234531262516731,0.5851649843895331,20,160,6,True,,0.03616779516846902,0.16648947799130015,m2_20260926T165115Z_1ffdde7
twi,object,URBAN,2016,development,0.6424440366118314,0.5492041288218016,0.7228150724904454,20,160,6,True,,0.5859878195973154,0.19413952428377618,m2_20260926T165115Z_1ffdde7
impervious,object,URBAN,2016,development,0.5581188720843536,0.4645053838659578,0.6380197482306647,20,160,6,True,,0.23353106756319808,0.1808699730351996,m2_20260926T165115Z_1ffdde7
hand_neg,object,URBAN,2016,development,0.7819168938308264,0.7208294883973214,0.833599696527288,20,160,6,True,,1.276872249921866,0.16907889424739864,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,URBAN,2016,development,0.769218020828135,0.7099038494397997,0.8193493738961531,20,160,6,True,,1.2039009897129396,0.15740813209559193,m2_20260926T165115Z_1ffdde7
L1,object,URBAN,2016,development,0.6504779013376124,0.5613757180555274,0.7391293383218964,20,160,6,True,,0.621140536527504,0.2027335657419089,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,URBAN,2016,development,0.7779858381768439,0.7051746764503444,0.839689778447847,20,160,6,True,,1.2539671493213351,0.19996775782106296,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,URBAN,2016,development,0.7440239396265853,0.639969457454649,0.8270356183633353,20,160,6,True,,1.066989285292388,0.2524358866349157,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,URBAN,2016,development,0.6272278371055899,0.5175837044362648,0.732083937792277,20,160,6,True,,0.5203424415157313,0.23848846672963495,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,AGRI,2016,development,0.8307131901840491,0.8307,0.8307,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,AGRI,2016,development,0.8307,0.8307,0.8307,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,AGRI,2016,development,0.6923888036809815,0.6924,0.6924,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,AGRI,2016,development,0.6924,0.6924,0.6924,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
twi,cell_gate,AGRI,2016,development,0.9760832055214724,0.9761,0.9761,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,AGRI,2016,development,0.9761,0.9761,0.9761,1,1,1,False,positive_cells_lt_5,,,m2_20260926T165115Z_1ffdde7
