score,unit,stratum,test_event,role,auc,ci_lo,ci_hi,n_units,n_pos_cells,n_clusters,included,reason,y,se,run_id
logit_F1_wf,object,URBAN,2019,development,0.6514202124064725,0.451183689370096,0.8777674014924075,7,51,3,True,,0.6252877717931176,0.5529043208839535,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
twi,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
L1,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,AGRI,2019,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
slope_neg,object,AGRI,2019,development,0.7687044307347167,0.7687044307347167,0.7687044307347167,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
relelev_neg,object,AGRI,2019,development,0.4357823892316321,0.4357823892316321,0.4357823892316321,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
twi,object,AGRI,2019,development,0.4687605159842961,0.4687605159842961,0.4687605159842961,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
impervious,object,AGRI,2019,development,0.9005047672462142,0.9005047672462142,0.9005047672462142,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
hand_neg,object,AGRI,2019,development,0.5913628715647785,0.5913628715647785,0.5913628715647785,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,AGRI,2019,development,0.6383623107122827,0.6383623107122827,0.6383623107122827,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
L1,object,AGRI,2019,development,0.9481772293886708,0.9481772293886708,0.9481772293886708,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,AGRI,2019,development,0.9385305664610208,0.9385305664610208,0.9385305664610208,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,AGRI,2019,development,0.9970835670218732,0.9970835670218732,0.9970835670218732,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,AGRI,2019,development,0.904206393718452,0.904206393718452,0.904206393718452,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,UNIVERSE,2019,development,0.8825581793585286,0.7855,0.9078,46,46,4,True,,2.0168816447698195,0.2523141363651933,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,UNIVERSE,2019,development,0.8295,0.7005,0.9294,4,46,4,True,,1.5820878129069278,0.44078083514774247,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,UNIVERSE,2019,development,0.3248625785571176,0.2844,0.5309,46,46,4,True,,-0.7315139997733777,0.2669685198848882,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,UNIVERSE,2019,development,0.4403,0.3256,0.5567,4,46,4,True,,-0.23994461313560567,0.24386507444473374,m2_20260926T165115Z_1ffdde7
twi,cell_gate,UNIVERSE,2019,development,0.775180017809134,0.5903,0.7993,46,46,4,True,,1.237795280605757,0.25937195763687887,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,UNIVERSE,2019,development,0.6883,0.4183,0.8576,4,46,4,True,,0.7921836026310273,0.5421665348371082,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,UNIVERSE,2019,development,0.7887712553727075,0.7203,0.8111,46,46,4,True,,1.31753471764079,0.13041652523053915,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,UNIVERSE,2019,development,0.7632,0.6644,0.8487,4,46,4,True,,1.1703042171242262,0.2656877246853177,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,UNIVERSE,2019,development,0.7431310683768002,0.4313,0.7717,46,46,4,True,,1.0623064723158329,0.38125304402914223,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,UNIVERSE,2019,development,0.5868,0.2724,0.7608,4,46,4,True,,0.3507523090233431,0.5458136931086016,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,UNIVERSE,2019,development,0.8518545473226364,0.5645,0.8744,46,46,4,True,,1.7492212136458818,0.428831883848506,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,UNIVERSE,2019,development,0.7091,0.4452,0.8603,4,46,4,True,,0.8910169948087948,0.5198738304576297,m2_20260926T165115Z_1ffdde7
L1,cell_gate,UNIVERSE,2019,development,0.8639998630066613,0.6731,0.8845,46,46,4,True,,1.8489167172074323,0.3350858486972993,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,UNIVERSE,2019,development,0.7667,0.575,0.8771,4,46,4,True,,1.1897704115374648,0.4242346123780084,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,UNIVERSE,2019,development,0.8939885610562186,0.692,0.9064,46,46,4,True,,2.1321459769988405,0.3727017856220967,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,UNIVERSE,2019,development,0.797,0.5665,0.9225,4,46,4,True,,1.3676486997484278,0.5635879467005502,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,UNIVERSE,2019,development,0.9271912512629074,0.7473,0.9405,46,46,4,True,,2.5443237333861517,0.42760266333178404,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,UNIVERSE,2019,development,0.8394,0.6213,0.9654,4,46,4,True,,1.6537705493868293,0.7228753031565993,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,UNIVERSE,2019,development,0.9230825213623988,0.7475,0.9389,46,46,4,True,,2.484985494938485,0.4201286522425557,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,UNIVERSE,2019,development,0.8358,0.629,0.9544,4,46,4,True,,1.627304152995487,0.6411459547202205,m2_20260926T165115Z_1ffdde7
slope_neg,object,UNIVERSE,2019,development,0.7994558671931626,0.7101278516593886,0.9050417896991164,7,46,4,True,,1.382896993966581,0.346572477340794,m2_20260926T165115Z_1ffdde7
relelev_neg,object,UNIVERSE,2019,development,0.4315414869603916,0.3102317498127568,0.5410910459226873,7,46,4,True,,-0.27556468253178723,0.24586467011689275,m2_20260926T165115Z_1ffdde7
twi,object,UNIVERSE,2019,development,0.6521419182561553,0.4845969601561042,0.7922781445423644,7,46,4,True,,0.6284676187618714,0.35723723577062133,m2_20260926T165115Z_1ffdde7
impervious,object,UNIVERSE,2019,development,0.7506829415139682,0.6890928740740846,0.8085026975874315,7,46,4,True,,1.1022579671570576,0.16439803956849386,m2_20260926T165115Z_1ffdde7
hand_neg,object,UNIVERSE,2019,development,0.4987141669317236,0.2967620670250006,0.7685917687193143,7,46,4,True,,-0.00514334361156954,0.5263211953883413,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,UNIVERSE,2019,development,0.6498816360239711,0.4803115179258512,0.8718470136731951,7,46,4,True,,0.6185189677818885,0.5092399389402973,m2_20260926T165115Z_1ffdde7
L1,object,UNIVERSE,2019,development,0.7324253440823228,0.6014568520552362,0.8652219840734824,7,46,4,True,,1.0069628014144587,0.36934810669117557,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,UNIVERSE,2019,development,0.7504026322647029,0.6046912395862212,0.9057667658763372,7,46,4,True,,1.1007608149939379,0.4688754698785008,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,UNIVERSE,2019,development,0.7872894086730148,0.652458689891946,0.93302222555677,7,46,4,True,,1.3086634017396035,0.5112858980094824,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,UNIVERSE,2019,development,0.795983328923307,0.6621254043124364,0.9412918346535056,7,46,4,True,,1.3613765305919574,0.5362073634657862,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,ALL,2025,development,0.952440464344942,0.9394,0.9624,25,25,14,True,,2.997045291998045,0.12793082875568176,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,ALL,2025,development,0.9496,0.9348,0.9619,14,25,14,True,,2.936049668218135,0.144345274647126,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,ALL,2025,development,0.4039546268656716,0.3901,0.4217,25,25,14,True,,-0.3890142316721642,0.03344277992151608,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,ALL,2025,development,0.4045,0.3912,0.4192,14,25,14,True,,-0.38674965229680824,0.029646600345651707,m2_20260926T165115Z_1ffdde7
twi,cell_gate,ALL,2025,development,0.9097610613598672,0.8938,0.9223,25,25,14,True,,2.3107209689419332,0.08772032748786755,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,ALL,2025,development,0.9142,0.9034,0.9241,14,25,14,True,,2.3660303594037275,0.0673014725197335,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,ALL,2025,development,0.4106801990049751,0.3581,0.4815,25,25,14,True,,-0.36115418514838094,0.12999893337364787,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,ALL,2025,development,0.4387,0.3581,0.5396,14,25,14,True,,-0.2464397137759854,0.1893791683558479,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,ALL,2025,development,0.9174580431177446,0.8877,0.9416,25,25,14,True,,2.4083001169777716,0.18184126989182495,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,ALL,2025,development,0.91,0.8702,0.9414,14,25,14,True,,2.313634929180631,0.2229390879783348,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,ALL,2025,development,0.9271676285240464,0.9013,0.9494,25,25,14,True,,2.5439738587620155,0.18370883760648857,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,ALL,2025,development,0.9261,0.8929,0.9494,14,25,14,True,,2.5282693922220676,0.20693416337052922,m2_20260926T165115Z_1ffdde7
L1,cell_gate,ALL,2025,development,0.3648270646766169,0.3156,0.436,25,25,14,True,,-0.5544738550076211,0.13180215273663265,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,ALL,2025,development,0.3806,0.3219,0.4523,14,25,14,True,,-0.4870023126770533,0.1412454056417486,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,ALL,2025,development,0.7237057379767827,0.6962,0.7637,25,25,14,True,,0.9629184059924873,0.08770708931329958,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,ALL,2025,development,0.7319,0.701,0.7703,14,25,14,True,,1.0042838473652678,0.09131331719443873,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,ALL,2025,development,0.85457592039801,0.8347,0.8765,25,25,14,True,,1.7709511855989148,0.08683454822345182,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,ALL,2025,development,0.856,0.837,0.8751,14,25,14,True,,1.7824570765657413,0.07927464003897626,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,ALL,2025,development,0.8527352570480928,0.8339,0.8793,25,25,14,True,,1.756217192999768,0.09497484054410997,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,ALL,2025,development,0.8535,0.8358,0.876,14,25,14,True,,1.7623201137773736,0.08361897844076663,m2_20260926T165115Z_1ffdde7
slope_neg,object,ALL,2025,development,0.9532667075046692,0.9344731813870264,0.9664762576314272,18,25,14,True,,3.0154379133903952,0.17956436918127158,m2_20260926T165115Z_1ffdde7
relelev_neg,object,ALL,2025,development,0.4072853721312313,0.3977245838199885,0.4183873803864363,18,25,14,True,,-0.37519894877219173,0.021826473508302184,m2_20260926T165115Z_1ffdde7
twi,object,ALL,2025,development,0.9102630620153483,0.8831462175656775,0.9281580724256234,18,25,14,True,,2.3168511578720485,0.1367796693731721,m2_20260926T165115Z_1ffdde7
impervious,object,ALL,2025,development,0.4422275471466484,0.375282806829891,0.5149379788649067,18,25,14,True,,-0.2321265264705683,0.14525493076397472,m2_20260926T165115Z_1ffdde7
hand_neg,object,ALL,2025,development,0.919358615907973,0.8931953834617063,0.942138659069105,18,25,14,True,,2.4336643022792526,0.16997730339352263,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,ALL,2025,development,0.9306777611848824,0.9086425996460424,0.9493042570201912,18,25,14,True,,2.597147335047569,0.1614098196314635,m2_20260926T165115Z_1ffdde7
L1,object,ALL,2025,development,0.35980076796506,0.3148512562915118,0.4177835258956685,18,25,14,True,,-0.57622897202828,0.11369002894659766,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,ALL,2025,development,0.7285165930514682,0.7040538963901689,0.7590145015606604,18,25,14,True,,0.9871093810907834,0.07158462376947537,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,ALL,2025,development,0.8559792627169517,0.8355955079941585,0.87693949344774,18,25,14,True,,1.7822888519325684,0.08621255145631329,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,ALL,2025,development,0.8569485271247775,0.839999258141528,0.8753933529422404,18,25,14,True,,1.7901733394261963,0.07430973857741037,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,FLAT,2025,development,0.8435200139683094,0.8007,0.8762,25,25,14,True,,1.6846555119728581,0.14445466899799836,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,FLAT,2025,development,0.834,0.7856,0.8746,14,25,14,True,,1.6142456140022032,0.16420038531663073,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,FLAT,2025,development,0.2167759395870618,0.1807,0.2622,25,25,14,True,,-1.284554527751944,0.12169787544044058,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,FLAT,2025,development,0.2185,0.184,0.2566,14,25,14,True,,-1.2744291353258865,0.10861495288481529,m2_20260926T165115Z_1ffdde7
twi,cell_gate,FLAT,2025,development,0.7168937971976079,0.6692,0.7547,25,25,14,True,,0.9291056063999741,0.1069584353004417,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,FLAT,2025,development,0.7304,0.6977,0.7602,14,25,14,True,,0.9966529502426069,0.08097266258605312,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,FLAT,2025,development,0.2569339560871273,0.2188,0.312,25,25,14,True,,-1.06196585727647,0.12293273808394015,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,FLAT,2025,development,0.2786,0.2188,0.3548,14,25,14,True,,-0.9514167071237332,0.17211209949793868,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,FLAT,2025,development,0.7832450128770352,0.6992,0.8515,25,25,14,True,,1.2846779385576257,0.2303418115629909,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,FLAT,2025,development,0.7614,0.647,0.8502,14,25,14,True,,1.1603703342845813,0.2883451727147968,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,FLAT,2025,development,0.7804365096686892,0.703,0.8478,25,25,14,True,,1.2682119504392515,0.21832660376252347,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,FLAT,2025,development,0.7783,0.6804,0.8478,14,25,14,True,,1.2557869373430766,0.24537151561156856,m2_20260926T165115Z_1ffdde7
L1,cell_gate,FLAT,2025,development,0.1424313588545986,0.0975,0.2079,25,25,14,True,,-1.7952410324101071,0.2264546357991576,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,FLAT,2025,development,0.1568,0.1036,0.2217,14,25,14,True,,-1.6822330698707906,0.23012220680422366,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,FLAT,2025,development,0.3229752499017853,0.2663,0.4074,25,25,14,True,,-0.7401321361390545,0.1629500864790633,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,FLAT,2025,development,0.3415,0.2773,0.4214,14,25,14,True,,-0.6566168421724909,0.1634890639701345,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,FLAT,2025,development,0.5363909380592781,0.475,0.6039,25,25,14,True,,0.14582159909646542,0.1331211643068595,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,FLAT,2025,development,0.5405,0.4821,0.5997,14,25,14,True,,0.16235569528352112,0.12139148472819321,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,FLAT,2025,development,0.518163167314156,0.4568,0.6051,25,25,14,True,,0.07268465213337172,0.15306227256496208,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,FLAT,2025,development,0.5206,0.4631,0.594,14,25,14,True,,0.08244667056018085,0.13479712073044253,m2_20260926T165115Z_1ffdde7
slope_neg,object,FLAT,2025,development,0.8354091972862859,0.769219947944758,0.88193214362197,18,25,14,True,,1.6244592513481877,0.20585678259690685,m2_20260926T165115Z_1ffdde7
relelev_neg,object,FLAT,2025,development,0.207403506887785,0.1821813852670751,0.2364915594497428,18,25,14,True,,-1.3406480517445265,0.0840898346348743,m2_20260926T165115Z_1ffdde7
twi,object,FLAT,2025,development,0.7147151813655275,0.6545159690464857,0.7601759611334094,18,25,14,True,,0.9183960707249544,0.1313021293836595,m2_20260926T165115Z_1ffdde7
impervious,object,FLAT,2025,development,0.2683878217399376,0.2205744477176535,0.3227507933873072,18,25,14,True,,-1.0028175319207355,0.13295220989044546,m2_20260926T165115Z_1ffdde7
hand_neg,object,FLAT,2025,development,0.7787504448267394,0.7010949204361236,0.84725076707439,18,25,14,True,,1.258399367937904,0.21956574831345185,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,FLAT,2025,development,0.7789901288266082,0.7089026222166109,0.8385601345340016,18,25,14,True,,1.259791007731116,0.19324162308619208,m2_20260926T165115Z_1ffdde7
L1,object,FLAT,2025,development,0.1204274595346342,0.0820889933613004,0.17048592838076,18,25,14,True,,-1.9883884638911589,0.21227665266446422,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,FLAT,2025,development,0.3070081639083404,0.2559797189127286,0.3706950910838151,18,25,14,True,,-0.8141438788200637,0.1371795748711798,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,FLAT,2025,development,0.5198455724241319,0.4662583456208015,0.5814258767764836,18,25,14,True,,0.07942401508567509,0.11831889926708808,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,FLAT,2025,development,0.5012148262485426,0.4443145903175898,0.5644171096000364,18,25,14,True,,0.004859314556039052,0.12315989014428555,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
twi,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
L1,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cell_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,cluster_gate,URBAN,2025,development,,,,0,0,0,False,auc_missing_or_boundary,,,m2_20260926T165115Z_1ffdde7
slope_neg,object,URBAN,2025,development,0.940690853791006,0.940690853791006,0.940690853791006,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
relelev_neg,object,URBAN,2025,development,0.0536606560938518,0.0536606560938518,0.0536606560938518,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
twi,object,URBAN,2025,development,0.6834673039322181,0.6834673039322181,0.6834673039322181,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
impervious,object,URBAN,2025,development,0.1791766239409081,0.1791766239409081,0.1791766239409081,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
hand_neg,object,URBAN,2025,development,0.8467303932218119,0.8467303932218119,0.8467303932218119,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
hand_acc_neg,object,URBAN,2025,development,0.7811210080382359,0.7811210080382359,0.7811210080382359,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
L1,object,URBAN,2025,development,0.0221594612209428,0.0221594612209428,0.0221594612209428,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
z_sensitivity,object,URBAN,2025,development,0.1302411470779926,0.1302411470779926,0.1302411470779926,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
rf_F1_wf,object,URBAN,2025,development,0.4347708016510971,0.4347708016510971,0.4347708016510971,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
logit_F1_wf,object,URBAN,2025,development,0.4824027807951336,0.4824027807951336,0.4824027807951336,1,0,0,False,polygons_lt_3,,,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,AGRI,2025,development,0.8270601010733826,0.781,0.8637,23,23,12,True,,1.5649332369003575,0.14665160484963496,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,AGRI,2025,development,0.821,0.7775,0.8619,12,23,12,True,,1.5231373036116729,0.14796308921133644,m2_20260926T165115Z_1ffdde7
relelev_neg,cell_gate,AGRI,2025,development,0.3073633212212338,0.2595,0.3656,23,23,12,True,,-0.8124750840632569,0.12689751043512124,m2_20260926T165115Z_1ffdde7
relelev_neg,cluster_gate,AGRI,2025,development,0.3172,0.2721,0.3642,12,23,12,True,,-0.7666695011595928,0.10888290614482325,m2_20260926T165115Z_1ffdde7
twi,cell_gate,AGRI,2025,development,0.6870066407718332,0.6246,0.7372,23,23,12,True,,0.7861619847185256,0.13325413696599686,m2_20260926T165115Z_1ffdde7
twi,cluster_gate,AGRI,2025,development,0.7111,0.6651,0.7554,12,23,12,True,,0.9007324594172825,0.11263415170322093,m2_20260926T165115Z_1ffdde7
impervious,cell_gate,AGRI,2025,development,0.4575596207659859,0.4373,0.5009,23,23,12,True,,-0.170170984506677,0.06523772220446632,m2_20260926T165115Z_1ffdde7
impervious,cluster_gate,AGRI,2025,development,0.4567,0.4373,0.4956,12,23,12,True,,-0.17363493336652414,0.05982934266509434,m2_20260926T165115Z_1ffdde7
hand_neg,cell_gate,AGRI,2025,development,0.7496637848222862,0.659,0.8187,23,23,12,True,,1.0968199440582111,0.21651508601617928,m2_20260926T165115Z_1ffdde7
hand_neg,cluster_gate,AGRI,2025,development,0.7428,0.6351,0.8101,12,23,12,True,,1.0605728371150867,0.2287034258596494,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cell_gate,AGRI,2025,development,0.7419788664745437,0.659,0.7987,23,23,12,True,,1.0562792664652223,0.1835105190025766,m2_20260926T165115Z_1ffdde7
hand_acc_neg,cluster_gate,AGRI,2025,development,0.7582,0.6999,0.7987,12,23,12,True,,1.1428362649015422,0.13555538831830147,m2_20260926T165115Z_1ffdde7
L1,cell_gate,AGRI,2025,development,0.249158417909201,0.1724,0.3565,23,23,12,True,,-1.103105776222902,0.24952621787320792,m2_20260926T165115Z_1ffdde7
L1,cluster_gate,AGRI,2025,development,0.2726,0.1798,0.3798,12,23,12,True,,-0.9814710132904563,0.2620726428484232,m2_20260926T165115Z_1ffdde7
z_sensitivity,cell_gate,AGRI,2025,development,0.5316961115983795,0.4574,0.6361,23,23,12,True,,0.1269546879510789,0.1860469894996408,m2_20260926T165115Z_1ffdde7
z_sensitivity,cluster_gate,AGRI,2025,development,0.5558,0.471,0.6519,12,23,12,True,,0.22413360584807607,0.18967994433057592,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cell_gate,AGRI,2025,development,0.6741135196090715,0.6113,0.7493,23,23,12,True,,0.7268494223853752,0.16380465102786,m2_20260926T165115Z_1ffdde7
rf_F1_wf,cluster_gate,AGRI,2025,development,0.6845,0.6206,0.7543,12,23,12,True,,0.7745299627472357,0.16061090861494326,m2_20260926T165115Z_1ffdde7
