grid_id,cdri,grade_code,in_robust_core,primary_cause,h_shap,e_shap,v_shap,d_shap,baseline,reconstructed,xai_main_positive
라라798807,0.36423705154575137,R2,0,V,-0.015009462952598982,-0.17186078646459135,0.08680912891839607,0.0951320646610212,0.36916610738352446,0.36423705154575137,D
라라798808,0.4255708216630764,R2,0,V,0.008587511158512893,-0.12585354217593173,0.09052292995450914,0.08314781534246166,0.36916610738352446,0.4255708216630764,V
라라798809,0.41963280936223857,R2,0,V,0.020275807070331178,-0.12512330509934388,0.09006053624998323,0.06525366375774375,0.36916610738352446,0.41963280936223873,V
라라798810,0.35005874097646655,R2,0,V,-0.02371753829182184,-0.1258261730716633,0.08526322244301358,0.04517312251341354,0.36916610738352446,0.35005874097646644,V
라라798816,0.32572281777546913,R2,0,V,0.006621170168996482,-0.16534938411011374,0.09194231957975808,0.02334260475330372,0.36916610738352446,0.325722817775469,V
라라798819,0.2515911810314185,R1,0,V,-0.03803996784910666,-0.15326854629942188,0.08592277437315907,-0.012189186576736514,0.36916610738352446,0.2515911810314185,V
라라798820,0.31684101092737665,R2,0,V,-0.024306077264018584,-0.09061308518184312,0.0906067274771641,-0.02801266148745007,0.36916610738352446,0.31684101092737676,V
라라798821,0.36564993882038604,R2,0,V,-0.010295979517357912,-0.03302390029112317,0.0940932296563837,-0.05428951841104102,0.36916610738352446,0.36564993882038604,V
라라798822,0.2695062545770573,R1,0,V,-0.04159145520617483,-0.097143374562663,0.08693047275943167,-0.04785549579706108,0.36916610738352446,0.26950625457705724,V
라라798823,0.23578119138301595,R1,0,V,-0.023870774605866646,-0.15056785317417481,0.08459110059540986,-0.043537388815876876,0.36916610738352446,0.23578119138301598,V
라라798842,0.366502239940911,R2,0,V,-0.03081126918968755,-0.12790709028942165,0.09642604179612012,0.059628450240375414,0.36916610738352446,0.3665022399409108,V
라라798843,0.33582640913055384,R2,0,V,-0.06535454308776056,-0.12452627834787412,0.09410495222860851,0.06243617095405535,0.36916610738352446,0.3358264091305536,V
라라798855,0.48371792491395,R4,0,V,0.05599691510405454,-0.13192817446562433,0.10532966474199644,0.0851534121499989,0.36916610738352446,0.48371792491395,V
라라798856,0.40898420239269107,R2,0,V,0.02320502418152599,-0.1788304491763284,0.1002513276238388,0.09519219238013012,0.36916610738352446,0.40898420239269095,V
라라798867,0.5051389000513089,R3,0,V,-0.008983201265688846,-0.11196943796294602,0.10703057873220803,0.1498948531642114,0.36916610738352446,0.505138900051309,D
라라798869,0.4453734219157779,R3,0,V,-0.029771943887833226,-0.1284380598419203,0.10272073827294144,0.13169657998906553,0.36916610738352446,0.4453734219157779,D
라라798870,0.45845196600732013,R3,0,V,-0.04619707169732384,-0.09586313391975303,0.10345339362242101,0.12789267061845155,0.36916610738352446,0.4584519660073202,D
라라799807,0.3922853982012761,R2,0,V,-0.03470902056149325,-0.13103610175699426,0.08842689717702462,0.10043751595921452,0.36916610738352446,0.39228539820127606,D
라라799808,0.4395808371693779,R3,0,V,-0.01567421742397456,-0.09404374401760604,0.09127343721530812,0.08885925401212581,0.36916610738352446,0.4395808371693778,V
라라799809,0.37194911597747704,R2,0,V,0.018249116321726315,-0.17280486247636512,0.08724243059910732,0.07009632414948394,0.36916610738352446,0.37194911597747693,V
라라799811,0.32054298362044037,R2,0,V,-0.011246455113687966,-0.16455578841237806,0.08350291119859082,0.04367620856439099,0.36916610738352446,0.32054298362044026,V
라라799813,0.32731680357110576,R2,0,V,0.005822777401590947,-0.16556073850188968,0.08396375890032604,0.03392489838755404,0.36916610738352446,0.3273168035711058,V
라라799819,0.24826787336208872,R1,0,V,-0.03176072350265441,-0.15267961250142825,0.08563399212695683,-0.02209189014431,0.36916610738352446,0.2482678733620886,V
라라799820,0.2963824784039589,R1,0,V,-0.03411256697924697,-0.09981029433340413,0.08906984252158152,-0.02793061018849595,0.36916610738352446,0.2963824784039589,V
라라799821,0.27298985716958307,R1,0,V,-0.037369285966307786,-0.11663443092271944,0.08733187067979592,-0.029504404004710192,0.36916610738352446,0.27298985716958296,V
라라799842,0.36777710715270606,R2,0,V,-0.002724754264183599,-0.17233337131661045,0.09697230319292341,0.07669682215705209,0.36916610738352446,0.36777710715270595,V
라라799843,0.37772420510121385,R2,0,V,-0.02589269369336038,-0.14436337531122273,0.09750614434460748,0.0813080223776649,0.36916610738352446,0.37772420510121374,V
라라799866,0.4013435165432883,R2,0,V,-0.0345696027017549,-0.17833599069295997,0.09999593058371245,0.14508707197076626,0.36916610738352446,0.40134351654328826,D
라라799874,0.40373791817643134,R2,0,V,-0.057990069585721615,-0.1327311048110344,0.09967997206335649,0.12561301312630604,0.36916610738352446,0.403737918176431,D
라라799875,0.36412882519133055,R2,0,V,-0.05297912178912204,-0.17241565153627153,0.09700940995975231,0.1233480811734471,0.36916610738352446,0.3641288251913303,D
라라800822,0.2528105264963968,R1,0,V,-0.038638076200528296,-0.153477258561717,0.08602615707111502,-0.010266403195997304,0.36916610738352446,0.2528105264963969,V
라라800828,0.3477258508788748,R2,0,V,0.008610381689271564,-0.16894310549058694,0.09372334662459646,0.04516912067206929,0.36916610738352446,0.3477258508788748,V
라라800874,0.47782296431235916,R3,0,V,0.014217935694339988,-0.14074386067610184,0.10515337733555977,0.1300294045750368,0.36916610738352446,0.47782296431235916,D
라라800875,0.4921685134547184,R3,0,V,0.01776463557788431,-0.1331133023129244,0.10614169636963715,0.13220937643659686,0.36916610738352446,0.49216851345471835,D
라라801810,0.37064350503501464,R2,0,V,-0.03450592757336747,-0.12841112014375933,0.08682903054926594,0.07756541481935081,0.36916610738352446,0.3706435050350144,V
라라801811,0.35870721090149726,R2,0,V,0.005546457815630561,-0.1707319582271371,0.08630178883263115,0.0684248150968482,0.36916610738352446,0.35870721090149726,V
라라801894,0.35234268820182946,R2,0,V,-0.05174018108533075,-0.17040725583159075,0.09599467749372913,0.10932934024149728,0.36916610738352446,0.35234268820182935,D
라라802811,0.41482538767273847,R2,0,V,0.007672192505090723,-0.13333726789060235,0.08985316904375011,0.08147118663097554,0.36916610738352446,0.41482538767273847,V
라라802819,0.21979283170504363,R1,0,V,-0.0618271530107896,-0.1480296530559835,0.08394064768745371,-0.02345711729916138,0.36916610738352446,0.21979283170504368,V
라라802893,0.3466567419674929,R2,0,V,-0.03792733306353459,-0.16924115728576739,0.09540586571773613,0.08925325921553422,0.36916610738352446,0.34665674196749285,V
라라803817,0.2796075735590278,R1,0,V,-0.03427056748031089,-0.1174312580924298,0.08853926227283046,-0.026395970524586414,0.36916610738352446,0.27960757355902777,V
라라803818,0.2615394281792782,R1,0,V,-0.0611782045678854,-0.10793069189223455,0.08705697102153209,-0.025574753765658275,0.36916610738352446,0.26153942817927833,V
라라803828,0.37233362005683357,R2,0,V,-0.004735416425821812,-0.17309979085906646,0.09577778431832318,0.08522493563987421,0.36916610738352446,0.37233362005683357,V
라라803874,0.416528853148217,R2,0,V,-0.045479821555792894,-0.134112375105769,0.1006234126184483,0.126331529807806,0.36916610738352446,0.41652885314821686,D
라라803891,0.4144671530087082,R2,0,V,-0.027073928825184314,-0.0921156236324992,0.09982517869457332,0.0646654193882938,0.36916610738352446,0.41446715300870807,V
라라804809,0.431283140691847,R2,0,V,-0.02359158450470634,-0.08239916772326131,0.09061608481654715,0.07749170071974291,0.36916610738352446,0.43128314069184687,V
라라804812,0.37446198553948884,R2,0,V,-0.021165303297766527,-0.1287784406370299,0.0961782414227741,0.059061380667986704,0.36916610738352446,0.37446198553948884,V
라라804816,0.3130195477541982,R2,0,V,-0.040714706693044805,-0.11366528917947197,0.09120560355266437,0.007027832690526273,0.36916610738352446,0.3130195477541983,V
라라804817,0.33039341457455995,R2,0,V,-0.05226354388294906,-0.06951902655083939,0.09229232184277804,-0.009282444217954206,0.36916610738352446,0.33039341457455984,V
라라804818,0.2627539050854137,R1,0,V,-0.08566508911464263,-0.09653856719975601,0.08716194188684974,-0.011370487870561857,0.36916610738352446,0.2627539050854137,V
라라804874,0.4329063717339044,R3,0,V,-0.028579435276790938,-0.1358711761603661,0.10182538178621295,0.1263654940013239,0.36916610738352446,0.4329063717339043,D
라라805815,0.35067704828767576,R2,0,V,-0.04745564925072884,-0.10532598694094522,0.09416291291436699,0.04012966418145851,0.36916610738352446,0.3506770482876759,V
라라805830,0.5156103151163075,R3,0,V,-0.005816915982312168,-0.08827161429605451,0.10576414293397761,0.13476859507717198,0.36916610738352446,0.5156103151163074,D
라라805883,0.41484606667952884,R2,0,V,-0.004201662817063999,-0.13346079667610655,0.10021119643877378,0.08313122235040099,0.36916610738352446,0.41484606667952867,V
라라805887,0.3018501095306867,R1,0,V,-0.022791122715271898,-0.16159468068796717,0.09155148221510495,0.025518323335296227,0.36916610738352446,0.3018501095306866,V
라라806813,0.33226859232288103,R2,0,V,-0.03587535792901225,-0.1158045266549851,0.092748073644575,0.02203429587877892,0.36916610738352446,0.33226859232288103,V
라라806814,0.3657233778662307,R2,0,V,-0.03573177549483869,-0.09940389753441368,0.09524493806311635,0.03644800544884229,0.36916610738352446,0.3657233778662307,V
라라806815,0.34373503184359827,R2,0,V,-0.04569872665615859,-0.11717293675185696,0.09372053408221777,0.0437200537858717,0.36916610738352446,0.3437350318435984,V
라라807807,0.3161288705062816,R2,0,V,-0.005231132902702629,-0.16377996254682328,0.08315385172613969,0.03282000684614334,0.36916610738352446,0.3161288705062816,V
라라807813,0.31072653207539247,R2,0,V,-0.04718362938513348,-0.11344769149430638,0.09104161904116254,0.011150126530145467,0.36916610738352446,0.3107265320753926,V
라라807814,0.3886357187451877,R2,0,V,-0.04104704374123953,-0.06382184083491373,0.09676327525743615,0.02757522068038025,0.36916610738352446,0.3886357187451876,V
