score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,run_id
L1,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.1102,0.0556,0.184,5,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,10,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,capture_0.2,0.0,,,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,observed-label_auc,0.28294740973312404,0.2037,0.3993,10,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.287,0.2103,0.3849,5,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,10,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,capture_0.2,0.0,,,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.5839769669677404,0.5240811144840446,0.6599196565209248,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,observed-label_auc,0.2977902941973254,0.2400755364001706,0.36920016484302204,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,observed-label_auc,0.49007390945411616,0.3808601053665462,0.6014709691904453,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,observed-label_auc,0.30181073159862426,0.2562749559777261,0.35041851654638473,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,observed-label_auc,0.8160614550867034,0.7629590040511746,0.8723638014655748,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,observed-label_auc,0.8223690526336926,0.7603365924922085,0.8862579330217394,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,observed-label_auc,0.08827129096116894,0.05979383407202901,0.12100351436194258,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,observed-label_auc,0.23252287456106996,0.17444658992463696,0.2912299592205857,11,2006,development,2006,19,[],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.8717151957228564,0.7418,0.9193,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.722,0.6254,0.8105,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.801,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,capture_0.2,0.46090645425928456,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,observed-label_auc,0.5869208605003859,0.5067,0.6899,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,ALL,ALL,observed-label_auc,0.6834,0.595,0.773,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,capture_0.2,0.0971,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,capture_0.2,0.3445261018646786,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,observed-label_auc,0.8222134667323953,0.7443,0.8764,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cluster_gate,ALL,ALL,observed-label_auc,0.7233,0.6193,0.8132,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,capture_0.2,0.6505,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,object,ALL,ALL,capture_0.2,0.4341813127259344,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,observed-label_auc,0.8079026200448238,0.681,0.9297,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cluster_gate,ALL,ALL,observed-label_auc,0.7954,0.7052,0.8647,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,capture_0.2,0.7184,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,object,ALL,ALL,capture_0.2,0.6396603552671709,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,observed-label_auc,0.8578793017207786,0.8315,0.8704,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8294,0.7918,0.8629,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,capture_0.2,0.8786,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,object,ALL,ALL,capture_0.2,0.7323173001708938,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,observed-label_auc,0.877414821622568,0.8557,0.8887,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8327,0.7985,0.8649,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,capture_0.2,0.8738,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,ALL,ALL,capture_0.2,0.7375019938502783,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,observed-label_auc,0.7910914447573926,0.6387,0.9438,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cluster_gate,ALL,ALL,observed-label_auc,0.8179,0.7562,0.8758,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,capture_0.2,0.5583,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,object,ALL,ALL,capture_0.2,0.583914460597245,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,observed-label_auc,0.8739552913099088,0.7895,0.953,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,ALL,ALL,observed-label_auc,0.7932,0.6955,0.8788,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,capture_0.2,0.7476,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,object,ALL,ALL,capture_0.2,0.5276901047574326,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.7802727624157164,0.6516,0.8201,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.6855,0.6108,0.7615,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.6068,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,object,ALL,ALL,capture_0.2,0.3539044767420271,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.523354218253832,0.2469,0.7895,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.4763,0.3321,0.6236,14,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.3495,,,206,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,object,ALL,ALL,capture_0.2,0.2758763160525781,,,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,observed-label_auc,0.7753672623638705,0.7163622424416699,0.8294166719230898,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,observed-label_auc,0.6645513552765874,0.605124048825754,0.7207723002771965,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,object,ALL,ALL,observed-label_auc,0.7367887753890062,0.6627901427959428,0.799187178242935,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,object,ALL,ALL,observed-label_auc,0.7986423115573349,0.738866992010808,0.8505194989677419,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,object,ALL,ALL,observed-label_auc,0.8436921599814527,0.8157644600653589,0.8680767774178072,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,ALL,ALL,observed-label_auc,0.8508890754414236,0.821644037300128,0.8753520396841534,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,object,ALL,ALL,observed-label_auc,0.803161166087212,0.75512221408188,0.8480790189056471,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,object,ALL,ALL,observed-label_auc,0.8078426543829131,0.7489569250134269,0.8586767804372076,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.697930200561218,0.6369362334778746,0.7535203145185495,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,object,ALL,ALL,observed-label_auc,0.513355456703192,0.40863098431886813,0.6301241212365174,30,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.6800229165789977,0.451,0.7957,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.5007,0.3443,0.6677,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.4064,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,FLAT,ALL,capture_0.2,0.2621751000242639,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,FLAT,ALL,observed-label_auc,0.5624658972482474,0.4228,0.7511,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.7091,0.5567,0.8435,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,FLAT,ALL,capture_0.2,0.2032,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,object,FLAT,ALL,capture_0.2,0.4579999049994409,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,FLAT,ALL,observed-label_auc,0.5808219641821487,0.4827,0.6914,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cluster_gate,FLAT,ALL,observed-label_auc,0.5632,0.4217,0.7106,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,FLAT,ALL,capture_0.2,0.3476,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,object,FLAT,ALL,capture_0.2,0.27414249653579104,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,FLAT,ALL,observed-label_auc,0.6688950461587577,0.4911,0.8355,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cluster_gate,FLAT,ALL,observed-label_auc,0.6054,0.4858,0.7218,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,FLAT,ALL,capture_0.2,0.385,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,object,FLAT,ALL,capture_0.2,0.2600414108457004,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,FLAT,ALL,observed-label_auc,0.6324167093551033,0.5903,0.6726,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6482,0.5972,0.7138,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,FLAT,ALL,capture_0.2,0.1872,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,object,FLAT,ALL,capture_0.2,0.17925656778266486,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,FLAT,ALL,observed-label_auc,0.6609872042831528,0.6342,0.6881,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6437,0.5626,0.7196,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,FLAT,ALL,capture_0.2,0.3209,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,FLAT,ALL,capture_0.2,0.3288437858980072,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,FLAT,ALL,observed-label_auc,0.6507130634138979,0.4277,0.8663,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cluster_gate,FLAT,ALL,observed-label_auc,0.7028,0.5936,0.809,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,FLAT,ALL,capture_0.2,0.4439,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,object,FLAT,ALL,capture_0.2,0.36577197730742744,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,FLAT,ALL,observed-label_auc,0.7128788682012248,0.5101,0.8947,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,FLAT,ALL,observed-label_auc,0.7002,0.5387,0.8342,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,FLAT,ALL,capture_0.2,0.5027,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,object,FLAT,ALL,capture_0.2,0.46282487979477394,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.46014012778085095,0.2921,0.5566,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.3818,0.2199,0.5503,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.0963,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.11871338342992975,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.34715372938642197,0.1141,0.5976,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.3343,0.1649,0.5296,10,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.0802,,,187,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,object,FLAT,ALL,capture_0.2,0.07417742308298506,,,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,FLAT,ALL,observed-label_auc,0.5360798765691385,0.41141335810922197,0.6423171049723052,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,object,FLAT,ALL,observed-label_auc,0.6696970336222777,0.5648687028024857,0.771543808829798,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,object,FLAT,ALL,observed-label_auc,0.5645869762902552,0.4735092049276328,0.6463035782483229,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,object,FLAT,ALL,observed-label_auc,0.5968216673913959,0.5106196299492389,0.6859542260748174,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,object,FLAT,ALL,observed-label_auc,0.6747723467510007,0.6340675487046075,0.7146182680567109,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,FLAT,ALL,observed-label_auc,0.6809049289970249,0.6240736147371259,0.7325776548161004,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,object,FLAT,ALL,observed-label_auc,0.6580341824030871,0.5698748382990333,0.7415993914181243,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,object,FLAT,ALL,observed-label_auc,0.6415236652551747,0.5225151139844099,0.7492630472772315,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.3949921315911424,0.2965060003246751,0.5030798149690167,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,object,FLAT,ALL,observed-label_auc,0.361591550157186,0.2483861136443758,0.47690327419632106,23,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,0.7760470390072977,0.4348,0.8572,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.5356,0.3171,0.7175,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.7037,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,URBAN,ALL,capture_0.2,0.401778190690566,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,URBAN,ALL,observed-label_auc,0.40867841869197874,0.3005,0.7061,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.5842,0.4061,0.7749,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,URBAN,ALL,capture_0.2,0.0648,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
relelev_neg,object,URBAN,ALL,capture_0.2,0.36631407414526895,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,URBAN,ALL,observed-label_auc,0.6939494647458557,0.468,0.7534,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cluster_gate,URBAN,ALL,observed-label_auc,0.5445,0.4208,0.6667,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,cell_gate,URBAN,ALL,capture_0.2,0.3981,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
twi,object,URBAN,ALL,capture_0.2,0.22605013299062773,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,URBAN,ALL,observed-label_auc,0.5823235747482123,0.2579,0.6552,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cluster_gate,URBAN,ALL,observed-label_auc,0.2914,0.1607,0.432,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,cell_gate,URBAN,ALL,capture_0.2,0.5093,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
impervious,object,URBAN,ALL,capture_0.2,0.18078548276778206,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,observed-label_auc,0.7581451927571673,0.671,0.7878,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.732,0.6648,0.7967,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,capture_0.2,0.25,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_neg,object,URBAN,ALL,capture_0.2,0.3250961491955532,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,observed-label_auc,0.8029270926292935,0.6566,0.8347,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.7076,0.6462,0.7621,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,capture_0.2,0.5741,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
hand_acc_neg,object,URBAN,ALL,capture_0.2,0.31645551591305254,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,observed-label_auc,0.6280717715733883,0.2283,0.7462,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cluster_gate,URBAN,ALL,observed-label_auc,0.4044,0.2529,0.5674,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,capture_0.2,0.2685,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
L1,object,URBAN,ALL,capture_0.2,0.22626929570781934,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,observed-label_auc,0.7201563459777708,0.3157,0.807,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,URBAN,ALL,observed-label_auc,0.4433,0.2613,0.6369,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,capture_0.2,0.4907,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
z_sensitivity,object,URBAN,ALL,capture_0.2,0.3276474492952698,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.5955982059038281,0.3741,0.6899,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.4977,0.3137,0.668,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.3889,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.2753364670901899,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.35109272201167474,0.2388,0.7287,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.5685,0.3695,0.7578,11,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.1204,,,108,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
logit_F1_wf,object,URBAN,ALL,capture_0.2,0.20444155400569974,,,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
slope_neg,object,URBAN,ALL,observed-label_auc,0.5254148913022568,0.36245434240455116,0.6733274659221778,19,2012,development,2012,31,[2006],m1_20260926T160821Z_a181f6c
