score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,run_id
impervious,object,AGRI,ALL,observed-label_auc,0.6181918232963722,0.5438304381090836,0.6979966523018315,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,observed-label_auc,0.665389446271384,0.5923282425509878,0.7300106395995721,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,observed-label_auc,0.6339423427320343,0.5559530026980511,0.7076304648729616,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,observed-label_auc,0.7007833686567472,0.5911156362147462,0.8063623186815718,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,observed-label_auc,0.7223577344317621,0.624862212270577,0.8092128249914657,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,observed-label_auc,0.596554020088018,0.5063197858339565,0.6838659991100245,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,observed-label_auc,0.6064268404201202,0.5190928444585424,0.6895752477583583,29,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6451135066050683,0.4232,0.7696,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5601,0.3975,0.7167,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.4894,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.36337975301881353,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.5311585321139362,0.3857,0.6483,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5199,0.3928,0.6538,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.1489,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,capture_0.2,0.23751483169602028,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,observed-label_auc,0.590225965618027,0.3725,0.7142,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.4958,0.347,0.6387,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,capture_0.2,0.3191,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,capture_0.2,0.24192898845405422,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,observed-label_auc,0.5483516138156448,0.37,0.6558,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.4731,0.3436,0.6041,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,capture_0.2,0.234,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,capture_0.2,0.13625435579620285,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7879663094377574,0.7324,0.8559,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7666,0.6633,0.8429,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.5106,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,capture_0.2,0.5841338754398745,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7270561614129922,0.6106,0.8022,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6759,0.5706,0.7666,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.4468,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,capture_0.2,0.3590710927239878,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,observed-label_auc,0.5623034455304483,0.4114,0.6676,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5607,0.4363,0.6968,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,capture_0.2,0.1277,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,capture_0.2,0.1421667825198528,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6447196119718827,0.4801,0.7411,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6086,0.4737,0.7431,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,capture_0.2,0.2766,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,capture_0.2,0.2079278661028602,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7060697486826529,0.5552,0.7982,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6708,0.5359,0.7981,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.5319,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.44471409221617186,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6364394439381083,0.4696,0.732,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5803,0.4286,0.7137,14,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.4043,,,47,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.34568947525927085,,,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.5365006149932228,0.4399716478975401,0.6341365310079949,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,observed-label_auc,0.5086518490519139,0.41456635502730055,0.6052793783814912,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,observed-label_auc,0.4792962745395471,0.3835592640158272,0.5828542260139706,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,observed-label_auc,0.45803517967503515,0.39001048304415237,0.5312555950633804,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,observed-label_auc,0.7873897993042702,0.7390032123788306,0.8287811894049074,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,observed-label_auc,0.6811212537429189,0.6144962086559658,0.7428113001820227,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,observed-label_auc,0.5169854048014861,0.4372406039245342,0.5965645501710248,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,observed-label_auc,0.5677037606402937,0.4870965052714617,0.646032737136187,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.6148815628181067,0.5238341441223451,0.7032894191668009,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.5583846117074515,0.46839317782779866,0.648954777487098,38,2014,development,2014,47,"[2006, 2012]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.8710982008116287,0.7752,0.9201,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8573,0.7814,0.9209,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.8294,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,capture_0.2,0.752140652410471,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,observed-label_auc,0.5531201570087028,0.5007,0.6377,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,ALL,ALL,observed-label_auc,0.5658,0.5037,0.6261,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,capture_0.2,0.0059,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,capture_0.2,0.002545749586290628,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,observed-label_auc,0.8332331047532665,0.7486,0.8707,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,ALL,ALL,observed-label_auc,0.8319,0.7628,0.8857,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,capture_0.2,0.6941,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,ALL,ALL,capture_0.2,0.636355212964831,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,observed-label_auc,0.9371092571017507,0.9217,0.9485,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,ALL,ALL,observed-label_auc,0.9336,0.9195,0.9479,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,ALL,ALL,capture_0.2,0.9824,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,ALL,ALL,capture_0.2,0.9817039487090704,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,observed-label_auc,0.8618256953186698,0.8189,0.8824,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8495,0.821,0.8747,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,ALL,ALL,capture_0.2,0.8941,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,ALL,ALL,capture_0.2,0.8546849784288808,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,observed-label_auc,0.8657460259126912,0.8421,0.8791,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8637,0.8383,0.8852,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,ALL,ALL,capture_0.2,0.8941,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,ALL,ALL,capture_0.2,0.8458874565864036,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,observed-label_auc,0.9196080255842867,0.8634,0.957,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,ALL,ALL,observed-label_auc,0.9243,0.8725,0.9687,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,ALL,ALL,capture_0.2,0.9353,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,ALL,ALL,capture_0.2,0.8935959886872256,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,observed-label_auc,0.9540419576045226,0.9304,0.9685,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,ALL,ALL,observed-label_auc,0.9542,0.9311,0.9763,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,ALL,ALL,capture_0.2,0.9824,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,ALL,ALL,capture_0.2,0.9807899242903245,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.9009228561822177,0.8667,0.9155,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.9049,0.8593,0.9457,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.8588,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,ALL,ALL,capture_0.2,0.8216960086919121,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.8311109460399871,0.7916,0.8502,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.8359,0.7797,0.8857,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.7294,,,170,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,ALL,ALL,capture_0.2,0.6950259421195689,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,observed-label_auc,0.855174793438586,0.7890361433773839,0.9072882093659966,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,observed-label_auc,0.565062113922899,0.5277970928138656,0.5992295817416369,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,ALL,ALL,observed-label_auc,0.8197152754231677,0.7510162433821029,0.8738528967319321,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,ALL,ALL,observed-label_auc,0.9333740514340808,0.9117211437381992,0.9491559263544558,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,ALL,ALL,observed-label_auc,0.8676084568356411,0.8435883961379171,0.8883375914601549,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,ALL,ALL,observed-label_auc,0.876868645168931,0.8511203803932114,0.8982237025070849,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,ALL,ALL,observed-label_auc,0.910918916461999,0.8656112421977461,0.9481020113297132,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,ALL,ALL,observed-label_auc,0.9545869503642535,0.9353268684573415,0.9715666672001927,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.907361802580625,0.872050413708203,0.9390096495539905,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,ALL,ALL,observed-label_auc,0.8445551422331852,0.7933976966272394,0.8913472364988665,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.7064701321505535,0.5855,0.7624,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6697,0.5826,0.7536,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.4286,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,FLAT,ALL,capture_0.2,0.24511321887899104,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,FLAT,ALL,observed-label_auc,0.5371848739495798,0.4407,0.6959,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.5692,0.4499,0.6779,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,FLAT,ALL,capture_0.2,0.0325,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,FLAT,ALL,capture_0.2,0.11888988057275536,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,FLAT,ALL,observed-label_auc,0.6302861646693956,0.5796,0.6478,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,FLAT,ALL,observed-label_auc,0.6326,0.5815,0.6827,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,FLAT,ALL,capture_0.2,0.3701,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,FLAT,ALL,capture_0.2,0.28637318569837017,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,FLAT,ALL,observed-label_auc,0.8404122435948599,0.8079,0.8699,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,FLAT,ALL,observed-label_auc,0.8364,0.7944,0.8776,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,FLAT,ALL,capture_0.2,0.6234,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,FLAT,ALL,capture_0.2,0.6060963222601565,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,FLAT,ALL,observed-label_auc,0.6670540061343397,0.5992,0.7005,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6333,0.5907,0.674,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,FLAT,ALL,capture_0.2,0.1818,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,FLAT,ALL,capture_0.2,0.1405445375841722,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,FLAT,ALL,observed-label_auc,0.6348507177633604,0.6102,0.6599,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6393,0.6024,0.6722,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,FLAT,ALL,capture_0.2,0.2078,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,FLAT,ALL,capture_0.2,0.21830362239304774,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,FLAT,ALL,observed-label_auc,0.8330248110098857,0.787,0.8946,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,FLAT,ALL,observed-label_auc,0.855,0.7886,0.9266,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,FLAT,ALL,capture_0.2,0.6299,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,FLAT,ALL,capture_0.2,0.5760463343234853,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,FLAT,ALL,observed-label_auc,0.8910704308860586,0.8468,0.9299,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,FLAT,ALL,observed-label_auc,0.9068,0.8711,0.9461,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,FLAT,ALL,capture_0.2,0.8377,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,FLAT,ALL,capture_0.2,0.8362249319934908,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.7386189754056304,0.6655,0.8127,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.7707,0.6575,0.8772,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.513,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.5284431984507745,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.5624257437031801,0.4583,0.6939,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.6045,0.4484,0.765,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.2403,,,154,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,FLAT,ALL,capture_0.2,0.41716061791171555,,,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,FLAT,ALL,observed-label_auc,0.6353762602438633,0.541172626595695,0.7266432705923904,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,FLAT,ALL,observed-label_auc,0.5712497147029796,0.4964437709065031,0.638258887761382,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,FLAT,ALL,observed-label_auc,0.6101449045581846,0.5447233606589372,0.6707319521736391,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,FLAT,ALL,observed-label_auc,0.8205230228064921,0.7786878832575634,0.8581689631211199,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,FLAT,ALL,observed-label_auc,0.6782885750316322,0.6434807937115808,0.7127737372581607,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,FLAT,ALL,observed-label_auc,0.6670838782598695,0.6354010177855142,0.6984677582535062,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,FLAT,ALL,observed-label_auc,0.8130329649751111,0.7631272612382007,0.8627159506868517,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,FLAT,ALL,observed-label_auc,0.8931350694061829,0.8654195867451105,0.9207410248224893,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.7502028469189442,0.6681403139114757,0.8280407123601168,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,FLAT,ALL,observed-label_auc,0.6241658530311245,0.5204620057387112,0.7337636143487284,21,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,0.7337565547981122,0.5649,0.8177,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.6979,0.5709,0.823,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.5687,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
