score,stratum,unit,metric,role_group,median,n_events,n_pass_gate
twi,UNIVERSE,cell_gate,capture_0.2,holdout,0.4564,2,0
twi,UNIVERSE,cell_gate,observed-label_auc,all,0.7208,7,4
twi,UNIVERSE,cell_gate,observed-label_auc,development,0.7338,5,3
twi,UNIVERSE,cell_gate,observed-label_auc,holdout,0.7082,2,1
twi,UNIVERSE,object,observed-label_auc,all,0.6566,10,2
twi,UNIVERSE,object,observed-label_auc,development,0.6185,6,1
twi,UNIVERSE,object,observed-label_auc,holdout,0.6615,4,1
twi,URBAN,cell_gate,capture_0.2,all,0.3824,6,1
twi,URBAN,cell_gate,capture_0.2,development,0.3824,4,1
twi,URBAN,cell_gate,capture_0.2,holdout,0.3428,2,0
twi,URBAN,cell_gate,observed-label_auc,all,0.6367,6,1
twi,URBAN,cell_gate,observed-label_auc,development,0.6806,4,1
twi,URBAN,cell_gate,observed-label_auc,holdout,0.5785,2,0
twi,URBAN,object,observed-label_auc,all,0.5612,9,0
twi,URBAN,object,observed-label_auc,development,0.5612,5,0
twi,URBAN,object,observed-label_auc,holdout,0.5591,4,0
z_sensitivity,AGRI,cell_gate,capture_0.2,all,0.2022,5,1
z_sensitivity,AGRI,cell_gate,capture_0.2,development,0.2636,4,1
z_sensitivity,AGRI,cell_gate,capture_0.2,holdout,0.125,1,0
z_sensitivity,AGRI,cell_gate,observed-label_auc,all,0.6325,5,2
z_sensitivity,AGRI,cell_gate,observed-label_auc,development,0.678,4,2
z_sensitivity,AGRI,cell_gate,observed-label_auc,holdout,0.5431,1,0
z_sensitivity,AGRI,object,observed-label_auc,all,0.6389,5,1
z_sensitivity,AGRI,object,observed-label_auc,development,0.604,4,1
z_sensitivity,AGRI,object,observed-label_auc,holdout,0.6389,1,0
z_sensitivity,ALL,cell_gate,capture_0.2,all,0.7185,8,5
z_sensitivity,ALL,cell_gate,capture_0.2,development,0.7185,6,4
z_sensitivity,ALL,cell_gate,capture_0.2,holdout,0.5263,2,1
z_sensitivity,ALL,cell_gate,observed-label_auc,all,0.8559,8,8
z_sensitivity,ALL,cell_gate,observed-label_auc,development,0.8559,6,6
z_sensitivity,ALL,cell_gate,observed-label_auc,holdout,0.8129,2,2
z_sensitivity,ALL,object,observed-label_auc,all,0.8252,10,10
z_sensitivity,ALL,object,observed-label_auc,development,0.825,6,6
z_sensitivity,ALL,object,observed-label_auc,holdout,0.8404,4,4
z_sensitivity,FLAT,cell_gate,capture_0.2,all,0.2972,8,3
z_sensitivity,FLAT,cell_gate,capture_0.2,development,0.3542,6,3
z_sensitivity,FLAT,cell_gate,capture_0.2,holdout,0.201,2,0
z_sensitivity,FLAT,cell_gate,observed-label_auc,all,0.6562,8,4
z_sensitivity,FLAT,cell_gate,observed-label_auc,development,0.659,6,3
z_sensitivity,FLAT,cell_gate,observed-label_auc,holdout,0.5183,2,1
z_sensitivity,FLAT,object,observed-label_auc,all,0.623,10,2
z_sensitivity,FLAT,object,observed-label_auc,development,0.623,6,2
z_sensitivity,FLAT,object,observed-label_auc,holdout,0.5955,4,0
z_sensitivity,UNIVERSE,cell_gate,capture_0.2,all,0.2766,7,3
z_sensitivity,UNIVERSE,cell_gate,capture_0.2,development,0.7045,5,3
z_sensitivity,UNIVERSE,cell_gate,capture_0.2,holdout,0.1117,2,0
z_sensitivity,UNIVERSE,cell_gate,observed-label_auc,all,0.6886,7,3
z_sensitivity,UNIVERSE,cell_gate,observed-label_auc,development,0.7914,5,3
z_sensitivity,UNIVERSE,cell_gate,observed-label_auc,holdout,0.5321,2,0
z_sensitivity,UNIVERSE,object,observed-label_auc,all,0.618,10,2
z_sensitivity,UNIVERSE,object,observed-label_auc,development,0.5779,6,2
z_sensitivity,UNIVERSE,object,observed-label_auc,holdout,0.6523,4,0
z_sensitivity,URBAN,cell_gate,capture_0.2,all,0.3678,6,1
z_sensitivity,URBAN,cell_gate,capture_0.2,development,0.4798,4,1
z_sensitivity,URBAN,cell_gate,capture_0.2,holdout,0.0809,2,0
z_sensitivity,URBAN,cell_gate,observed-label_auc,all,0.689,6,3
z_sensitivity,URBAN,cell_gate,observed-label_auc,development,0.7386,4,3
z_sensitivity,URBAN,cell_gate,observed-label_auc,holdout,0.4894,2,0
z_sensitivity,URBAN,object,observed-label_auc,all,0.5398,9,1
z_sensitivity,URBAN,object,observed-label_auc,development,0.5398,5,1
z_sensitivity,URBAN,object,observed-label_auc,holdout,0.5329,4,0
