scenario_no,replicate,v1_auc,v1_capture,v1_object_auc,max_event_share,evaluable,v2_auc,v2_capture,v2_object_auc,n_events_used,v1_pass,v2_pass,v2_evaluable,v1_v2_flip,v1_minus_v2_auc
0,178,0.7221647058823529,0.5,0.7454447102716163,1.0,True,,,,,True,False,False,False,
0,179,0.7470292475971165,0.6458333333333334,0.81902082398781,1.0,True,,,,,True,False,False,False,
0,180,0.505138847653308,0.2698412698412698,0.6165930472363257,1.0,True,,,,,False,False,False,False,
0,181,0.4736255576639622,0.3114754098360656,0.6659344992741173,1.0,True,,,,,False,False,False,False,
0,182,0.7552030037546933,0.52,0.8092553974499339,1.0,True,,,,,True,False,False,False,
0,183,0.6742533296615262,0.5,0.7253685081799685,1.0,True,,,,,False,False,False,False,
0,184,0.6391739960057189,0.3888888888888889,0.712179591927795,1.0,True,,,,,False,False,False,False,
0,185,0.689257349273371,0.5925925925925926,0.7767381455182362,1.0,True,,,,,False,False,False,False,
0,186,0.6228829512975619,0.48936170212765956,0.7127303692433683,1.0,True,,,,,False,False,False,False,
0,187,0.6332675442039719,0.3220338983050847,0.6840954232556993,1.0000000000000002,True,,,,,False,False,False,False,
0,188,0.6028647840716882,0.2982456140350877,0.6700732099975754,1.0,True,,,,,False,False,False,False,
0,189,0.6334973717146434,0.52,0.6921235156508002,1.0,True,,,,,False,False,False,False,
0,190,0.5975354192740927,0.48,0.7043987069366389,1.0,True,,,,,False,False,False,False,
0,191,0.5785580341172721,0.4067796610169492,0.6715110137966437,1.0,True,,,,,False,False,False,False,
0,192,0.7021862327909888,0.44,0.7443090999279101,1.0,True,,,,,False,False,False,False,
0,193,0.6499851508825728,0.4827586206896552,0.7352243724064856,1.0,True,,,,,False,False,False,False,
0,194,0.6497246558197748,0.44,0.7232791433117386,1.0,True,,,,,False,False,False,False,
0,195,0.6069979419838726,0.45098039215686275,0.7020455770609221,1.0,True,,,,,False,False,False,False,
0,196,0.6048400923676701,0.33962264150943394,0.6755722937142906,1.0,True,,,,,False,False,False,False,
0,197,0.6593689468734752,0.4716981132075472,0.7279061521634707,1.0,True,,,,,False,False,False,False,
0,198,0.7297485205633312,0.5094339622641509,0.7829961382672562,1.0,True,,,,,True,False,False,False,
0,199,0.5667927674128614,0.21052631578947367,0.6448809307365644,1.0,True,,,,,False,False,False,False,
1,0,0.6846713005998978,0.4904632152588556,0.7352684427151271,1.0,True,,,,,False,False,False,False,
1,1,0.6486930915839916,0.4684931506849315,0.7147948882403888,1.0,True,,,,,False,False,False,False,
1,2,0.610342786971079,0.42359249329758714,0.6743190055970862,0.9999999999999999,True,,,,,False,False,False,False,
1,3,0.6547013292590357,0.4297082228116711,0.7095949750782421,1.0,True,,,,,False,False,False,False,
1,4,0.6062698717671471,0.42032967032967034,0.6826543198595638,1.0,True,,,,,False,False,False,False,
1,5,0.6595942465147511,0.46437994722955145,0.7334004932125991,1.0,True,,,,,False,False,False,False,
1,6,0.5845840524087229,0.41899441340782123,0.6740247884822043,1.0,True,,,,,False,False,False,False,
1,7,0.6578971749150142,0.48520710059171596,0.7325494712150241,1.0,True,,,,,False,False,False,False,
1,8,0.6301004994036344,0.43874643874643876,0.7061273119126448,0.9999999999999999,True,,,,,False,False,False,False,
1,9,0.6324496189312538,0.453551912568306,0.692660118897237,1.0000000000000002,True,,,,,False,False,False,False,
1,10,0.6025313239461809,0.42613636363636365,0.6954543238606814,1.0,True,,,,,False,False,False,False,
1,11,0.670494979012254,0.4383561643835616,0.7261651772625973,1.0,True,,,,,False,False,False,False,
1,12,0.6740026183079052,0.504225352112676,0.7223330611918751,1.0,True,,,,,False,False,False,False,
1,13,0.6397124463050993,0.4588859416445623,0.7019617960397716,1.0,True,,,,,False,False,False,False,
1,14,0.6679279379348124,0.47109826589595377,0.7508868054686314,1.0000000000000002,True,,,,,False,False,False,False,
1,15,0.6062451318720141,0.39944903581267216,0.6609152348507328,0.9999999999999999,True,,,,,False,False,False,False,
1,16,0.6450638856470897,0.4084507042253521,0.6971271011465981,0.9999999999999999,True,,,,,False,False,False,False,
1,17,0.6137522987475547,0.4623955431754875,0.6935728002722822,1.0,True,,,,,False,False,False,False,
1,18,0.6750033160295167,0.49157303370786515,0.7386580783825428,1.0,True,,,,,False,False,False,False,
1,19,0.6528310740558866,0.4281524926686217,0.7299737705063329,1.0,True,,,,,False,False,False,False,
1,20,0.6170306753316193,0.41005291005291006,0.6802257631979666,1.0,True,,,,,False,False,False,False,
1,21,0.6538298806080184,0.4383954154727794,0.7101352029241474,1.0,True,,,,,False,False,False,False,
1,22,0.6137539635203091,0.4098360655737705,0.6938344820482684,0.9999999999999999,True,,,,,False,False,False,False,
