block,dist,median,shape,beta,n_obj,n_events,counts,upsilon,mu0,tau,delta_star,object_auc_limit,top10_share_theory,neff_ratio_theory,scenario_no,rule,n_replicates,n_evaluable,gap_median,gap_median_lo,gap_median_hi,gap_mean,gap_sd,p10,p_pos10,p_neg10,class,cell_auc_median,object_auc_median,capture_median,object_capture_median,term_size_weight_median,term_within_object_median,term_erasure_median,n_eff_median,n_survive_median,n_K_median,top10_share_median,max_event_share_median,sd_A_median,rho_wA_median,concentration_factor_median,n_pos_cells_median,n_polygons_median,erased_frac_median,erasure_median_lo,erasure_median_hi,grid_pass_rate,object_pass_rate,unit_flip_rate,auc_unit_flip_rate,rule_flip_rate,B_n,B_max_event_share_median,B_v1_auc_median,B_v2_auc_median,B_v1_minus_v2_auc_median,B_p_abs_v1_v2_ge_01,B_v1_pass_rate,B_v2_pass_rate,B_v1_v2_flip_rate,B_n_events_used_median
A,lognormal,5000.0,3.0,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,54,rep_point,200,200,-0.002930504933820799,-0.005148508370691807,-0.0002847077476249016,-0.0030992095364028587,0.01038503329085236,0.0,0.0,0.0,없음,0.7320094237344674,0.7351188594944424,0.5333333333333333,0.5306428518997933,0.0,-0.001497214894820409,0.0,30.0,30.0,30.0,0.1,1.0,0.2550172068964809,-0.0015406380917229808,0.0,30.0,30.0,0.0,0.0,0.0,0.68,0.665,0.075,0.045,0.34,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,54,soft,200,200,0.005685993911080267,-0.007398086602012133,0.023804447186949074,-0.006402699205048165,0.08886104028376801,0.235,0.095,0.14,가끔,0.7415495485877646,0.7351188594944424,0.528095208481959,0.5306428518997933,0.0074437642765578516,-0.0010161987195294597,0.0,3.3649071932415,30.0,30.0,0.7828464112032452,1.0,0.24534000353284408,0.009773445988326294,2.8134787148666023,511.5,30.0,0.0,0.0,0.0,0.555,0.665,0.39,0.33,0.045,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,any,200,200,-0.0027512044187110174,-0.007823147935758001,0.004785374972025136,0.0009123309249640343,0.028966341464218615,0.0,0.0,0.0,없음,0.73957684773689,0.7374712244235173,0.4981766351404344,0.49413585152286604,-0.0030238555712338022,0.00023988478851511008,0.0,17.261049384443126,200.0,200.0,0.7400010033422981,1.0,0.2421173611921813,-0.0031352621281857205,3.2537417324786606,4003.0,200.0,0.0,0.0,0.0,0.495,0.44,0.435,0.13,0.015,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,center,200,200,-0.009143154156321165,-0.016743220629459987,-0.000410286167169982,-0.005725446893713515,0.03644644523404646,0.0,0.0,0.0,없음,0.7344906877014092,0.7374712244235173,0.4981065247130197,0.49413585152286604,0.0014262778546158539,-0.006904089784851075,0.0004719696708934129,11.984154748051965,119.5,200.0,0.8553341934946512,1.0,0.23850711949155728,0.002134391065443303,3.016778276409174,2911.5,200.0,0.4025,-0.0019703132880684038,0.0022180288575199825,0.485,0.44,0.475,0.205,0.035,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,f01,200,200,-0.002933433102895344,-0.009832105382896694,0.0032412464977892297,-3.327218967006884e-05,0.029790697576219598,0.0,0.0,0.0,없음,0.7379335372398096,0.7374712244235173,0.4986328887383174,0.49413585152286604,-0.002310379169150889,-0.00084836909912539,-0.0002436982404418475,16.586429824641066,193.0,200.0,0.7546195892259298,1.0,0.24229030194355433,-0.002768741282025421,3.2383311251374645,3837.0,200.0,0.03500000000000003,-0.00101400620834724,0.00023624888461815097,0.495,0.44,0.435,0.135,0.015,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,f10,200,200,-0.005919416357495988,-0.011884259582027212,0.002170285244940895,-0.0022943454521312814,0.03215593710581429,0.0,0.0,0.0,없음,0.7355272045279991,0.7374712244235173,0.4986927421041623,0.49413585152286604,0.0006752962714638988,-0.003350454862315777,-0.0005877570020129119,14.535429553363242,150.0,200.0,0.7987190408559817,1.0,0.23973566590753942,0.0009573565441552261,3.0569998270518166,3472.5,200.0,0.25,-0.0025942275154586802,0.001214477774349132,0.5,0.44,0.45,0.17,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,f25,200,200,-0.007174758675045412,-0.01429221713576656,0.002230252680329614,-0.004046406520856307,0.0345437759294987,0.0,0.0,0.0,없음,0.7352381967880753,0.7374712244235173,0.499279724071496,0.49413585152286604,-0.000762084118207329,-0.0051253587861240235,-0.00028388113067073784,13.07426516813842,123.0,200.0,0.8302637614204709,1.0,0.2376250967205265,-0.0009229292268492098,2.9079248151116643,3202.5,200.0,0.385,-0.001778111869459531,0.001796436649243227,0.495,0.44,0.455,0.19,0.015,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,f50,200,200,-0.009070658067061366,-0.016838690329002204,-0.0006805947974556359,-0.006019492547792542,0.037300188481406885,0.005,0.005,0.0,없음,0.7343325860085592,0.7374712244235173,0.4973978450581917,0.49413585152286604,-0.0019558670926159705,-0.007316915344849351,-9.923879274287284e-06,11.686974097682105,100.0,200.0,0.8664544505060772,1.0,0.23451926473381074,-0.002800773035025772,2.7605526170279138,2861.5,200.0,0.5,-0.0035174435267314452,0.004028931924487056,0.485,0.44,0.475,0.21,0.035,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,rep_point,200,200,-0.02373319038963978,-0.025053545911265962,-0.02199626367539942,-0.023997167389545684,0.007575734331132946,0.0,0.0,0.0,없음,0.7141156407035176,0.7374712244235173,0.49246231155778897,0.49413585152286604,-7.450585052792835e-05,-0.022984084892856915,0.0,177.2818396685375,200.0,200.0,0.15335249200465456,1.0,0.2578271289094467,-0.0008340977589158889,0.3579747050513812,200.0,200.0,0.0,0.0,0.0,0.435,0.44,0.115,0.165,0.465,,,,,,,,,,
A,lognormal,5000.0,3.0,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.9571425738271104,0.00012340980408667956,55,soft,200,200,-0.008493896162209802,-0.01691723342587148,-3.5461632406641463e-05,-0.005814680716048345,0.03655669663501202,0.0,0.0,0.0,없음,0.7331594825753618,0.7374712244235173,0.49864151858972905,0.49413585152286604,-0.0023098944785568953,-0.006952632441543927,0.0,11.984770192274997,200.0,200.0,0.8548013887176134,1.0,0.24612648987362973,-0.0019392317262648885,3.960790024133137,4003.0,200.0,0.0,0.0,0.0,0.49,0.44,0.47,0.205,0.02,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,any,200,200,0.12135251884537784,0.11179688986149261,0.12925371418982123,0.11806712757775188,0.052938268898934965,0.66,0.66,0.0,벌어짐,0.8627455082596416,0.7443724220024409,0.7593920808848058,0.5365148612037545,0.12128119152150163,0.00016518419299893505,0.0,5.0100031094783475,30.0,30.0,0.6415222859400094,1.0,0.25313143710481234,0.21411725595547842,2.233388119138357,478.0,30.0,0.0,0.0,0.0,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,center,200,200,0.1430306590143493,0.13283733976545575,0.1508410564248971,0.1373892635070276,0.062012382065500485,0.765,0.765,0.0,벌어짐,0.8868263083625031,0.7443724220024409,0.8039185531496063,0.5365148612037545,0.07592289785888262,-0.0008555754057763543,0.05730696115923273,3.345229747999608,17.0,30.0,0.7867262892617862,1.0,0.21161225292696598,0.2003636983941208,1.9638390294013002,308.0,30.0,0.43333333333333335,0.047729277328497965,0.06565840545647017,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,f01,200,200,0.12424749399668084,0.11502527623153824,0.1313736279985559,0.12116949688767158,0.05384207568384428,0.695,0.695,0.0,벌어짐,0.8677737659408481,0.7443724220024409,0.7670326305660047,0.5365148612037545,0.11550759668015365,-0.00047043928244089317,6.708312346864753e-05,4.7683887360517385,29.0,30.0,0.6642338949554634,1.0,0.25005780023198254,0.20975420730988578,2.2458083169036795,453.5,30.0,0.033333333333333326,0.0,0.003985537510406201,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,f10,200,200,0.1326834864756789,0.12274687197829404,0.1413813483365738,0.1301945578976684,0.056521049515554665,0.75,0.75,0.0,벌어짐,0.876940077532467,0.7443724220024409,0.7842863172933308,0.5365148612037545,0.08806756550657585,-0.0005346748586886885,0.037188747529531885,4.032578935522057,22.0,30.0,0.720691018582818,1.0,0.22847648272975285,0.19682481327300283,2.0378361494247383,404.0,30.0,0.2666666666666667,0.03138300284224982,0.04336331071009736,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,f25,200,200,0.14024080215412038,0.12869853063932812,0.14977224697843317,0.13554178232959302,0.0597033150028089,0.755,0.755,0.0,벌어짐,0.8839646586066996,0.7443724220024409,0.7961878890962234,0.5365148612037545,0.065536833971238,-0.0008350061536797071,0.06530371567594312,3.6513031137426073,18.0,30.0,0.7562135161039434,1.0,0.2029921689067229,0.17177850780426002,1.9048631720878608,358.5,30.0,0.4,0.05876540448343548,0.06998045430398547,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,f50,200,200,0.14673634620888404,0.13580747845349272,0.15401474949031035,0.1400930983391626,0.06280523938878253,0.77,0.765,0.005,벌어짐,0.8886816087891851,0.7443724220024409,0.8092287581699347,0.5365148612037545,0.05902239422032407,-0.0018449099429345694,0.07784694236118572,3.2154692914101766,14.0,30.0,0.8048816201327094,1.0,0.19034700466660193,0.18898504980028935,1.76108291414669,300.0,30.0,0.5333333333333333,0.06912716773128524,0.0880770153160314,0.99,0.665,0.325,0.2,0.005,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,rep_point,200,200,-0.00409548314715158,-0.005837935129038074,-0.0027449757850265266,-0.005218355468732336,0.008988122391178851,0.0,0.0,0.0,없음,0.739304478358769,0.7443724220024409,0.5333333333333333,0.5365148612037545,0.0,-0.004192079824777484,0.0,30.0,30.0,30.0,0.1,1.0,0.26261340894125274,0.006719012534412705,0.0,30.0,30.0,0.0,0.0,0.0,0.685,0.665,0.06,0.055,0.3,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,30,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,56,soft,200,200,0.1421928733673618,0.13159831460974458,0.15247486798298548,0.1373061565946973,0.061173927174333474,0.77,0.765,0.005,벌어짐,0.886053516074017,0.7443724220024409,0.8064667332730717,0.5365148612037545,0.14381491463511736,-0.0014131421914739817,0.0,3.374945309328804,30.0,30.0,0.7882011796464483,1.0,0.2548371607637202,0.1960327593929576,2.808985885768621,478.0,30.0,0.0,0.0,0.0,0.985,0.665,0.32,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,any,200,200,0.11982251046016223,0.11764681594060755,0.1239750162971297,0.12098985224562803,0.021771028135448397,0.825,0.825,0.0,벌어짐,0.8754955453362883,0.7517262768541384,0.7219234414684281,0.4993976050708759,0.1210043572506953,-0.0006709056285325588,0.0,17.709566335827212,200.0,200.0,0.7436420800549959,1.0,0.2541064848346587,0.15105314281481608,3.208322282134129,3968.0,200.0,0.0,0.0,0.0,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,center,200,200,0.12997437461081296,0.12540252755329562,0.13395093616015552,0.13042730925021473,0.02500747848192582,0.895,0.895,0.0,벌어짐,0.8825496088557059,0.7517262768541384,0.7574805249223854,0.4993976050708759,0.08060819877065001,-0.009455231754913085,0.058606997596477695,12.43306363703056,118.0,200.0,0.8603979576292864,1.0,0.21837451028145122,0.1273775778033734,2.955907588509639,2882.0,200.0,0.41000000000000003,0.05653148630209093,0.061209555749590194,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,f01,200,200,0.12141924976298396,0.11936193506159265,0.12568187754058002,0.12267838750947377,0.022207303398348033,0.855,0.855,0.0,벌어짐,0.8772366531919914,0.7517262768541384,0.7265063970924932,0.4993976050708759,0.11891456625811325,-0.0016357229481403501,0.005764496488753379,16.83480825587987,193.0,200.0,0.7569816977606667,1.0,0.2497908677283457,0.14676077746857547,3.224235127867013,3818.0,200.0,0.03500000000000003,0.0049484410944079515,0.007028102717776652,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,f10,200,200,0.12743594783603857,0.12349260094776815,0.1312072464785773,0.12786443112210755,0.02321977903958521,0.895,0.895,0.0,벌어짐,0.8814880917641483,0.7517262768541384,0.7426999385674908,0.4993976050708759,0.0898791713416513,-0.004071297817683672,0.04148738097761495,15.058277232536755,149.0,200.0,0.8022019745826705,1.0,0.22815012346808575,0.13272287427219928,2.986599966177967,3463.5,200.0,0.255,0.039033968719027645,0.042736986822737855,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,f25,200,200,0.12985046227870473,0.12587655748570692,0.13417560741586165,0.13040053251837125,0.024323834748317535,0.895,0.895,0.0,벌어짐,0.8832561580971139,0.7517262768541384,0.7510296359215152,0.4993976050708759,0.07440133791970027,-0.0065452552545338105,0.060305676148767084,13.436995872867755,122.0,200.0,0.8379394661175651,1.0,0.21462508775690867,0.12400993958800638,2.8555951534105093,3176.0,200.0,0.39,0.05788019162717217,0.0635578089674741,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,f50,200,200,0.13218122106458757,0.1272480461327511,0.13579507765742793,0.13206863062910215,0.025345540787607142,0.895,0.895,0.0,벌어짐,0.8847312113787877,0.7517262768541384,0.761539823143794,0.4993976050708759,0.06287151476951558,-0.00916127571276687,0.07753266527171088,12.1419803264392,99.0,200.0,0.8724562231475744,1.0,0.20369525390208493,0.11777737614734272,2.723599298391643,2843.5,200.0,0.505,0.07524516190974406,0.08027264692863889,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,rep_point,200,200,-0.04029018996360656,-0.041857652676478785,-0.03818856004036553,-0.041055726210255925,0.011771342796625112,0.0,0.0,0.0,없음,0.7111873115577889,0.7517262768541384,0.5,0.4993976050708759,0.0001598613356845191,-0.04047105139534607,0.0,178.27313948165835,200.0,200.0,0.1550507102298923,1.0,0.25995879330227295,0.0021932857148351742,0.3491042842415344,200.0,200.0,0.0,0.0,0.0,0.505,0.5,0.085,0.24,0.495,,,,,,,,,,
A,lognormal,5000.0,3.0,0.5,200,1,equal,0.0,0.95,0.5,0.21334683477217764,0.7260243075020016,0.9571425738271104,0.00012340980408667956,57,soft,200,200,0.13003000405173765,0.12593598643373438,0.13426776456854894,0.1303983724462009,0.025046643793436737,0.89,0.89,0.0,벌어짐,0.883117657950615,0.7517262768541384,0.7570244608573011,0.4993976050708759,0.1395293040341078,-0.009914295549966534,0.0,12.515971018874026,200.0,200.0,0.8600547536525266,1.0,0.25609659568368814,0.14149795736101456,3.8703682089661307,3968.0,200.0,0.0,0.0,0.0,1.0,0.5,0.5,0.005,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,any,200,200,0.17955328100707763,0.1731662193926713,0.18876961455808194,0.1811501943858471,0.050171830843052205,0.935,0.935,0.0,벌어짐,0.9256165829807508,0.7367660029698537,0.8797560551376267,0.5631109105902915,0.180964398862759,-0.0005761281146920427,0.0,5.563980174661221,30.0,30.0,0.630536398467433,1.0,0.282163093578858,0.3015596742607741,2.0956742469827327,499.0,30.0,0.0,0.0,0.0,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,center,200,200,0.20881049019444847,0.19940040054455133,0.21919027060025031,0.21019632334125485,0.05308364100196841,0.985,0.985,0.0,벌어짐,0.9540823559277052,0.7367660029698537,0.9344290487421384,0.5631109105902915,0.10211755998701355,-0.0011793033666852581,0.10837486383477313,3.491512162494929,17.0,30.0,0.7776949355853043,1.0,0.20050331657134213,0.2521476261749105,1.880157365088849,323.0,30.0,0.43333333333333335,0.0977824232102199,0.11909302326447768,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,f01,200,200,0.18415412093659295,0.1788150403401284,0.1959476648413876,0.18666985662983593,0.050881278583511824,0.94,0.94,0.0,벌어짐,0.9318538280663089,0.7367660029698537,0.8914761016782804,0.5631109105902915,0.17037435390885397,-0.0005019269330460707,0.012418933465252302,5.330461381872251,29.0,30.0,0.6497690094422456,1.0,0.270098599013899,0.2943762248345374,2.089629894043172,474.5,30.0,0.033333333333333326,0.006979926031292383,0.01864383770772582,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,f10,200,200,0.19624640773093388,0.19099054012101413,0.20795042806512098,0.2004396048776451,0.05250742772040388,0.965,0.965,0.0,벌어짐,0.9459726444966544,0.7367660029698537,0.9143875127248049,0.5631109105902915,0.11721973523741513,-0.001142161884700399,0.07439208397151886,4.4909256649419,22.0,30.0,0.6986181648663004,1.0,0.21930004709170164,0.2645425228454454,1.963528316669575,415.5,30.0,0.2666666666666667,0.06946712032108138,0.07927272429695909,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,f25,200,200,0.20683363647428937,0.19862275929488105,0.21678358558707,0.20830235716518153,0.05320595613004669,0.975,0.975,0.0,벌어짐,0.9537693620930802,0.7367660029698537,0.9285913020604111,0.5631109105902915,0.08748253995330485,-0.0006540561875948425,0.10990702127824109,3.889097732714991,17.5,30.0,0.7493849880856762,1.0,0.18948926646647915,0.2507919063387368,1.8265519407014037,365.5,30.0,0.4166666666666667,0.10404234381468946,0.12001367299235866,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,f50,200,200,0.21388023490441432,0.2014263983032465,0.22484323742978352,0.21429130298196233,0.05336750833579052,0.99,0.99,0.0,벌어짐,0.9591773445122203,0.7367660029698537,0.9414786462530218,0.5631109105902915,0.06193357739685146,-0.0013050590371828097,0.13768159874865754,3.398322583486763,14.0,30.0,0.8036118915979334,1.0,0.15339685398574632,0.2422739495624257,1.6828516899641515,316.5,30.0,0.5333333333333333,0.1272894428044138,0.15006110811433848,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,rep_point,200,200,-0.005504103982824193,-0.008297829207411955,-0.004362357988421106,-0.007143944129549387,0.008642130878971855,0.0,0.0,0.0,없음,0.7335005420732215,0.7367660029698537,0.5666666666666667,0.5631109105902915,0.0,-0.0055651022562693275,0.0,30.0,30.0,30.0,0.1,1.0,0.28878597952782825,-0.00012537316254753548,0.0,30.0,30.0,0.0,0.0,0.0,0.695,0.715,0.08,0.075,0.305,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,30,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,58,soft,200,200,0.20761297526148786,0.19991964836319742,0.2186355269309631,0.20990959342823706,0.05330291562498372,0.985,0.985,0.0,벌어짐,0.9547025000604531,0.7367660029698537,0.9348077877875166,0.5631109105902915,0.20940396327770844,-0.0017149160339839375,0.0,3.523343479970144,30.0,30.0,0.7785298712216027,1.0,0.2846142561142361,0.27535844619636995,2.741294561663084,499.0,30.0,0.0,0.0,0.0,1.0,0.715,0.285,0.2,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,any,200,200,0.1865606626637598,0.18322411301397679,0.1895786890890062,0.187086344595184,0.019808765146454136,1.0,1.0,0.0,벌어짐,0.9371549332980047,0.7461050606963184,0.8602628787241259,0.5063430067287322,0.1878608381558532,-0.0010759434508780252,0.0,16.801835747882553,200.0,200.0,0.7429283303330495,1.0,0.28429146775269115,0.20190873530296513,3.302038961168316,3981.5,200.0,0.0,0.0,0.0,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,center,200,200,0.20412577905847185,0.20031080809300883,0.2075954710539749,0.204366255231192,0.02143812011138872,1.0,1.0,0.0,벌어짐,0.9538708181749977,0.7461050606963184,0.9109249406764495,0.5063430067287322,0.10260297333547469,-0.010735366113509781,0.1109764607493694,11.52092885818682,118.0,200.0,0.8609100304295145,1.0,0.20307986982490783,0.17046623034656877,3.0525302909479817,2900.5,200.0,0.41000000000000003,0.10744420907187235,0.11356988530167944,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,f01,200,200,0.1903987056642838,0.18703512320382332,0.19379137106511046,0.19080737451338756,0.019926458096172432,1.0,1.0,0.0,벌어짐,0.9407127105739697,0.7461050606963184,0.8687001925147319,0.5063430067287322,0.17616432891969208,-0.0021933786819730017,0.014150140539022193,16.02280417235545,192.0,200.0,0.7580029438853275,1.0,0.27377204139843336,0.19731344100581838,3.306307096729279,3838.0,200.0,0.040000000000000036,0.012796064449273614,0.014953871209028358,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,f10,200,200,0.19959897838600388,0.19571167318671412,0.20351987452143883,0.20002957897132512,0.020636859141395122,1.0,1.0,0.0,벌어짐,0.9494888330138582,0.7461050606963184,0.8908331815172252,0.5063430067287322,0.12319801714212852,-0.004661642520453868,0.07964114818792495,14.074637314202754,149.0,200.0,0.8026463382510187,1.0,0.22533498738977584,0.18001593593405202,3.1033727822772086,3466.0,200.0,0.255,0.07743062928920208,0.08253805358862121,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,f25,200,200,0.2042155353174046,0.20029456434293968,0.20790923196472733,0.20425229565713263,0.021220699881031622,1.0,1.0,0.0,벌어짐,0.9532625887103712,0.7461050606963184,0.903802313496523,0.5063430067287322,0.09755111749304507,-0.007176764433948435,0.11249695262959447,12.65642313238688,122.0,200.0,0.8372333240473502,1.0,0.19644251502840535,0.1694745980258307,2.962597273303599,3183.0,200.0,0.39,0.10932110389604255,0.11528801204061045,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,f50,200,200,0.2069873726413013,0.20250182456033972,0.2105367363291828,0.20697444670874732,0.021721382600699727,1.0,1.0,0.0,벌어짐,0.956521424980052,0.7461050606963184,0.9174937695212598,0.5063430067287322,0.07449802642653264,-0.010360138589260826,0.14074411670581932,11.124300722773045,98.0,200.0,0.8735022945646684,1.0,0.16847811956793635,0.16079288033375594,2.8180238091785674,2855.0,200.0,0.51,0.13649685761559682,0.14450821387133828,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,rep_point,200,200,-0.05050376191923167,-0.05224079336148146,-0.04756242242731945,-0.050313619226501675,0.014334867736710244,0.0,0.0,0.0,없음,0.6963775125628141,0.7461050606963184,0.505,0.5063430067287322,0.00039731993693914447,-0.05080916508156136,0.0,177.8600571561464,200.0,200.0,0.15399147175141598,1.0,0.2779623391530672,0.004219380351757468,0.35281417718786046,200.0,200.0,0.0,0.0,0.0,0.375,0.57,0.225,0.535,0.625,,,,,,,,,,
A,lognormal,5000.0,3.0,1.0,200,1,equal,0.0,0.95,0.5,0.28488536575723444,0.700891117754484,0.9571425738271104,0.00012340980408667956,59,soft,200,200,0.20379537249055124,0.20007632112618123,0.20769824716195873,0.2043377698886452,0.021384468247044746,1.0,1.0,0.0,벌어짐,0.9537482414691335,0.7461050606963184,0.9112242706448619,0.5063430067287322,0.2152774207154416,-0.011455696580970731,0.0,11.473661089319927,200.0,200.0,0.8604052722772925,1.0,0.28370364581634167,0.1893219595064946,4.053548531687452,3981.5,200.0,0.0,0.0,0.0,1.0,0.57,0.43,0.015,0.0,,,,,,,,,,
