prior,config,held_event,n_test,n_positive,grid_auc,cluster_auc,observed_label_ap,top20_capture
"2006,2012,2014","random_forest|F0|max_depth=4,min_samples_leaf=400",2014,75092,132,0.854120480417839,0.8190123799709402,0.00752901953279443,0.696969696969697
"2006,2012,2014",xgboost|F0|max_depth=1,2006,75067,107,0.8787691129973368,0.8850653968855076,0.00700171937793471,0.7757009345794392
"2006,2012,2014",xgboost|F0|max_depth=1,2012,75166,206,0.8354640921760215,0.6831038835985982,0.009897562774628232,0.7572815533980582
"2006,2012,2014",xgboost|F0|max_depth=1,2014,75092,132,0.8346904207496524,0.7932258790438046,0.009196225482995946,0.6136363636363636
"2006,2012,2014",xgboost|F0|max_depth=3,2006,75067,107,0.8634611356586442,0.8656588542050896,0.006920356757301033,0.6822429906542056
"2006,2012,2014",xgboost|F0|max_depth=3,2012,75166,206,0.8225094160251164,0.7117226138234448,0.008112607674728904,0.6067961165048543
"2006,2012,2014",xgboost|F0|max_depth=3,2014,75092,132,0.8601435917337732,0.800849966344161,0.01005787803612433,0.7348484848484849
"2006,2012,2014",ridge|F1|C=0.1,2006,75067,107,0.8678670992130383,0.8511152266359775,0.005280289344427265,0.8130841121495327
"2006,2012,2014",ridge|F1|C=0.1,2012,75166,206,0.795202101314876,0.6523998159406409,0.006848691013852968,0.49514563106796117
"2006,2012,2014",ridge|F1|C=0.1,2014,75092,132,0.8410638198958637,0.7997091146615868,0.0066024860214308175,0.7045454545454546
"2006,2012,2014",ridge|F1|C=1.0,2006,75067,107,0.8712584406387456,0.8544387810723836,0.005415809230909966,0.822429906542056
"2006,2012,2014",ridge|F1|C=1.0,2012,75166,206,0.798307511578991,0.6598856482155011,0.007009584644129383,0.49029126213592233
"2006,2012,2014",ridge|F1|C=1.0,2014,75092,132,0.839822652889622,0.7894221870532222,0.0065964575188825975,0.7121212121212122
"2006,2012,2014","frequency_ratio|F1|n_bins=5,alpha=1.0",2006,75067,107,0.8601671670373732,0.8617263462172144,0.006728066886410175,0.794392523364486
"2006,2012,2014","frequency_ratio|F1|n_bins=5,alpha=1.0",2012,75166,206,0.8621419449596419,0.7267326083551594,0.013615826176017832,0.7912621359223301
"2006,2012,2014","frequency_ratio|F1|n_bins=5,alpha=1.0",2014,75092,132,0.8215210738656576,0.7428294784035259,0.006170752173228829,0.6666666666666666
"2006,2012,2014","frequency_ratio|F1|n_bins=10,alpha=1.0",2006,75067,107,0.842820594659831,0.8374785282309296,0.004476106398057398,0.719626168224299
"2006,2012,2014","frequency_ratio|F1|n_bins=10,alpha=1.0",2012,75166,206,0.8524606003460746,0.7339121060664822,0.009458340372775495,0.7669902912621359
"2006,2012,2014","frequency_ratio|F1|n_bins=10,alpha=1.0",2014,75092,132,0.8146170887099382,0.751479018366192,0.005557972410653422,0.5984848484848485
"2006,2012,2014","random_forest|F1|max_depth=2,min_samples_leaf=200",2006,75067,107,0.8594300761028936,0.8619020241414982,0.005307800317132347,0.822429906542056
"2006,2012,2014","random_forest|F1|max_depth=2,min_samples_leaf=200",2012,75166,206,0.8348367673114981,0.7297049610258267,0.008300629404503032,0.7572815533980582
