score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,nested_status,run_id
slope_neg,object,FLAT,ALL,observed-label_auc,0.5795963935223164,0.43645761160882424,0.748294522538035,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.709770931357231,0.5287943555772864,0.9238386411403661,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,observed-label_auc,0.6965182681867221,0.4977609129284918,0.9094184623687303,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,observed-label_auc,0.7131295160235981,0.5514388887227559,0.9274978242053227,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,0.7756626084693521,0.4004,0.8064,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.6413,0.4004,0.8064,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.5882,,,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,capture_0.2,0.3463623526700759,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.8636529062060329,0.259,0.8839,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.6651,0.259,0.8839,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.7255,,,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.4357886434486882,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,observed-label_auc,0.8686748237245956,0.2527,0.8926,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,URBAN,ALL,observed-label_auc,0.6645,0.2527,0.8926,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,capture_0.2,0.7451,,,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,capture_0.2,0.4482318766692776,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,observed-label_auc,0.898653841461927,0.347,0.9214,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,URBAN,ALL,observed-label_auc,0.7149,0.347,0.9214,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,capture_0.2,0.7451,,,51,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,capture_0.2,0.4482318766692776,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,observed-label_auc,0.6371131045390666,0.4994693917682066,0.8000388990306652,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.6450100714090512,0.4459932955014977,0.8714492387162247,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,observed-label_auc,0.6543737022897131,0.44798067938782843,0.8747503448488049,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,observed-label_auc,0.6817382669709602,0.5052944521785074,0.9068482380889691,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,capture_0.2,0.0,,,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,capture_0.2,1.0,,,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,capture_0.2,1.0,,,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,AGRI,ALL,observed-label_auc,,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,capture_0.2,0.0,,,0,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,capture_0.2,1.0,,,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,observed-label_auc,0.7687044307347167,0.7687044307347167,0.7687044307347167,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,observed-label_auc,0.9970835670218733,0.9970835670218733,0.9970835670218733,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,observed-label_auc,0.9506449803701627,0.9506449803701627,0.9506449803701627,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,observed-label_auc,0.9958496915311273,0.9958496915311273,0.9958496915311273,1,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8825581793585286,0.7855,0.9078,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8295,0.7005,0.9294,4,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.7391,,,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.44215865126977105,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.9271912512629074,0.7473,0.9405,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8394,0.6213,0.9654,4,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.8478,,,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.5044535886182314,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.932770519033512,0.7497,0.951,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.841,0.6199,0.9708,4,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,capture_0.2,0.8261,,,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,capture_0.2,0.4976551498312283,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,observed-label_auc,0.9473035858006404,0.7754,0.9643,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.861,0.6616,0.9766,4,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,capture_0.2,0.9565,,,46,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,capture_0.2,0.5661647141023529,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.7994558671931626,0.7101278516593886,0.9050417896991165,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.7872894086730148,0.652458689891946,0.93302222555677,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,observed-label_auc,0.7955965588035205,0.6545699384404698,0.9400230952325828,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,observed-label_auc,0.7984769859985849,0.6785493709413857,0.9571688742478848,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.952440464344942,0.9394,0.9624,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.9496,0.9348,0.9619,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,capture_0.2,1.0,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,capture_0.2,0.9701574882408333,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.85457592039801,0.8347,0.8765,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.856,0.837,0.8751,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.96,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,capture_0.2,0.8977440272828101,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,observed-label_auc,0.8649889220563848,0.8392,0.89,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,ALL,ALL,observed-label_auc,0.8663,0.8406,0.8903,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,capture_0.2,0.8,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,capture_0.2,0.7524555328326783,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,observed-label_auc,0.8037651741293532,0.7553,0.8504,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,ALL,ALL,observed-label_auc,0.8015,0.7508,0.8469,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,capture_0.2,0.52,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,capture_0.2,0.4475574147742003,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,observed-label_auc,0.9532667075046692,0.9344731813870263,0.9664762576314271,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.8559792627169517,0.8355955079941585,0.87693949344774,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,observed-label_auc,0.8624879339330382,0.837429151919542,0.8878670889588183,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,observed-label_auc,0.7991007960879815,0.7607587963560265,0.84175601992768,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.8435200139683094,0.8007,0.8762,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.834,0.7856,0.8746,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.76,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,capture_0.2,0.7448335428947824,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.5363909380592781,0.475,0.6039,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.5405,0.4821,0.5997,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.0,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.0,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,observed-label_auc,0.5645056528002095,0.4841,0.6431,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,FLAT,ALL,observed-label_auc,0.5679,0.4879,0.6439,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,capture_0.2,0.0,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,capture_0.2,0.0,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,observed-label_auc,0.42401850800995244,0.3041,0.5475,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,FLAT,ALL,observed-label_auc,0.4209,0.2984,0.5351,14,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,capture_0.2,0.04,,,25,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,capture_0.2,0.040617149726582924,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,observed-label_auc,0.8354091972862859,0.769219947944758,0.88193214362197,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.5198455724241319,0.46625834562080154,0.5814258767764836,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,observed-label_auc,0.5386442277834236,0.4684744565249246,0.6135866336539695,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,observed-label_auc,0.39091622929916087,0.2960467889576963,0.4972953905038522,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,capture_0.2,1.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,observed-label_auc,0.9406908537910059,0.9406908537910059,0.9406908537910059,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.4347708016510971,0.4347708016510971,0.4347708016510971,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,observed-label_auc,0.6065609385183576,0.6065609385183576,0.6065609385183576,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,observed-label_auc,0.026287203997393004,0.026287203997393004,0.026287203997393004,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,0.8270601010733826,0.781,0.8637,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.821,0.7775,0.8619,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,capture_0.2,0.6522,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,capture_0.2,0.6139718589159787,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.6741135196090715,0.6113,0.7493,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.6845,0.6206,0.7543,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.2609,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,capture_0.2,0.20728381639324958,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,observed-label_auc,0.6739193083573487,0.5913,0.7581,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,AGRI,ALL,observed-label_auc,0.6821,0.5995,0.7617,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,capture_0.2,0.3043,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,capture_0.2,0.1962077468352457,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,observed-label_auc,0.552547717495719,0.4376,0.6853,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,AGRI,ALL,observed-label_auc,0.571,0.4535,0.6871,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,capture_0.2,0.1739,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,capture_0.2,0.1339888817039678,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,observed-label_auc,0.8495016880973485,0.8138688485823996,0.8840252666390613,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,observed-label_auc,0.6736793932085394,0.6275744493507909,0.7287958187853895,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,observed-label_auc,0.6642535733257562,0.6058702751667521,0.728929603674621,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,observed-label_auc,0.5286413561737576,0.4314551255871601,0.6245851229798565,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.9337254901960784,0.8803,0.9872,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.9337,0.8803,0.9872,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",선택,m3_20260926T164916Z_f383cb3
