test_event,role,rule,size_m,score,cell_auc,cell_auc_sklearn,identity_abs_diff,auc_from_objects,object_auc,mean_A_survivors,mean_At_survivors,term_size_weight,term_within_object,term_erasure,n_eff,n_objects,n_survive,n_survive_no_At,orphan_weight,n_orphan_cells
HOLDOUT_ALL,holdout_pooled,center,500,slope_neg,0.9292600896860987,0.9292600896860986,1.1102230246251565e-16,0.9292600896860986,0.8067082091179186,0.8418681443217764,0.8479830745973694,0.08739194536432227,-0.006114930275593067,0.041274865479450806,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,relelev_neg,0.49559666168410565,0.49559666168410565,0.0,0.49559666168410565,0.6385405063945998,0.6398866451656104,0.6344681640511233,-0.1442899834815048,0.0054184811144871725,-0.004072342343476532,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,twi,0.9503923766816144,0.9503923766816144,2.220446049250313e-16,0.9503923766816141,0.8369153947885001,0.9028361163624239,0.9019616140251675,0.04755626031919025,0.0008745023372563887,0.06504621923666742,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,impervious,0.4903867713004484,0.49038677130044844,1.6653345369377348e-16,0.49038677130044855,0.7076960719271852,0.5443443902440728,0.5641722187881547,-0.05395761894362422,-0.019827828544081938,-0.1435238531390305,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,hand_neg,0.9562593423019431,0.9562593423019432,1.1102230246251565e-16,0.9562593423019431,0.8281873865834221,0.887915207099982,0.8959723772147558,0.06834413520196114,-0.008057170114773804,0.0677849906313337,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,hand_acc_neg,0.9519307424015945,0.9519307424015944,1.1102230246251565e-16,0.9519307424015945,0.8253427317645577,0.8840262715856364,0.8899860537571147,0.06790447081595807,-0.005959782171478301,0.06464332199255696,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,L1,0.392607125062282,0.392607125062282,1.6653345369377348e-16,0.39260712506228185,0.6878637966115688,0.5360426927295768,0.5465506964623014,-0.14343556766729498,-0.010508003732724536,-0.14131310014926746,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,z_sensitivity,0.7567762830094669,0.7567762830094669,0.0,0.7567762830094669,0.8110039940215127,0.7708814850662694,0.7902358421091159,-0.014105202056802546,-0.019354357042846493,-0.02076815191239678,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,rf_F1_wf,0.8376619332336821,0.8376619332336821,0.0,0.8376619332336821,0.8355765642251225,0.8137468462792947,0.8336581975870466,0.023915086954387377,-0.0199113513077519,-0.0019183666380758746,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,center,500,logit_F1_wf,0.8513764324862979,0.851376432486298,1.1102230246251565e-16,0.851376432486298,0.8372539874453677,0.8351795221273113,0.847643427632019,0.016196910358986738,-0.012463905504707773,0.010389440186651333,20.159873134161547,196,55,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,slope_neg,0.7846295979632164,0.7846295979632163,1.1102230246251565e-16,0.7846295979632163,0.8067082091179186,0.7805100339634639,0.8067082091179186,0.00411956399975244,-0.026198175154454773,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,relelev_neg,0.6038887938896489,0.6038887938896489,1.1102230246251565e-16,0.603888793889649,0.6385405063945998,0.6366209996356597,0.6385405063945998,-0.032732205746010656,-0.0019195067589401482,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,twi,0.8059723647210822,0.8059723647210821,1.1102230246251565e-16,0.8059723647210822,0.8369153947885001,0.8133941543072215,0.8369153947885001,-0.00742178958613926,-0.02352124048127857,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,impervious,0.6712895671834624,0.6712895671834626,1.1102230246251565e-16,0.6712895671834624,0.7076960719271852,0.6823395033435783,0.7076960719271852,-0.011049936160115847,-0.02535656858360691,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,hand_neg,0.8022103948168414,0.8022103948168414,1.1102230246251565e-16,0.8022103948168415,0.8281873865834221,0.8009874322533628,0.8281873865834221,0.0012229625634787578,-0.027199954330059284,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,hand_acc_neg,0.798064865481076,0.7980648654810761,1.1102230246251565e-16,0.798064865481076,0.8253427317645577,0.7995659299530773,0.8253427317645577,-0.0015010644720012678,-0.025776801811480454,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,L1,0.6419193646450829,0.6419193646450828,1.1102230246251565e-16,0.6419193646450829,0.6878637966115688,0.6779191720690562,0.6878637966115688,-0.03599980742397324,-0.009944624542512659,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,z_sensitivity,0.7792740158078736,0.7792740158078735,1.1102230246251565e-16,0.7792740158078737,0.8110039940215127,0.7897202008856307,0.8110039940215127,-0.010446185077756964,-0.021283793135882023,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,rf_F1_wf,0.8045295637634898,0.8045295637634898,1.1102230246251565e-16,0.8045295637634897,0.8355765642251225,0.8128002185734422,0.8355765642251225,-0.008270654809952482,-0.022776345651680296,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,rep_point,500,logit_F1_wf,0.8038218194254445,0.8038218194254446,1.1102230246251565e-16,0.8038218194254446,0.8372539874453677,0.8144322399925906,0.8372539874453677,-0.010610420567146006,-0.022821747452777097,0.0,137.01411137689402,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,slope_neg,0.9379178240633199,0.9379178240633196,3.3306690738754696e-16,0.9379178240633201,0.8067082091179186,0.7800779739892696,0.8067082091179186,0.15783985007405055,-0.026630235128649038,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,relelev_neg,0.4811955442025115,0.4811955442025112,2.7755575615628914e-16,0.4811955442025115,0.6385405063945998,0.6345675802054608,0.6385405063945998,-0.1533720360029493,-0.0039729261891390255,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,twi,0.9438992665815471,0.9438992665815465,5.551115123125783e-16,0.9438992665815473,0.8369153947885001,0.8113336501128134,0.8369153947885001,0.13256561646873388,-0.025581744675686635,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,impervious,0.46170440091510095,0.46170440091510073,2.220446049250313e-16,0.46170440091510107,0.7076960719271852,0.687988921540216,0.7076960719271852,-0.2262845206251149,-0.01970715038696924,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,hand_neg,0.9529885889269856,0.9529885889269855,3.3306690738754696e-16,0.9529885889269859,0.8281873865834221,0.7982986262927555,0.8281873865834221,0.1546899626342304,-0.02988876029066656,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,hand_acc_neg,0.9479919658029626,0.9479919658029622,4.440892098500626e-16,0.9479919658029629,0.8253427317645577,0.7969572336455083,0.8253427317645577,0.15103473215745455,-0.028385498119049446,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,L1,0.39091717881572463,0.3909171788157246,5.551115123125783e-17,0.3909171788157247,0.6878637966115688,0.6760603347748443,0.6878637966115688,-0.2851431559591196,-0.011803461836724538,0.0,20.04583784859633,196,196,0.0,0.0,0.0
HOLDOUT_ALL,holdout_pooled,soft,500,z_sensitivity,0.7527776107161932,0.7527776107161925,6.661338147750939e-16,0.7527776107161933,0.8110039940215127,0.786985651183319,0.8110039940215127,-0.03420804046712567,-0.024018342838193707,0.0,20.04583784859633,196,196,0.0,0.0,0.0
