rule,size_m,score,metric,role_group,median,n_events
center,200,hand_acc_neg,cell_auc,development,0.9115780743712388,5
center,200,hand_acc_neg,cell_auc,holdout,0.9533507808552402,1
center,200,hand_acc_neg,object_auc,all,0.8518536930401692,8
center,200,hand_acc_neg,object_auc,development,0.8685913797421358,6
center,200,hand_acc_neg,object_auc,holdout,0.8369471306393963,2
center,200,hand_neg,capture_0.2,all,0.9707635983263598,6
center,200,hand_neg,capture_0.2,development,0.975,5
center,200,hand_neg,capture_0.2,holdout,0.9665271966527197,1
center,200,hand_neg,cell_auc,all,0.8959037414899973,6
center,200,hand_neg,cell_auc,development,0.8929969193464334,5
center,200,hand_neg,cell_auc,holdout,0.9576134799174487,1
center,200,hand_neg,object_auc,all,0.8617586311489382,8
center,200,hand_neg,object_auc,development,0.8743505977351085,6
center,200,hand_neg,object_auc,holdout,0.8308541750204308,2
center,200,impervious,capture_0.2,all,0.5375,6
center,200,impervious,capture_0.2,development,0.775,5
center,200,impervious,capture_0.2,holdout,0.0502092050209205,1
center,200,impervious,cell_auc,all,0.7156294293069116,6
center,200,impervious,cell_auc,development,0.8458082600421747,5
center,200,impervious,cell_auc,holdout,0.4006492487143741,1
center,200,impervious,object_auc,all,0.7999871720337004,8
center,200,impervious,object_auc,development,0.7999871720337004,6
center,200,impervious,object_auc,holdout,0.7572165801086734,2
center,200,logit_F1_wf,capture_0.2,all,0.7931034482758621,5
center,200,logit_F1_wf,capture_0.2,development,0.771551724137931,4
center,200,logit_F1_wf,capture_0.2,holdout,0.8410041841004184,1
center,200,logit_F1_wf,cell_auc,all,0.8572016037832836,5
center,200,logit_F1_wf,cell_auc,development,0.8678933056166585,4
center,200,logit_F1_wf,cell_auc,holdout,0.8491645279428506,1
center,200,logit_F1_wf,object_auc,all,0.8503159510123148,7
center,200,logit_F1_wf,object_auc,development,0.8503159510123148,5
center,200,logit_F1_wf,object_auc,holdout,0.8465986477785956,2
center,200,relelev_neg,capture_0.2,all,0.01882845188284519,6
center,200,relelev_neg,capture_0.2,development,0.0,5
center,200,relelev_neg,capture_0.2,holdout,0.03765690376569038,1
center,200,relelev_neg,cell_auc,all,0.5461977273026966,6
center,200,relelev_neg,cell_auc,development,0.5549058255903404,5
center,200,relelev_neg,cell_auc,holdout,0.44728237851019587,1
center,200,relelev_neg,object_auc,all,0.5870780176449103,8
center,200,relelev_neg,object_auc,development,0.5820275502524085,6
center,200,relelev_neg,object_auc,holdout,0.5944180680671466,2
center,200,rf_F1_wf,capture_0.2,all,0.8,5
center,200,rf_F1_wf,capture_0.2,development,0.8482758620689655,4
center,200,rf_F1_wf,capture_0.2,holdout,0.7322175732217573,1
center,200,rf_F1_wf,cell_auc,all,0.874728972922982,5
center,200,rf_F1_wf,cell_auc,development,0.8978176155050703,4
center,200,rf_F1_wf,cell_auc,holdout,0.8411434439381855,1
center,200,rf_F1_wf,object_auc,all,0.8581107726309745,7
center,200,rf_F1_wf,object_auc,development,0.8581107726309745,5
center,200,rf_F1_wf,object_auc,holdout,0.8610426063076102,2
center,200,slope_neg,capture_0.2,all,0.9047186932849365,6
center,200,slope_neg,capture_0.2,development,0.8620689655172413,5
center,200,slope_neg,capture_0.2,holdout,0.9539748953974896,1
center,200,slope_neg,cell_auc,all,0.9046065675200157,6
center,200,slope_neg,cell_auc,development,0.898544045546878,5
center,200,slope_neg,cell_auc,holdout,0.9430465312668231,1
center,200,slope_neg,object_auc,all,0.8507471532388343,8
center,200,slope_neg,object_auc,development,0.8683566062020786,6
center,200,slope_neg,object_auc,holdout,0.8341108420763932,2
center,200,twi,capture_0.2,all,0.8460526315789474,6
center,200,twi,capture_0.2,development,0.8421052631578947,5
center,200,twi,capture_0.2,holdout,0.9497907949790795,1
center,200,twi,cell_auc,all,0.9009362279379727,6
center,200,twi,cell_auc,development,0.8954811693983457,5
center,200,twi,cell_auc,holdout,0.9286610226390185,1
center,200,twi,object_auc,all,0.840772825847474,8
center,200,twi,object_auc,development,0.8580818962793137,6
center,200,twi,object_auc,holdout,0.8334313407346566,2
center,200,z_sensitivity,capture_0.2,all,0.7875000000000001,6
center,200,z_sensitivity,capture_0.2,development,0.8,5
center,200,z_sensitivity,capture_0.2,holdout,0.17154811715481172,1
center,200,z_sensitivity,cell_auc,all,0.8735416568577672,6
center,200,z_sensitivity,cell_auc,development,0.900376742272283,5
center,200,z_sensitivity,cell_auc,holdout,0.7313602718317245,1
center,200,z_sensitivity,object_auc,all,0.8310008552041224,8
center,200,z_sensitivity,object_auc,development,0.8289934645911844,6
center,200,z_sensitivity,object_auc,holdout,0.8366071790016507,2
center,500,L1,capture_0.2,all,0.22470238095238093,4
center,500,L1,capture_0.2,development,0.42857142857142855,3
center,500,L1,capture_0.2,holdout,0.020833333333333332,1
center,500,L1,cell_auc,all,0.5569693291331155,4
center,500,L1,cell_auc,development,0.721331533203949,3
center,500,L1,cell_auc,holdout,0.392607125062282,1
center,500,L1,object_auc,all,0.7635895226974045,6
center,500,L1,object_auc,development,0.7749180230418669,5
center,500,L1,object_auc,holdout,0.6812130373146612,1
center,500,hand_acc_neg,capture_0.2,all,0.8583333333333334,4
center,500,hand_acc_neg,capture_0.2,development,0.8,3
center,500,hand_acc_neg,capture_0.2,holdout,0.9166666666666666,1
center,500,hand_acc_neg,cell_auc,all,0.9154073199527745,4
center,500,hand_acc_neg,cell_auc,development,0.9005312868949232,3
center,500,hand_acc_neg,cell_auc,holdout,0.9519307424015945,1
center,500,hand_acc_neg,object_auc,all,0.8120825457711167,6
center,500,hand_acc_neg,object_auc,development,0.795559496003917,5
center,500,hand_acc_neg,object_auc,holdout,0.8286055955383165,1
center,500,hand_neg,capture_0.2,all,0.9583333333333333,4
center,500,hand_neg,capture_0.2,development,1.0,3
center,500,hand_neg,capture_0.2,holdout,0.9166666666666666,1
center,500,hand_neg,cell_auc,all,0.9245867768595042,4
center,500,hand_neg,cell_auc,development,0.912042502951594,3
center,500,hand_neg,cell_auc,holdout,0.9562593423019431,1
center,500,hand_neg,object_auc,all,0.8239956034453233,6
center,500,hand_neg,object_auc,development,0.8171889536744666,5
center,500,hand_neg,object_auc,holdout,0.83080225321618,1
center,500,impervious,capture_0.2,all,0.5571428571428572,4
center,500,impervious,capture_0.2,development,0.7142857142857143,3
center,500,impervious,capture_0.2,holdout,0.041666666666666664,1
center,500,impervious,cell_auc,all,0.7200568735350994,4
center,500,impervious,cell_auc,development,0.8669732512024303,3
center,500,impervious,cell_auc,holdout,0.4903867713004484,1
center,500,impervious,object_auc,all,0.8055248235910709,6
center,500,impervious,object_auc,development,0.812923152758019,5
center,500,impervious,object_auc,holdout,0.6940292496133267,1
center,500,logit_F1_wf,capture_0.2,all,0.8,3
center,500,logit_F1_wf,capture_0.2,development,0.6857142857142857,2
center,500,logit_F1_wf,capture_0.2,holdout,0.8333333333333334,1
center,500,logit_F1_wf,cell_auc,all,0.8513764324862979,3
center,500,logit_F1_wf,cell_auc,development,0.7058615725143675,2
center,500,logit_F1_wf,cell_auc,holdout,0.8513764324862979,1
center,500,logit_F1_wf,object_auc,all,0.835640532902667,5
center,500,logit_F1_wf,object_auc,development,0.8499231583259571,4
center,500,logit_F1_wf,object_auc,holdout,0.8352394029697415,1
center,500,relelev_neg,capture_0.2,all,0.0,4
center,500,relelev_neg,capture_0.2,development,0.0,3
center,500,relelev_neg,capture_0.2,holdout,0.0625,1
center,500,relelev_neg,cell_auc,all,0.5306375442739079,4
center,500,relelev_neg,cell_auc,development,0.5466351829988193,3
center,500,relelev_neg,cell_auc,holdout,0.49559666168410565,1
center,500,relelev_neg,object_auc,all,0.6208056688577314,6
center,500,relelev_neg,object_auc,development,0.6027093746678235,5
center,500,relelev_neg,object_auc,holdout,0.6389019630476392,1
center,500,rf_F1_wf,capture_0.2,all,0.75,3
center,500,rf_F1_wf,capture_0.2,development,0.8571428571428572,2
center,500,rf_F1_wf,capture_0.2,holdout,0.75,1
center,500,rf_F1_wf,cell_auc,all,0.8487469411863978,3
center,500,rf_F1_wf,cell_auc,development,0.8813097161658081,2
center,500,rf_F1_wf,cell_auc,holdout,0.8376619332336821,1
center,500,rf_F1_wf,object_auc,all,0.8457255360234922,5
center,500,rf_F1_wf,object_auc,development,0.8687428397554903,4
center,500,rf_F1_wf,object_auc,holdout,0.8327484495623799,1
center,500,slope_neg,capture_0.2,all,0.8,4
center,500,slope_neg,capture_0.2,development,0.8,3
center,500,slope_neg,capture_0.2,holdout,0.9166666666666666,1
center,500,slope_neg,cell_auc,all,0.887780401416765,4
center,500,slope_neg,cell_auc,development,0.8762101534828808,3
center,500,slope_neg,cell_auc,holdout,0.9292600896860987,1
center,500,slope_neg,object_auc,all,0.7921734656462838,6
center,500,slope_neg,object_auc,development,0.7779534685693233,5
center,500,slope_neg,object_auc,holdout,0.8063934627232443,1
center,500,twi,capture_0.2,all,0.8,4
center,500,twi,capture_0.2,development,0.8,3
center,500,twi,capture_0.2,holdout,0.9583333333333334,1
center,500,twi,cell_auc,all,0.9012101534828807,4
center,500,twi,cell_auc,development,0.8891971664698936,3
center,500,twi,cell_auc,holdout,0.9503923766816144,1
center,500,twi,object_auc,all,0.8205984572136289,6
center,500,twi,object_auc,development,0.802451956928654,5
center,500,twi,object_auc,holdout,0.8387449574986039,1
center,500,z_sensitivity,capture_0.2,all,0.5571428571428572,4
center,500,z_sensitivity,capture_0.2,development,0.7142857142857143,3
center,500,z_sensitivity,capture_0.2,holdout,0.25,1
center,500,z_sensitivity,cell_auc,all,0.8235525160550667,4
center,500,z_sensitivity,cell_auc,development,0.8673529659944309,3
center,500,z_sensitivity,cell_auc,holdout,0.7567762830094669,1
center,500,z_sensitivity,object_auc,all,0.8231345065000026,6
center,500,z_sensitivity,object_auc,development,0.8387985994435004,5
center,500,z_sensitivity,object_auc,holdout,0.807470413556505,1
center,1000,L1,capture_0.2,all,0.0,1
center,1000,L1,capture_0.2,holdout,0.0,1
center,1000,L1,cell_auc,all,0.33904966059306896,1
center,1000,L1,cell_auc,holdout,0.33904966059306896,1
center,1000,L1,object_auc,all,0.7364600837129492,5
center,1000,L1,object_auc,development,0.7496994759172139,4
center,1000,L1,object_auc,holdout,0.6523469359905595,1
center,1000,hand_acc_neg,capture_0.2,all,1.0,1
center,1000,hand_acc_neg,capture_0.2,holdout,1.0,1
center,1000,hand_acc_neg,cell_auc,all,0.9672502084077647,1
center,1000,hand_acc_neg,cell_auc,holdout,0.9672502084077647,1
center,1000,hand_acc_neg,object_auc,all,0.7780225326447692,5
center,1000,hand_acc_neg,object_auc,development,0.8021239523349335,4
center,1000,hand_acc_neg,object_auc,holdout,0.7780225326447692,1
center,1000,hand_neg,capture_0.2,all,1.0,1
center,1000,hand_neg,capture_0.2,holdout,1.0,1
center,1000,hand_neg,cell_auc,all,0.977253781112302,1
center,1000,hand_neg,cell_auc,holdout,0.977253781112302,1
center,1000,hand_neg,object_auc,all,0.7846281425429756,5
center,1000,hand_neg,object_auc,development,0.8062593312424349,4
center,1000,hand_neg,object_auc,holdout,0.7846281425429756,1
center,1000,impervious,capture_0.2,all,0.0,1
center,1000,impervious,capture_0.2,holdout,0.0,1
center,1000,impervious,cell_auc,all,0.47499106823865667,1
center,1000,impervious,cell_auc,holdout,0.47499106823865667,1
center,1000,impervious,object_auc,all,0.8211546863234179,5
center,1000,impervious,object_auc,development,0.8215865010661821,4
center,1000,impervious,object_auc,holdout,0.7272847947537726,1
center,1000,logit_F1_wf,capture_0.2,all,0.8888888888888888,1
center,1000,logit_F1_wf,capture_0.2,holdout,0.8888888888888888,1
center,1000,logit_F1_wf,cell_auc,all,0.848993688221984,1
center,1000,logit_F1_wf,cell_auc,holdout,0.848993688221984,1
center,1000,logit_F1_wf,object_auc,all,0.8200561278229839,4
center,1000,logit_F1_wf,object_auc,development,0.8147590928600144,3
center,1000,logit_F1_wf,object_auc,holdout,0.8253531627859534,1
center,1000,relelev_neg,capture_0.2,all,0.0,1
center,1000,relelev_neg,capture_0.2,holdout,0.0,1
center,1000,relelev_neg,cell_auc,all,0.533881148029058,1
center,1000,relelev_neg,cell_auc,holdout,0.533881148029058,1
center,1000,relelev_neg,object_auc,all,0.6302342595523259,5
center,1000,relelev_neg,object_auc,development,0.6260987483021905,4
center,1000,relelev_neg,object_auc,holdout,0.6485145155221097,1
center,1000,rf_F1_wf,capture_0.2,all,0.7777777777777778,1
center,1000,rf_F1_wf,capture_0.2,holdout,0.7777777777777778,1
center,1000,rf_F1_wf,cell_auc,all,0.8362510420388234,1
center,1000,rf_F1_wf,cell_auc,holdout,0.8362510420388234,1
center,1000,rf_F1_wf,object_auc,all,0.8283464368263457,4
center,1000,rf_F1_wf,object_auc,development,0.8301616444560224,3
center,1000,rf_F1_wf,object_auc,holdout,0.826531229196669,1
center,1000,slope_neg,capture_0.2,all,1.0,1
center,1000,slope_neg,capture_0.2,holdout,1.0,1
center,1000,slope_neg,cell_auc,all,0.9623675122067404,1
center,1000,slope_neg,cell_auc,holdout,0.9623675122067404,1
center,1000,slope_neg,object_auc,all,0.7675557492008833,5
center,1000,slope_neg,object_auc,development,0.7824326151861343,4
center,1000,slope_neg,object_auc,holdout,0.7675557492008833,1
center,1000,twi,capture_0.2,all,1.0,1
center,1000,twi,capture_0.2,holdout,1.0,1
center,1000,twi,cell_auc,all,0.9643920447778969,1
center,1000,twi,cell_auc,holdout,0.9643920447778969,1
center,1000,twi,object_auc,all,0.8111937447593727,5
center,1000,twi,object_auc,development,0.8289602246841317,4
center,1000,twi,object_auc,holdout,0.8111937447593727,1
center,1000,z_sensitivity,capture_0.2,all,0.3333333333333333,1
center,1000,z_sensitivity,capture_0.2,holdout,0.3333333333333333,1
center,1000,z_sensitivity,cell_auc,all,0.7815886626176015,1
center,1000,z_sensitivity,cell_auc,holdout,0.7815886626176015,1
center,1000,z_sensitivity,object_auc,all,0.8248172686615738,5
center,1000,z_sensitivity,object_auc,development,0.8271284859582577,4
center,1000,z_sensitivity,object_auc,holdout,0.8027020144766385,1
f01,100,L1,capture_0.2,all,0.521978021978022,9
f01,100,L1,capture_0.2,development,0.5401054768524648,6
f01,100,L1,capture_0.2,holdout,0.2222222222222222,3
f01,100,L1,cell_auc,all,0.7221300768418756,9
f01,100,L1,cell_auc,development,0.7872064834338419,6
f01,100,L1,cell_auc,holdout,0.6446211739318847,3
f01,100,L1,object_auc,all,0.7948866693077021,10
f01,100,L1,object_auc,development,0.7952064623921147,6
f01,100,L1,object_auc,holdout,0.7548738052727366,4
f01,100,hand_acc_neg,capture_0.2,all,0.8873333333333333,9
f01,100,hand_acc_neg,capture_0.2,development,0.9198542805100182,6
f01,100,hand_acc_neg,capture_0.2,holdout,0.7222222222222222,3
f01,100,hand_acc_neg,cell_auc,all,0.8666120617451376,9
f01,100,hand_acc_neg,cell_auc,development,0.8746639346774255,6
f01,100,hand_acc_neg,cell_auc,holdout,0.814811375542054,3
f01,100,hand_acc_neg,object_auc,all,0.8472950558209973,10
f01,100,hand_acc_neg,object_auc,development,0.8638788603051771,6
f01,100,hand_acc_neg,object_auc,holdout,0.8084306184378756,4
f01,100,hand_neg,capture_0.2,all,0.8524590163934426,9
f01,100,hand_neg,capture_0.2,development,0.8706739526411658,6
f01,100,hand_neg,capture_0.2,holdout,0.5555555555555556,3
f01,100,hand_neg,cell_auc,all,0.8624829659119857,9
f01,100,hand_neg,cell_auc,development,0.8644914188931181,6
f01,100,hand_neg,cell_auc,holdout,0.7669378041913926,3
f01,100,hand_neg,object_auc,all,0.8451100700330114,10
f01,100,hand_neg,object_auc,development,0.8706389778916175,6
f01,100,hand_neg,object_auc,holdout,0.7807163413880116,4
f01,100,impervious,capture_0.2,all,0.6944444444444444,9
f01,100,impervious,capture_0.2,development,0.552484663930447,6
f01,100,impervious,capture_0.2,holdout,0.6944444444444444,3
f01,100,impervious,cell_auc,all,0.7834705193755934,9
f01,100,impervious,cell_auc,development,0.7292177853699177,6
f01,100,impervious,cell_auc,holdout,0.7834705193755934,3
f01,100,impervious,object_auc,all,0.8213015515822231,10
f01,100,impervious,object_auc,development,0.7536208856813315,6
f01,100,impervious,object_auc,holdout,0.8545226494845968,4
f01,100,logit_F1_wf,capture_0.2,all,0.7261904761904762,8
f01,100,logit_F1_wf,capture_0.2,development,0.7301587301587301,5
f01,100,logit_F1_wf,capture_0.2,holdout,0.7222222222222222,3
f01,100,logit_F1_wf,cell_auc,all,0.8282411168952339,8
f01,100,logit_F1_wf,cell_auc,development,0.8311552282646937,5
f01,100,logit_F1_wf,cell_auc,holdout,0.8253270055257741,3
f01,100,logit_F1_wf,object_auc,all,0.8445551422331852,9
f01,100,logit_F1_wf,object_auc,development,0.8445551422331852,5
f01,100,logit_F1_wf,object_auc,holdout,0.8474474505359586,4
f01,100,relelev_neg,capture_0.2,all,0.005291005291005291,9
f01,100,relelev_neg,capture_0.2,development,0.0026455026455026454,6
f01,100,relelev_neg,capture_0.2,holdout,0.082,3
f01,100,relelev_neg,cell_auc,all,0.5374905297167907,9
f01,100,relelev_neg,cell_auc,development,0.5433522338059208,6
f01,100,relelev_neg,cell_auc,holdout,0.5374905297167907,3
f01,100,relelev_neg,object_auc,all,0.5782050487635916,10
f01,100,relelev_neg,object_auc,development,0.5777108419909124,6
f01,100,relelev_neg,object_auc,holdout,0.5867154354161053,4
f01,100,rf_F1_wf,capture_0.2,all,0.7426666666666666,8
f01,100,rf_F1_wf,capture_0.2,development,0.8571428571428571,5
f01,100,rf_F1_wf,capture_0.2,holdout,0.7353333333333333,3
f01,100,rf_F1_wf,cell_auc,all,0.841571581442071,8
f01,100,rf_F1_wf,cell_auc,development,0.8416008996264827,5
f01,100,rf_F1_wf,cell_auc,holdout,0.8415422632576595,3
f01,100,rf_F1_wf,object_auc,all,0.8559792627169518,9
f01,100,rf_F1_wf,object_auc,development,0.8559792627169518,5
f01,100,rf_F1_wf,object_auc,holdout,0.8500220255188482,4
f01,100,slope_neg,capture_0.2,all,0.8253968253968254,9
f01,100,slope_neg,capture_0.2,development,0.8425229741019215,6
f01,100,slope_neg,capture_0.2,holdout,0.5555555555555556,3
f01,100,slope_neg,cell_auc,all,0.8691435220799276,9
f01,100,slope_neg,cell_auc,development,0.8825608561910392,6
f01,100,slope_neg,cell_auc,holdout,0.8221443040886012,3
f01,100,slope_neg,object_auc,all,0.8352952031216696,10
f01,100,slope_neg,object_auc,development,0.8673775317541229,6
f01,100,slope_neg,object_auc,holdout,0.7955574450454055,4
f01,100,twi,capture_0.2,all,0.6931216931216931,9
f01,100,twi,capture_0.2,development,0.7318067482001909,6
f01,100,twi,capture_0.2,holdout,0.5277777777777778,3
f01,100,twi,cell_auc,all,0.8333064600831285,9
f01,100,twi,cell_auc,development,0.8527334103691198,6
f01,100,twi,cell_auc,holdout,0.8031512982915507,3
f01,100,twi,object_auc,all,0.8143855230450059,10
f01,100,twi,object_auc,development,0.8181195333295782,6
f01,100,twi,object_auc,holdout,0.8103420516159077,4
f01,100,z_sensitivity,capture_0.2,all,0.6111111111111112,9
f01,100,z_sensitivity,capture_0.2,development,0.7026347146829075,6
f01,100,z_sensitivity,capture_0.2,holdout,0.5,3
f01,100,z_sensitivity,cell_auc,all,0.8214473164316591,9
f01,100,z_sensitivity,cell_auc,development,0.8467332345896174,6
f01,100,z_sensitivity,cell_auc,holdout,0.8040196746054908,3
f01,100,z_sensitivity,object_auc,all,0.8251820623126622,10
f01,100,z_sensitivity,object_auc,development,0.825011142412386,6
f01,100,z_sensitivity,object_auc,holdout,0.8403949680904017,4
f01,200,L1,capture_0.2,all,0.5068493150684932,9
f01,200,L1,capture_0.2,development,0.5222418618353218,6
f01,200,L1,capture_0.2,holdout,0.375,3
f01,200,L1,cell_auc,all,0.722885418806931,9
f01,200,L1,cell_auc,development,0.7853787956100144,6
f01,200,L1,cell_auc,holdout,0.6597946084724005,3
f01,200,L1,object_auc,all,0.7848667523100019,9
f01,200,L1,object_auc,development,0.7939598506720704,6
f01,200,L1,object_auc,holdout,0.7010415305504581,3
f01,200,hand_acc_neg,capture_0.2,all,0.8482490272373541,9
f01,200,hand_acc_neg,capture_0.2,development,0.8672150411280846,6
f01,200,hand_acc_neg,capture_0.2,holdout,0.75,3
f01,200,hand_acc_neg,cell_auc,all,0.8638831525636617,9
f01,200,hand_acc_neg,cell_auc,development,0.8741910065512799,6
f01,200,hand_acc_neg,cell_auc,holdout,0.8423908857509628,3
f01,200,hand_acc_neg,object_auc,all,0.8515180586333807,9
f01,200,hand_acc_neg,object_auc,development,0.8685913797421358,6
f01,200,hand_acc_neg,object_auc,holdout,0.838819251048851,3
f01,200,hand_neg,capture_0.2,all,0.8260869565217391,9
f01,200,hand_neg,capture_0.2,development,0.8387191539365453,6
f01,200,hand_neg,capture_0.2,holdout,0.6,3
f01,200,hand_neg,cell_auc,all,0.8512918198605867,9
f01,200,hand_neg,cell_auc,development,0.8584022726096299,6
f01,200,hand_neg,cell_auc,holdout,0.799675866495507,3
f01,200,hand_neg,object_auc,all,0.855948442941027,9
f01,200,hand_neg,object_auc,development,0.8743505977351085,6
f01,200,hand_neg,object_auc,holdout,0.8115876125951262,3
f01,200,impervious,capture_0.2,all,0.6989247311827957,9
f01,200,impervious,capture_0.2,development,0.5891883929886581,6
f01,200,impervious,capture_0.2,holdout,0.7333333333333333,3
f01,200,impervious,cell_auc,all,0.7945414697623451,9
f01,200,impervious,cell_auc,development,0.7810166931893153,6
f01,200,impervious,cell_auc,holdout,0.7945414697623451,3
f01,200,impervious,object_auc,all,0.8352921752688303,9
f01,200,impervious,object_auc,development,0.7999871720337004,6
f01,200,impervious,object_auc,holdout,0.869872491701646,3
f01,200,logit_F1_wf,capture_0.2,all,0.7296508570827637,8
f01,200,logit_F1_wf,capture_0.2,development,0.7297297297297297,5
f01,200,logit_F1_wf,capture_0.2,holdout,0.7295719844357976,3
f01,200,logit_F1_wf,cell_auc,all,0.8317083359932789,8
f01,200,logit_F1_wf,cell_auc,development,0.8312728979172381,5
f01,200,logit_F1_wf,cell_auc,holdout,0.8321437740693196,3
f01,200,logit_F1_wf,object_auc,all,0.8434739139837523,8
f01,200,logit_F1_wf,object_auc,development,0.8503159510123148,5
f01,200,logit_F1_wf,object_auc,holdout,0.8346709572838009,3
f01,200,relelev_neg,capture_0.2,all,0.024390243902439025,9
f01,200,relelev_neg,capture_0.2,development,0.012195121951219513,6
f01,200,relelev_neg,capture_0.2,holdout,0.0914396887159533,3
f01,200,relelev_neg,cell_auc,all,0.5628449047739068,9
f01,200,relelev_neg,cell_auc,development,0.5546752786973337,6
f01,200,relelev_neg,cell_auc,holdout,0.5715725288831837,3
f01,200,relelev_neg,object_auc,all,0.604411328642232,9
f01,200,relelev_neg,object_auc,development,0.5820275502524085,6
f01,200,relelev_neg,object_auc,holdout,0.6047283270403259,3
f01,200,rf_F1_wf,capture_0.2,all,0.7416666666666667,8
f01,200,rf_F1_wf,capture_0.2,development,0.8243243243243243,5
f01,200,rf_F1_wf,capture_0.2,holdout,0.7333333333333333,3
f01,200,rf_F1_wf,cell_auc,all,0.8424364238146866,8
f01,200,rf_F1_wf,cell_auc,development,0.8377288163986355,5
f01,200,rf_F1_wf,cell_auc,holdout,0.8471440312307377,3
f01,200,rf_F1_wf,object_auc,all,0.8567753644318263,8
f01,200,rf_F1_wf,object_auc,development,0.8581107726309745,5
f01,200,rf_F1_wf,object_auc,holdout,0.8452612328482045,3
f01,200,slope_neg,capture_0.2,all,0.8048780487804879,9
f01,200,slope_neg,capture_0.2,development,0.8078444297956493,6
f01,200,slope_neg,capture_0.2,holdout,0.625,3
f01,200,slope_neg,cell_auc,all,0.8409500747076099,9
f01,200,slope_neg,cell_auc,development,0.8617744871243544,6
f01,200,slope_neg,cell_auc,holdout,0.8293199095952332,3
f01,200,slope_neg,object_auc,all,0.8475731883578613,9
f01,200,slope_neg,object_auc,development,0.8683566062020786,6
f01,200,slope_neg,object_auc,holdout,0.8143005660329792,3
f01,200,twi,capture_0.2,all,0.6891891891891891,9
f01,200,twi,capture_0.2,development,0.7226433750823995,6
f01,200,twi,capture_0.2,holdout,0.6,3
f01,200,twi,cell_auc,all,0.8400442536410385,9
f01,200,twi,cell_auc,development,0.8540679817837495,6
f01,200,twi,cell_auc,holdout,0.834456544072324,3
f01,200,twi,object_auc,all,0.8363784650010059,9
f01,200,twi,object_auc,development,0.8580818962793137,6
f01,200,twi,object_auc,holdout,0.8304842164683074,3
f01,200,z_sensitivity,capture_0.2,all,0.6712328767123288,9
f01,200,z_sensitivity,capture_0.2,development,0.6850788039475623,6
f01,200,z_sensitivity,capture_0.2,holdout,0.6,3
f01,200,z_sensitivity,cell_auc,all,0.8266780998355601,9
f01,200,z_sensitivity,cell_auc,development,0.8356105344985694,6
f01,200,z_sensitivity,cell_auc,holdout,0.826245186136072,3
f01,200,z_sensitivity,object_auc,all,0.8234362941913934,9
f01,200,z_sensitivity,object_auc,development,0.8289934645911844,6
f01,200,z_sensitivity,object_auc,holdout,0.8234362941913934,3
f01,500,L1,capture_0.2,all,0.46464646464646464,8
f01,500,L1,capture_0.2,development,0.46464646464646464,6
f01,500,L1,capture_0.2,holdout,0.3639455782312925,2
f01,500,L1,cell_auc,all,0.747523029356105,8
f01,500,L1,cell_auc,development,0.7649205150634889,6
f01,500,L1,cell_auc,holdout,0.6042242436290604,2
f01,500,L1,object_auc,all,0.7481233819579232,8
f01,500,L1,object_auc,development,0.7635895226974045,6
f01,500,L1,object_auc,holdout,0.7125993894387825,2
f01,500,hand_acc_neg,capture_0.2,all,0.696969696969697,8
f01,500,hand_acc_neg,capture_0.2,development,0.696969696969697,6
f01,500,hand_acc_neg,capture_0.2,holdout,0.6445578231292517,2
f01,500,hand_acc_neg,cell_auc,all,0.8333434992241509,8
f01,500,hand_acc_neg,cell_auc,development,0.8333434992241509,6
f01,500,hand_acc_neg,cell_auc,holdout,0.8299225420297509,2
f01,500,hand_acc_neg,object_auc,all,0.8169628444198229,8
f01,500,hand_acc_neg,object_auc,development,0.8387426814973887,6
f01,500,hand_acc_neg,object_auc,holdout,0.8169628444198229,2
f01,500,hand_neg,capture_0.2,all,0.696969696969697,8
f01,500,hand_neg,capture_0.2,development,0.696969696969697,6
f01,500,hand_neg,capture_0.2,holdout,0.5612244897959183,2
f01,500,hand_neg,cell_auc,all,0.8218999227029342,8
f01,500,hand_neg,cell_auc,development,0.8218999227029342,6
f01,500,hand_neg,cell_auc,holdout,0.8382768012352217,2
f01,500,hand_neg,object_auc,all,0.824888155661099,8
f01,500,hand_neg,object_auc,development,0.8505107888449123,6
f01,500,hand_neg,object_auc,holdout,0.824888155661099,2
f01,500,impervious,capture_0.2,all,0.5067340067340067,8
f01,500,impervious,capture_0.2,development,0.5067340067340067,6
f01,500,impervious,capture_0.2,holdout,0.37755102040816324,2
f01,500,impervious,cell_auc,all,0.8094612038137365,8
f01,500,impervious,cell_auc,development,0.8094612038137365,6
f01,500,impervious,cell_auc,holdout,0.7051315195268286,2
f01,500,impervious,object_auc,all,0.8055248235910709,8
f01,500,impervious,object_auc,development,0.8055248235910709,6
f01,500,impervious,object_auc,holdout,0.7739967739333502,2
f01,500,logit_F1_wf,capture_0.2,all,0.6122448979591837,7
f01,500,logit_F1_wf,capture_0.2,development,0.5714285714285714,5
f01,500,logit_F1_wf,capture_0.2,holdout,0.6394557823129252,2
f01,500,logit_F1_wf,cell_auc,all,0.8359035191775406,7
f01,500,logit_F1_wf,cell_auc,development,0.8359035191775406,5
f01,500,logit_F1_wf,cell_auc,holdout,0.8237817811717894,2
f01,500,logit_F1_wf,object_auc,all,0.8512286459097739,7
f01,500,logit_F1_wf,object_auc,development,0.8642057837492472,5
f01,500,logit_F1_wf,object_auc,holdout,0.8432340244397577,2
